Summary_file = p12-97.sum
Title = south plots
year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),sw(19),sw(20),sw(21),sw(22),sw(23),sw(24),sw(25),sw(26),sw(27),sw(28),no3(1-24)(1),no3(1-24)(2),no3(1-24)(3),no3(1-24)(4),no3(1-24)(5),no3(1-24)(6),no3(1-24)(7),no3(1-24)(8),no3(1-24)(9),no3(1-24)(10),no3(1-24)(11),no3(1-24)(12),no3(1-24)(13),no3(1-24)(14),no3(1-24)(15),no3(1-24)(16),no3(1-24)(17),no3(1-24)(18),no3(1-24)(19),no3(1-24)(20),no3(1-24)(21),no3(1-24)(22),no3(1-24)(23),no3(1-24)(24),nh4(1-8)(1),nh4(1-8)(2),nh4(1-8)(3),nh4(1-8)(4),nh4(1-8)(5),nh4(1-8)(6),nh4(1-8)(7),nh4(1-8)(8),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep,es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain130
1999,11,323,19,5.000000,0.060787,0.075639,0.159936,0.177516,0.191150,0.207732,0.206355,0.224669,0.246128,0.281655,0.299376,0.312995,0.329703,0.340666,0.342138,0.342976,0.342361,0.332606,0.319125,0.306868,0.308074,0.307085,0.300414,0.310996,0.316254,0.316418,0.316570,0.316642,0.077208,0.139863,0.402999,0.548363,0.407498,0.130435,0.094540,0.069791,0.069987,0.055230,0.006738,0.032101,0.222076,0.347251,0.522963,0.722111,0.908915,1.035313,1.112368,1.148831,0.890292,1.785868,2.738159,2.493847,0.020577,0.070865,0.176355,0.417904,0.820309,0.087866,0.054540,0.036158,1.706366,0.292917,1.593876,0.186447,46.469204,166.290146,295.038147,1.753636,0.242278,1.621146,0.159026,56.786957,126.034782,0.000000,2.613476,2.891251,1834.407921,0.236514,0.000000,0.642802,6.136160,0.000000,0.000031,-0.094049,0.130377,369.950012,294.567017,219.352936,75.214043,128.626038,107.883919,0.000000,105.934700,23.473127,1.841286,8947.699219,0.008488,2.829007,0.163347,0.000000,218.027557,10.380894,8693.975586,0.028261,0.227176,0.348686,47.428020,0.020108,0.429064,0.000000,?,16.647848,3.445144,0.000000,0.000000,155.275925,43.902721,7.583783,1.304266,0.959137,5.694982,142.189651,1350.315308,7.722722,2.842427,0.458141,0.189568,109.193977
1999,12,338,4,5.000000,0.058344,0.066247,0.115302,0.145812,0.165170,0.194734,0.193296,0.206218,0.213308,0.229852,0.258785,0.281543,0.320057,0.336797,0.339175,0.340145,0.339666,0.330095,0.316992,0.305012,0.306364,0.305504,0.299161,0.309871,0.315229,0.315402,0.315558,0.315632,0.088074,0.148490,0.422795,0.869019,0.666355,0.208015,0.149422,0.113881,0.135270,0.111512,0.007075,0.049851,0.055417,0.344221,0.513708,0.705147,0.887533,1.012356,1.089986,1.125381,0.871135,1.749119,2.686498,2.450187,0.026152,0.067258,0.118922,0.281915,0.927590,0.118756,0.060751,0.022792,2.402748,0.513623,1.540593,0.126730,40.953857,143.796707,281.393066,2.477459,0.435374,1.570969,0.096354,50.618652,108.253365,17.200001,52.036793,59.057823,1786.649824,6.955681,0.000000,7.343010,81.717751,0.000000,0.000773,-0.546020,1.304385,387.150024,352.182373,226.308624,125.873711,128.626770,107.420845,0.000000,113.277710,23.823875,1.726407,8945.668945,0.096010,2.831288,0.163492,0.000000,216.441666,10.414173,8693.263672,0.389358,5.004117,5.140486,278.995300,0.061742,1.410797,0.000000,?,16.614471,4.562320,0.000000,0.000000,158.390015,44.972061,7.846886,1.750496,0.803444,5.437085,140.917145,1350.182129,14.899672,5.379151,0.773024,0.422769,108.101341
1999,12,342,8,5.000000,0.169851,0.073668,0.088125,0.139867,0.159995,0.191068,0.189988,0.202484,0.209768,0.226229,0.255014,0.275638,0.314010,0.335458,0.338367,0.339495,0.339104,0.329567,0.316554,0.304643,0.306037,0.305224,0.298884,0.309626,0.315010,0.315188,0.315348,0.315424,0.135754,0.166502,0.373480,1.165046,1.002122,0.313838,0.209571,0.143028,0.167760,0.130151,0.005784,0.064510,0.056615,0.343895,0.512348,0.702019,0.883477,1.007946,1.085646,1.120648,0.867059,1.741038,2.674185,2.439263,0.034802,0.064927,0.117399,0.236531,0.910731,0.124843,0.062832,0.020856,3.156742,0.653402,1.489233,0.113673,40.049500,141.459702,278.196167,3.261528,0.545725,1.520649,0.082257,49.548912,106.458870,0.800000,7.202296,7.857309,1778.934760,0.733750,0.000000,1.474059,25.870832,0.000000,0.000017,-0.002035,0.209460,387.950012,359.223358,227.042389,132.180969,128.626770,107.419388,0.000000,114.751778,24.639534,1.657318,8946.233398,0.019031,2.832216,0.163628,0.000000,216.408066,10.452162,8693.075195,0.095090,0.968169,8.008824,421.845032,0.087982,0.112597,0.000000,?,16.307308,4.627526,0.000000,0.000000,158.846329,45.255348,7.935883,2.174823,0.757236,5.405843,140.905151,1350.166626,20.824189,8.351278,1.103073,0.533161,107.264664
1999,12,343,9,6.000000,0.247996,0.247375,0.244838,0.208239,0.160236,0.191067,0.189988,0.202484,0.209767,0.226231,0.255015,0.275884,0.314056,0.335149,0.338166,0.339333,0.338968,0.329442,0.316451,0.304557,0.305962,0.305159,0.298818,0.309568,0.314958,0.315137,0.315298,0.315374,0.070047,0.159440,0.341740,1.133361,1.006222,0.299408,0.201585,0.141040,0.166396,0.131846,0.005780,0.065574,0.047743,0.343905,0.512071,0.701307,0.882542,1.006933,1.084649,1.119547,0.866096,1.739109,2.671219,2.436600,0.046964,0.109004,0.218983,0.438116,0.969337,0.125008,0.062731,0.020391,3.010218,0.643757,1.907412,0.111486,48.064400,141.459930,278.152496,3.111011,0.540074,1.938777,0.080120,57.563797,106.459061,9.600000,1.335585,1.585492,1786.601859,1.584985,0.000000,0.346473,5.739577,0.000000,0.000003,-0.000242,0.044857,9.600000,1.586431,1.584985,0.001446,0.000003,-0.000228,0.000000,0.346473,24.453348,2.072517,8948.878906,0.004460,0.000326,0.000035,0.000000,217.055191,12.211881,8693.084961,0.022994,0.636972,13.185288,559.474426,0.112496,0.631002,0.000000,?,4.056455,4.438114,0.000000,0.000000,159.362000,45.322090,7.957312,2.039995,1.136179,5.568818,141.391586,1350.206055,13.606473,8.372853,1.061042,0.528828,-0.055399
1999,12,347,13,6.000000,0.063780,0.101470,0.180286,0.197553,0.168236,0.191064,0.189986,0.202484,0.209762,0.226239,0.255019,0.276851,0.313980,0.334100,0.337395,0.338699,0.338436,0.328961,0.316061,0.304233,0.305680,0.304917,0.298568,0.309345,0.314758,0.314942,0.315107,0.315184,0.090992,0.226835,0.684820,1.348467,1.279224,0.346906,0.222398,0.146989,0.169769,0.138668,0.004240,0.070255,0.041291,0.343926,0.511052,0.698649,0.879038,1.003159,1.080938,1.115442,0.862484,1.731811,2.659948,2.426350,0.069618,0.097385,0.193039,0.477593,0.934805,0.095151,0.041652,0.009219,3.977244,0.679944,1.867591,0.065513,44.565506,141.460983,277.967072,4.088443,0.566625,1.888417,0.044687,54.064823,106.459793,0.000000,0.043916,4.671832,1781.754695,3.434247,0.000000,1.307963,27.508720,0.000000,0.000012,-0.000987,0.153468,9.600000,5.125639,5.019232,0.106407,0.000015,-0.001267,0.000000,1.654435,25.369305,1.981295,8949.306641,0.016789,0.001581,0.000178,0.000000,217.055603,11.962041,8692.939453,0.086807,1.549544,12.683413,543.244019,0.109420,0.638560,0.000000,?,4.724347,4.405886,0.000000,0.000000,160.597427,45.540092,8.001579,2.777522,1.149237,5.359521,141.124985,1350.179810,17.064594,10.138332,1.170600,0.539561,-0.283023
1999,12,362,28,6.000000,0.331864,0.332691,0.333495,0.335772,0.321092,0.292345,0.263125,0.200296,0.207923,0.225353,0.253817,0.274995,0.305216,0.329159,0.334834,0.336601,0.336660,0.327394,0.314813,0.303187,0.304706,0.304016,0.297848,0.308676,0.314142,0.314327,0.314496,0.314577,0.012852,0.031715,0.073119,0.258637,0.971639,0.882959,0.363948,0.143966,0.163108,0.144244,0.003281,0.073367,0.030333,0.074555,0.508263,0.691926,0.869367,0.992657,1.070468,1.103234,0.851013,1.707667,2.623724,2.392013,0.035029,0.084727,0.191234,0.496907,1.057605,0.247159,0.042120,0.006227,2.230921,0.816907,2.112661,0.055839,78.403336,147.982895,274.222443,2.412895,0.633292,2.133721,0.034779,91.559593,109.444969,75.600006,19.527058,34.962933,1814.639858,16.427134,0.000000,4.039830,75.649078,0.000000,0.038620,-0.004441,0.331199,85.199997,43.800816,21.446365,22.354446,7.603284,-0.005629,0.000000,5.694266,23.210066,2.215154,8947.840820,0.051347,0.424783,0.000727,0.000000,218.491394,11.394180,8692.529297,0.321352,5.011133,8.759439,386.631958,0.080042,3.341490,0.000000,?,8.575779,4.396837,0.000000,0.000000,164.283585,46.518085,8.164390,0.700203,1.160432,4.778512,141.702881,1350.193604,1.925693,4.034734,1.383175,0.522975,-2.350051
2000,1,11,11,6.000000,0.057261,0.063339,0.092700,0.137627,0.157358,0.189349,0.189287,0.194407,0.200986,0.221408,0.249419,0.267544,0.281535,0.299013,0.330265,0.334573,0.335204,0.326175,0.313846,0.302340,0.303856,0.303191,0.297336,0.308201,0.313707,0.313889,0.314055,0.314134,0.111733,0.180478,0.409396,1.058554,0.941044,0.288684,0.154644,0.112286,0.132074,0.133720,0.003022,0.065174,0.017121,0.033787,0.309026,0.688808,0.864447,0.987128,1.064617,1.095355,0.842658,1.689193,2.595526,2.364047,0.102305,0.131437,0.153923,0.200873,0.912543,0.100356,0.041776,0.005636,2.989889,0.534235,1.601437,0.051258,39.015495,137.740616,260.613220,3.067211,0.455402,1.622325,0.030370,48.479832,103.334396,0.000000,56.087029,66.136147,1748.459850,8.825212,0.000000,2.931344,83.390144,0.000000,9.215954,-0.001563,0.017351,85.199997,107.049446,30.271576,76.777870,9.254586,-0.007024,0.000000,8.625609,23.221760,1.695569,8948.284180,0.036725,0.479359,0.001242,0.000000,219.398041,11.819455,8692.148438,0.229193,3.692131,6.274763,288.028992,0.060724,5.928467,0.000000,?,12.908613,6.166953,0.000000,0.000000,166.693375,47.414627,8.366632,2.073842,0.892719,4.655988,142.185471,1350.203003,19.228608,7.973704,0.816981,0.438087,-11.670610
2000,1,20,20,6.000000,0.054287,0.056671,0.062746,0.120222,0.148407,0.181496,0.181510,0.187710,0.196659,0.219510,0.247471,0.265481,0.278277,0.294806,0.323608,0.332791,0.334199,0.325431,0.313275,0.301838,0.303346,0.302697,0.297044,0.307933,0.313466,0.313649,0.313816,0.313894,0.153223,0.231658,0.393502,1.276269,1.672168,0.498567,0.251861,0.127993,0.137282,0.133500,0.002880,0.064167,0.013424,0.033655,0.305867,0.686383,0.863232,0.985575,1.062699,1.091936,0.838404,1.679355,2.579342,2.347465,0.100150,0.128787,0.158597,0.206227,0.763877,0.089075,0.040154,0.003893,4.225387,0.652076,1.446713,0.045025,36.182049,135.070007,257.181396,4.351317,0.524706,1.466790,0.024948,45.257542,101.247429,0.000000,8.414489,9.563820,1737.679102,1.085314,0.000000,1.602198,59.210739,0.000000,0.000002,-0.000226,-0.224043,85.199997,116.228249,31.356888,84.871384,9.254587,-0.007235,0.000000,10.227806,24.454929,1.533745,8949.155273,0.019863,0.484405,0.001561,0.000000,219.098572,12.233424,8691.834961,0.132128,1.264957,8.994614,424.021515,0.085927,0.059563,0.000000,?,12.673656,6.087260,0.000000,0.000000,167.262253,47.879368,8.495923,2.612041,0.848387,4.685774,141.763428,1350.148804,26.539873,15.023261,1.387590,0.465379,-14.412046
2000,1,21,21,6.000000,0.053924,0.056227,0.062111,0.118257,0.148401,0.181495,0.181509,0.187710,0.196659,0.219511,0.247471,0.265481,0.278278,0.294967,0.323608,0.332592,0.334084,0.325348,0.313212,0.301783,0.303291,0.302644,0.297013,0.307904,0.313441,0.313624,0.313791,0.313869,0.157453,0.237458,0.401346,1.257891,1.640548,0.468540,0.242332,0.126945,0.135920,0.132955,0.002773,0.063652,0.012939,0.033126,0.214420,0.686176,0.863187,0.985486,1.062561,1.091627,0.837982,1.678359,2.577629,2.345689,0.099935,0.128672,0.159168,0.208633,0.750531,0.088060,0.039789,0.003725,4.163236,0.639539,1.434999,0.044318,36.083931,135.070023,257.213928,4.284402,0.516986,1.454894,0.024423,45.159378,101.247520,0.000000,0.798875,0.893521,1737.412490,0.098205,0.000000,0.167163,6.558721,0.000000,0.000000,-0.000018,-0.033834,85.199997,116.327766,31.455093,84.872696,9.254587,-0.007252,0.000000,10.394969,24.275660,1.521349,8951.316406,0.002063,0.485147,0.001597,0.000000,219.088440,14.629007,8691.802734,0.014027,0.110476,13.946986,573.572327,0.112862,0.348282,0.000000,?,3.299630,5.842127,0.000000,0.000000,167.299850,47.928169,8.509718,2.600997,0.846585,4.959708,141.736862,1350.144409,26.592428,14.739773,1.335097,0.460765,-14.413604
2000,2,36,5,6.000000,0.059001,0.069888,0.145308,0.154405,0.172787,0.200841,0.188688,0.186322,0.195859,0.219246,0.247174,0.265207,0.277854,0.295578,0.320065,0.329628,0.332488,0.324149,0.312302,0.300990,0.302500,0.301884,0.296546,0.307511,0.313088,0.313276,0.313445,0.313525,0.226909,0.397540,1.295232,1.953289,2.342585,1.347362,0.318782,0.099568,0.097269,0.117907,0.003149,0.048726,0.000221,0.014042,0.087367,0.680314,0.863142,0.984967,1.061665,1.088325,0.832760,1.665588,2.553979,2.320783,0.086736,0.105972,0.140294,0.412130,1.170302,0.093594,0.023398,0.000000,7.562917,0.635100,2.009028,0.023426,43.119377,135.446411,256.458252,7.722308,0.474135,2.020727,0.011699,52.553753,101.294609,40.400002,13.476533,32.026146,1741.190313,18.686056,0.000000,2.292418,89.929176,0.000000,0.975701,-0.000254,-0.426796,125.600006,150.657791,50.141159,100.516685,10.230345,-0.007505,0.000000,12.687388,27.337339,2.073156,8954.405273,0.028118,0.558195,0.002129,0.000000,219.500412,14.171117,8691.324219,0.211817,4.458236,11.747691,491.846619,0.097877,2.365965,0.000000,?,5.706601,5.688476,0.000000,0.000000,170.516571,49.060032,8.632464,4.653832,1.135233,4.461723,141.260605,1350.072388,31.626110,18.076858,1.689470,0.331085,-15.628654
2000,2,42,11,6.000000,0.057332,0.063413,0.093069,0.139816,0.159429,0.191269,0.183618,0.182753,0.193677,0.218467,0.246362,0.264455,0.276780,0.293218,0.312450,0.325880,0.331667,0.323677,0.311956,0.300688,0.302199,0.301595,0.296357,0.307370,0.312960,0.313150,0.313320,0.313400,0.307553,0.494646,1.115572,2.608701,3.061465,1.519263,0.382694,0.093395,0.081005,0.110147,0.002882,0.041356,0.000194,0.005977,0.092527,0.680089,0.863501,0.985527,1.062171,1.088122,0.831363,1.661674,2.545460,2.311496,0.083919,0.104140,0.132702,0.251677,1.166736,0.122242,0.035405,0.000000,9.107200,0.668682,1.861416,0.035405,39.458828,134.018143,254.016800,9.298547,0.475894,1.879119,0.017702,48.639740,100.201050,0.000000,8.419237,9.580772,1732.004238,1.080950,0.000000,0.819961,41.512489,0.000000,0.000203,-0.000084,-0.154282,125.600006,159.023895,51.222111,107.801857,10.230513,-0.007586,0.000000,13.507350,28.851706,1.937239,8954.933594,0.009974,0.577552,0.002341,0.000000,219.127197,13.995490,8691.022461,0.073830,1.462265,12.110106,509.967377,0.101140,0.349377,0.000000,?,6.019736,5.627376,0.000000,0.000000,171.304565,49.603443,8.747824,5.546960,0.961350,4.362747,140.709976,1350.003296,46.645264,25.603609,2.084182,0.278834,-18.566881
2000,2,57,26,6.000000,0.254546,0.254335,0.253138,0.239384,0.190793,0.199028,0.174462,0.177548,0.190567,0.217486,0.245296,0.263550,0.275470,0.290600,0.299663,0.310431,0.327829,0.322223,0.311042,0.299934,0.301468,0.300902,0.295900,0.307029,0.312658,0.312858,0.313033,0.313115,0.150233,0.406763,1.025759,3.442561,7.256886,2.822065,0.545429,0.095283,0.059627,0.096642,0.001769,0.028631,0.000123,0.000201,0.101527,0.680341,0.862598,0.985639,1.062774,1.088633,0.828970,1.654180,2.526807,2.290038,0.050282,0.119450,0.247136,0.604070,1.496112,0.131306,0.023709,0.000000,15.104267,0.797866,2.648356,0.023709,52.666458,131.812912,250.386093,15.376982,0.524266,2.660211,0.011854,61.389568,98.560249,40.399998,26.815067,34.744160,1733.666090,8.401993,0.000000,1.856824,75.704041,0.000000,0.000650,-0.000142,-0.176825,166.000015,195.905136,59.624100,136.281113,10.231254,-0.007723,0.000000,15.364172,34.846352,2.712153,8964.023438,0.022417,0.641321,0.002865,0.000000,221.909256,13.817241,8690.739258,0.168913,5.808526,5.687869,252.346649,0.052359,0.438962,0.000000,?,6.290483,5.508826,0.000000,0.000000,175.480865,50.950069,8.969601,7.444278,1.519642,3.757852,142.656357,1350.122681,35.952345,50.713966,3.126347,0.208596,-25.631945
2000,3,67,7,6.000000,0.057843,0.064587,0.100275,0.138243,0.156366,0.186322,0.167481,0.174425,0.188713,0.216948,0.244674,0.263061,0.274709,0.289110,0.294458,0.297927,0.310557,0.320009,0.310171,0.299354,0.300959,0.300437,0.295606,0.306828,0.312456,0.312672,0.312855,0.312940,0.309243,0.507450,1.248510,3.868683,7.651861,3.159111,0.642672,0.098199,0.046062,0.087262,0.001691,0.020182,0.000113,0.000175,0.103479,0.658896,0.842751,0.982655,1.062648,1.089186,0.828341,1.651016,2.516435,2.277086,0.086619,0.120781,0.166407,0.292192,1.317867,0.124573,0.018757,0.000000,16.744858,0.875041,2.108439,0.018757,38.829906,130.354538,248.734909,17.066195,0.552859,2.117818,0.009379,47.203976,97.513069,0.000000,20.905649,25.294899,1709.240597,3.920017,0.000000,1.108807,52.450356,0.000000,0.000976,-0.000074,-0.013588,166.000015,219.221893,63.544113,155.677856,10.232215,-0.007796,0.000000,16.472980,36.442200,2.165959,8965.342773,0.013271,0.706209,0.003208,0.000000,222.206345,14.096916,8690.432617,0.102471,3.063762,4.173120,192.575607,0.040402,0.411135,0.000000,?,6.185975,6.031417,0.000000,0.000000,177.476242,51.830555,9.126895,8.484507,1.105288,3.597314,142.784454,1350.100708,69.961745,65.247593,3.837271,0.162724,-33.417648
2000,3,82,22,6.000000,0.084682,0.181746,0.200764,0.206455,0.196652,0.174858,0.159554,0.171375,0.186724,0.216329,0.243954,0.262521,0.273889,0.287710,0.291201,0.292783,0.298590,0.313070,0.307992,0.298101,0.299996,0.299608,0.295150,0.306558,0.312153,0.312396,0.312597,0.312689,0.186999,0.573280,1.044526,3.676196,10.194262,3.629807,0.753940,0.109136,0.033038,0.075867,0.001169,0.010276,0.000080,0.000123,0.103782,0.638789,0.827871,0.978855,1.059798,1.088586,0.828328,1.648319,2.503514,2.259477,0.057595,0.107782,0.219078,0.452811,1.093758,0.070470,0.006479,0.000000,19.305069,0.972565,2.001494,0.006479,46.749023,128.762650,247.459488,19.682039,0.595011,2.004734,0.003240,54.726738,96.389526,24.000000,14.458667,21.358423,1707.559341,7.976187,0.000000,1.501925,56.858017,0.000000,0.001881,-0.000077,-0.001837,190.000015,243.401306,71.520294,171.881088,10.234141,-0.007871,0.000000,17.974905,38.953114,2.045414,8968.116211,0.017835,0.810572,0.003712,0.000000,222.144943,14.845302,8690.126953,0.138961,4.018720,3.626796,175.346512,0.036538,0.414389,0.000000,?,5.996336,6.396399,0.000000,0.000000,180.458710,52.715942,9.255218,8.879088,1.201852,3.307611,142.452911,1350.078369,44.515597,69.118959,4.725290,0.117957,-39.662289
2000,4,94,3,6.000000,0.058059,0.065085,0.102952,0.134372,0.152478,0.165152,0.154758,0.169821,0.185598,0.215957,0.243497,0.262201,0.273377,0.286857,0.289335,0.290244,0.292863,0.290947,0.304204,0.296632,0.298985,0.298766,0.294740,0.306326,0.311928,0.312183,0.312398,0.312495,0.328859,0.540209,1.342080,3.747292,9.111026,3.809747,0.814010,0.120721,0.025986,0.068112,0.000985,0.003669,0.000066,0.000100,0.101708,0.622209,0.807558,0.929877,1.051536,1.086368,0.828057,1.647916,2.495217,2.246545,0.068232,0.099215,0.122263,0.183419,0.818022,0.035597,0.001833,0.000000,18.879213,1.029322,1.326748,0.001833,36.326141,127.838768,246.703888,19.286219,0.621824,1.327664,0.000916,44.064034,95.751167,1.200000,18.888617,23.444160,1687.235437,3.481787,0.000000,1.079763,43.224567,0.000000,0.001779,-0.000049,-0.000584,191.200012,263.845551,75.002075,188.843521,10.235925,-0.007918,0.000000,19.054667,38.412262,1.364872,8968.416992,0.012719,0.900398,0.004105,0.000000,222.763458,15.912048,8689.964844,0.099075,2.048949,3.433899,170.287582,0.035130,0.874357,0.000000,?,6.358277,6.885839,0.000000,0.000000,181.869614,53.305340,9.299919,8.995448,0.745803,3.305922,142.856979,1350.083618,69.718734,79.670608,5.259896,0.093343,-47.399010
2000,4,97,6,6.000000,0.158555,0.199406,0.209954,0.210405,0.162230,0.163710,0.154229,0.169678,0.185487,0.215917,0.243449,0.262169,0.273325,0.286754,0.289105,0.289945,0.292301,0.289254,0.302555,0.296047,0.298655,0.298514,0.294630,0.306262,0.311873,0.312132,0.312349,0.312448,0.229272,0.463910,1.006183,4.041450,9.632566,3.871971,0.830504,0.123945,0.024401,0.066171,0.000949,0.002041,0.000064,0.000097,0.100949,0.618875,0.805435,0.931491,1.050052,1.085100,0.827802,1.647847,2.493469,2.243469,0.044136,0.105029,0.200256,0.340758,0.772875,0.029935,0.000935,0.000000,19.245352,1.045496,1.492989,0.000935,43.940327,127.742096,246.615326,19.660604,0.629769,1.493456,0.000468,51.651772,95.685753,10.400000,2.533859,3.134661,1693.405826,1.469206,0.000000,0.254715,11.196640,0.000000,0.000452,-0.000010,-0.000085,201.600006,267.820465,76.471283,191.349243,10.236371,-0.007929,0.000000,19.309381,38.769863,1.529765,8969.037109,0.002988,0.923012,0.004202,0.000000,222.672684,16.140795,8689.920898,0.023487,0.872606,3.786726,188.610123,0.038566,0.132169,0.000000,?,6.350804,6.925665,0.000000,0.000000,182.617401,53.424828,9.306446,8.951671,0.947804,3.250601,142.682709,1350.074341,48.019959,79.167884,5.384879,0.087700,-48.474854
2000,4,98,7,6.000000,0.069256,0.161195,0.197670,0.205607,0.164416,0.163710,0.154229,0.169679,0.185487,0.215918,0.243449,0.262169,0.273325,0.286754,0.289104,0.289946,0.292306,0.289621,0.302466,0.295866,0.298538,0.298425,0.294592,0.306241,0.311855,0.312115,0.312333,0.312432,0.151554,0.526763,0.881632,3.017266,8.464006,3.620845,0.821564,0.124942,0.023910,0.065524,0.000924,0.001515,0.000063,0.000095,0.099298,0.589787,0.747672,0.787727,0.645550,1.084725,0.827695,1.647785,2.492911,2.242458,0.052157,0.099299,0.217304,0.385624,0.772022,0.028170,0.000627,0.000000,16.662067,1.036402,1.554576,0.000627,42.838100,127.742249,246.615356,17.072849,0.625158,1.554890,0.000314,50.549572,95.685898,0.000000,0.980227,2.009038,1692.220036,1.102075,0.000000,0.083627,4.080415,0.000000,0.000147,-0.000003,-0.000026,201.600006,268.922638,77.573357,191.349335,10.236518,-0.007932,0.000000,19.393009,35.534588,1.591066,8968.681641,0.000980,0.930631,0.004234,0.000000,222.670135,18.977686,8689.908203,0.007715,0.328615,5.791604,271.862518,0.054416,0.249687,0.000000,?,2.561223,6.637043,0.000000,0.000000,182.898926,53.470669,9.308242,7.398551,1.011725,3.546029,142.647049,1350.071411,36.687240,68.638777,5.326897,0.085936,-48.474964
2000,4,103,12,6.000000,0.060058,0.074088,0.165639,0.192640,0.168329,0.163712,0.154232,0.169684,0.185486,0.215918,0.243448,0.262170,0.273325,0.286755,0.289103,0.289947,0.292333,0.291308,0.302037,0.295155,0.297979,0.297956,0.294393,0.306127,0.311763,0.312031,0.312253,0.312354,0.166588,0.288483,0.881910,1.556293,4.918144,2.786854,0.784710,0.128209,0.019766,0.061603,0.000930,0.000335,0.000061,0.000097,0.090717,0.492391,0.566590,0.411712,0.133363,1.080406,0.827212,1.647345,2.490319,2.237510,0.062799,0.095954,0.198194,0.452737,0.732130,0.010399,0.000000,0.000000,10.598272,0.994753,1.552213,0.000000,41.055481,127.742996,246.615479,10.990627,0.601933,1.552213,0.000000,48.767075,95.686607,0.000000,0.002476,2.646715,1690.026394,1.781875,0.000000,0.408864,18.431087,0.000000,0.000735,-0.000015,-0.000130,201.600006,270.707428,79.355240,191.352219,10.237252,-0.007946,0.000000,19.801872,28.222918,1.587182,8961.202148,0.004783,0.960299,0.004394,0.000000,222.364166,19.220634,8689.808594,0.037762,1.250213,5.702962,269.272614,0.053878,0.902183,0.000000,?,4.277364,6.575824,0.000000,0.000000,183.976135,53.673279,9.303385,4.532655,1.053727,3.448097,142.176331,1350.026733,20.196915,38.956571,5.087859,0.071042,-48.477989
2000,4,104,13,7.000000,0.261090,0.261059,0.260338,0.252059,0.184647,0.163714,0.154232,0.169685,0.185486,0.215919,0.243448,0.262170,0.273325,0.286755,0.289103,0.289948,0.292340,0.291620,0.301961,0.295038,0.297873,0.297862,0.294352,0.306104,0.311745,0.312014,0.312237,0.312339,0.095830,0.260400,0.654190,1.928128,5.188444,2.793690,0.786349,0.128844,0.018905,0.060811,0.000915,0.000336,0.000062,0.000097,0.089782,0.490481,0.564754,0.410535,0.135359,1.079470,0.827140,1.647269,2.489856,2.236546,0.044509,0.107307,0.227639,0.493834,0.770271,0.008489,0.000000,0.000000,10.920682,0.995367,1.652049,0.000000,49.425095,127.743149,246.615494,11.313857,0.601735,1.652049,0.000000,57.136715,95.686745,8.800000,0.000500,0.240212,1698.316027,0.430209,0.000000,0.079969,1.535745,0.000000,0.000147,-0.000003,-0.000026,8.800000,0.430392,0.430209,0.000183,0.000147,-0.000003,0.000000,0.079969,28.536242,1.686895,8961.764648,0.000934,0.004973,0.000031,0.000000,222.489059,19.249599,8689.804688,0.007423,0.378120,5.329335,252.056580,0.050574,0.000000,0.000000,?,4.269895,6.563764,0.000000,0.000000,184.302322,53.731323,9.302364,4.668029,1.130046,3.415195,142.229691,1350.031494,19.123778,37.465703,5.098470,0.067948,-0.000172
