Summary_file = 4L97-142.sum
Title = 4 Years Lucerne Harvested 1997 plots
       day      year     month day_of_month          event           rain           W_ep           L_ep           C_ep           P_ep        weed_ep         sw_dep             es         runoff          drain         Transp             ET              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)             sw(11)             sw(12)             sw(13)             sw(14)             sw(15)             sw(16)             sw(17)             sw(18)             sw(19)             sw(20)             sw(21)             sw(22)             sw(23)             sw(24)             sw(25)             sw(26)             sw(27)      drain_120      drain_180       cum_rain         cum_es          cum_T         cum_ET   sw_dep_10120  sw_dep_120180   sw_dep_10180    sw_dep_0180  sw_dep_180300        nit_020    nit_020_100  cum_n_min_020      fom_n_020     biom_n_020      hum_n_020        nit_tot         biom_n          fom_n          hum_n          no3()          nh4()           urea      dlt_n_min      residue_n     residue_wt  residue_cover      W_topbiom     W_dleaf_wt       W_rootwt       W_leafwt       W_stemwt      W_grainwt   W_stage  W_antdat  W_matdat           W_rlv(1)           W_rlv(2)           W_rlv(3)           W_rlv(4)           W_rlv(5)           W_rlv(6)           W_rlv(7)           W_rlv(8)           W_rlv(9)          W_rlv(10)          W_rlv(11)          W_rlv(12)          W_rlv(13)          W_rlv(14)          W_lai      W_WatStrF      W_NitStrF       W_GrainN        W_TopsN        C_grain         C_biom        C_gbiom          C_lai           C_rlv(1)           C_rlv(2)           C_rlv(3)           C_rlv(4)           C_rlv(5)           C_rlv(6)           C_rlv(7)           C_rlv(8)           C_rlv(9)          C_rlv(10)          C_rlv(11)          C_rlv(12)          C_rlv(13)          C_rlv(14)    C_biomass_n      C_grain_n    C_rootdepth   C_swdefphoto   C_nfactphoto          L_lai      L_biomass     L_gbiomass           L_rlv(1)           L_rlv(2)           L_rlv(3)           L_rlv(4)           L_rlv(5)           L_rlv(6)           L_rlv(7)           L_rlv(8)           L_rlv(9)          L_rlv(10)          L_rlv(11)          L_rlv(12)          L_rlv(13)          L_rlv(14)          L_rlv(15)          L_rlv(16)          L_rlv(17)          L_rlv(18)          L_rlv(19)          L_rlv(20)          L_rlv(21)          L_rlv(22)          L_rlv(23)          L_rlv(24)          L_rlv(25)          L_rlv(26)          L_rlv(27)    L_biomass_n        L_stage    L_rootdepth   L_swdefphoto   L_nfactphoto      L_n_fixed     L_cover_gr    L_cover_tot        P_grain         P_biom        P_gbiom          P_lai           P_rlv(1)           P_rlv(2)           P_rlv(3)           P_rlv(4)           P_rlv(5)           P_rlv(6)           P_rlv(7)           P_rlv(8)           P_rlv(9)          P_rlv(10)          P_rlv(11)          P_rlv(12)          P_rlv(13)          P_rlv(14)    P_biomass_n      P_grain_n    P_rootdepth   P_swdefphoto   P_nfactphoto      P_n_fixed          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          no3ppm(7)          no3ppm(8)          no3ppm(9)         no3ppm(10)         no3ppm(11)         no3ppm(12)         no3ppm(13)         no3ppm(14)         no3ppm(15)         no3ppm(16)         no3ppm(17)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)          nh4ppm(7)          nh4ppm(8)          nh4ppm(9)         nh4ppm(10)         nh4ppm(11)         nh4ppm(12)         nh4ppm(13)         nh4ppm(14)         nh4ppm(15)         nh4ppm(16)         nh4ppm(17)        Weed_rlv(1)        Weed_rlv(2)        Weed_rlv(3)        Weed_rlv(4)        Weed_rlv(5)        Weed_rlv(6)   Weed_biomass  weed_gbiomass       weed_lai weed_biomass_n cumnetdrain180    netdrain180      period_sw   period_drain
     (day)    (year)   (month)        (day)             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (?)             ()            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()            (?)             ()             ()             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        ()     (doy)     (doy)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m2)        (g/m^2)         (g/m2)         (g/m2)      (m^2/m^2)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)        (g/m^2)           (mm)             ()             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)             ()           (mm)             ()             ()        (g/m^2)             ()             ()        (g/m^2)         (g/m2)         (g/m2)      (m^2/m^2)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)        (g/m^2)           (mm)             ()             ()        (g/m^2)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)         (g/m2)         (g/m2)      (m^2/m^2)        (g/m^2)             ()             ()             ()             ()
        98      1997         4            8          0.000          5.000          0.000          3.010          0.000          0.000          0.000       1091.925          5.092          0.000          0.000              ?          8.547              0.030              0.042              0.053              0.130              0.150              0.160              0.180              0.220              0.222              0.227              0.206              0.194              0.221              0.230              0.223              0.222              0.221              0.221              0.222              0.228              0.262              0.277              0.285              0.290              0.290              0.290              0.290         -0.074          0.617         81.000         60.435         49.201        109.636        164.417        131.019        295.436        298.441        262.395         51.728              ?         31.090         25.867        219.847       2398.862       9874.835        331.932         91.727       9382.485         62.020          6.671          0.000          3.426         48.609       1668.398          0.284          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.151          0.600          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             20.861              9.266              2.834              0.452              0.208              0.149              0.100              0.060              0.091              0.226              0.196              0.155              0.135              0.117              0.079              0.135              0.158              3.181              0.345              0.198              0.083              0.032              0.019              0.011              0.005              0.005              0.013              0.012              0.011              0.004              0.002              0.003              0.002              0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -8.015         -0.630        303.670          0.000
       113      1997         4           23          0.000          0.200          0.000          0.000          0.000          0.000          0.000       1091.856          0.269          0.000          0.000              ?          0.275              0.030              0.042              0.052              0.130              0.150              0.160              0.180              0.220              0.222              0.226              0.207              0.195              0.220              0.230              0.224              0.222              0.221              0.221              0.222              0.229              0.261              0.277              0.285              0.290              0.290              0.290              0.290         -0.074          0.679         81.200         60.710         49.201        109.911        164.348        130.952        295.300        298.305        262.448         53.687              ?         32.911         23.317        220.908       2398.676       9875.059        336.171         83.765       9382.517         66.514          6.093          0.000          3.839         48.386       1660.738          0.283          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             22.002              9.910              2.936              0.479              0.218              0.155              0.104              0.062              0.095              0.268              0.236              0.190              0.137              0.118              0.086              0.138              0.159              2.617              0.371              0.242              0.077              0.031              0.019              0.011              0.006              0.006              0.014              0.014              0.013              0.005              0.003              0.005              0.003              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -7.954          0.061        298.305       -145.231
       121      1997         5            1          0.000          0.000          0.000          0.000          0.000          0.000          0.000       1091.819          0.037          0.000          0.000              ?          0.040              0.030              0.041              0.052              0.130              0.150              0.160              0.180              0.220              0.222              0.226              0.207              0.196              0.220              0.230              0.223              0.222              0.221              0.221              0.222              0.229              0.261              0.277              0.285              0.290              0.290              0.290              0.290         -0.074          0.711         81.200         60.750         49.201        109.951        164.312        130.917        295.229        298.234        262.475         54.675              ?         33.868         22.130        221.253       2398.563       9875.058        337.779         80.199       9382.499         68.857          5.722          0.000          1.973         48.386       1660.738          0.283          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             22.544             10.253              2.992              0.492              0.224              0.159              0.106              0.063              0.098              0.290              0.258              0.210              0.138              0.119              0.091              0.140              0.160              2.364              0.369              0.256              0.075              0.030              0.019              0.011              0.006              0.006              0.013              0.013              0.013              0.006              0.003              0.005              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -7.923          0.032        298.305          0.000
       136      1997         5           16          0.000         33.000          0.000          0.000          0.000          0.000          0.000       1104.339         20.480          0.000          0.000              ?         19.738              0.057              0.130              0.061              0.130              0.150              0.160              0.180              0.220              0.222              0.225              0.207              0.196              0.220              0.230              0.223              0.222              0.221              0.221              0.223              0.230              0.261              0.276              0.285              0.290              0.290              0.290              0.290         -0.074          0.771        114.200         81.230         49.201        130.431        174.102        130.852        304.954        310.689        262.527         63.820              ?         41.094         18.785        224.965       2398.319       9886.242        343.317         73.051       9382.413         80.145          7.314          0.000          9.044         37.202       1276.871          0.225          0.000          0.000          0.000          0.000          0.000          0.000         7         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.267          0.267          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             20.060             17.082              4.347              0.517              0.234              0.165              0.109              0.065              0.103              0.324              0.293              0.245              0.140              0.120              0.099              0.144              0.162              3.186              0.680              0.206              0.067              0.028              0.017              0.011              0.006              0.006              0.012              0.013              0.013              0.006              0.004              0.005              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -7.858          0.065        298.305          0.000
       149      1997         5           29          0.000         39.200          0.058          0.000          0.000          0.000          0.000       1125.814         17.667          0.000          0.000              ?         17.497              0.165              0.184              0.114              0.130              0.150              0.160              0.180              0.220              0.222              0.225              0.207              0.196              0.220              0.230              0.223              0.222              0.221              0.221              0.223              0.231              0.261              0.276              0.285              0.290              0.290              0.290              0.290         -0.074          0.823        153.400         98.898         49.142        148.040        184.792        130.797        315.589        332.108        262.570         64.403              ?         47.390         16.477        228.595       2398.137       9897.378        348.937         66.466       9382.326         90.686          8.962          0.000          8.491         25.883        888.372          0.163          1.340          0.000          1.397          0.853          0.487          0.000        11         0         0              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.015          1.000          1.000          0.000          0.076          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             17.013             19.383             10.248              0.535              0.242              0.170              0.113              0.067              0.107              0.347              0.319              0.271              0.142              0.121              0.106              0.148              0.163              4.027              0.767              0.385              0.059              0.025              0.016              0.010              0.006              0.006              0.011              0.013              0.013              0.006              0.004              0.005              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -7.686          0.165        298.305          0.000
       150      1997         5           30          0.000          3.600          0.006          0.000          0.000          0.000          0.000       1127.727          1.680          0.000          0.000              ?          0.859              0.175              0.188              0.120              0.130              0.150              0.160              0.180              0.220              0.222              0.225              0.207              0.196              0.220              0.230              0.223              0.222              0.221              0.221              0.223              0.231              0.261              0.276              0.285              0.290              0.290              0.290              0.290         -0.074          0.827        157.000        100.578         49.136        149.714        185.727        130.793        316.520        334.017        262.573         63.899              ?         47.755         16.358        228.496       2398.106       9897.517        348.978         66.023       9382.302         91.317          8.898          0.000          0.543         25.708        882.367          0.162          1.406          0.000          1.417          0.896          0.511          0.000        11         0         0              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.015          1.000          1.000          0.000          0.079          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             16.508             19.593             10.805              0.537              0.242              0.170              0.113              0.067              0.107              0.348              0.321              0.273              0.142              0.121              0.106              0.148              0.163              3.964              0.770              0.402              0.058              0.024              0.016              0.010              0.006              0.006              0.011              0.013              0.013              0.006              0.004              0.005              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -7.669          0.010        334.017       -150.310
       165      1997         6           14          0.000         19.200          0.182          0.000          0.000          0.000          0.000       1128.642         18.104          0.000          0.000              ?         18.430              0.181              0.175              0.135              0.130              0.150              0.160              0.180              0.220              0.222              0.225              0.207              0.197              0.220              0.230              0.223              0.222              0.221              0.221              0.223              0.231              0.260              0.276              0.285              0.290              0.290              0.290              0.290         -0.074          0.887        176.200        118.684         48.955        167.639        186.066        130.729        316.795        334.868        262.623         65.885              ?         51.978         14.927        228.337       2397.789       9900.224        350.349         60.595       9382.047         98.995          8.238          0.000          6.627         22.181        761.331          0.141          3.173          0.000          1.998          2.044          1.129          0.000        20         0         0              0.002              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.044          1.000          1.000          0.000          0.154          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             19.457             18.601             12.844              0.585              0.250              0.175              0.116              0.069              0.112              0.369              0.346              0.299              0.144              0.123              0.113              0.153              0.165              3.394              0.791              0.536              0.048              0.021              0.014              0.009              0.005              0.005              0.011              0.012              0.013              0.006              0.004              0.005              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -7.245          0.418        334.017          0.000
       168      1997         6           17          0.000          1.000          0.083          0.000          0.000          0.000          0.000       1124.512          5.046          0.000          0.000              ?          4.472              0.141              0.171              0.138              0.131              0.150              0.160              0.180              0.220              0.222              0.225              0.207              0.197              0.220              0.230              0.223              0.222              0.221              0.221              0.223              0.231              0.260              0.276              0.285              0.290              0.290              0.290              0.290         -0.074          0.899        177.200        123.731         48.872        172.603        185.915        130.717        316.632        330.726        262.633         65.869              ?         52.726         14.714        228.206       2397.730       9900.327        350.419         59.744       9381.998         99.921          8.241          0.000          1.174         21.655        743.277          0.138          3.911          0.000          2.262          2.524          1.387          0.000        20         0         0              0.002              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.057          1.000          1.000          0.000          0.192          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             19.950             18.139             13.220              0.611              0.251              0.176              0.116              0.070              0.112              0.373              0.350              0.304              0.144              0.123              0.115              0.153              0.165              3.390              0.793              0.547              0.046              0.020              0.013              0.009              0.005              0.005              0.011              0.012              0.013              0.006              0.004              0.005              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -7.067          0.121        330.726       -113.996
       182      1997         7            1          0.000          4.400          0.962          0.000          0.000          0.000          0.000       1111.856         16.094          0.000          0.000              ?         15.755              0.041              0.140              0.141              0.132              0.150              0.160              0.180              0.220              0.222              0.224              0.207              0.197              0.220              0.230              0.223              0.222              0.221              0.221              0.223              0.232              0.260              0.276              0.284              0.290              0.290              0.290              0.290         -0.074          0.955        181.600        139.826         47.909        187.735        183.261        130.659        313.920        318.012        262.679         66.181              ?         56.104         13.642        227.252       2397.400       9898.768        350.268         55.731       9381.698        103.872          7.199          0.000          5.485         20.103        690.001          0.129         11.447          0.000          5.050          7.422          4.025          0.000        21         0         0              0.002              0.002              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.190          1.000          1.000          0.000          0.470          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             23.972             15.267             13.896              0.778              0.257              0.180              0.119              0.071              0.116              0.390              0.372              0.327              0.146              0.124              0.121              0.157              0.167              2.700              0.791              0.574              0.036              0.017              0.012              0.008              0.005              0.004              0.011              0.012              0.013              0.006              0.004              0.005              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -5.085          1.782        318.012       -115.305
       197      1997         7           16          0.000          5.400          1.718          0.000          0.000          0.000          0.000       1110.336          5.202          0.000          0.000              ?          4.042              0.056              0.116              0.133              0.133              0.150              0.160              0.180              0.220              0.222              0.224              0.207              0.197              0.220              0.230              0.223              0.222              0.221              0.221              0.223              0.232              0.260              0.275              0.284              0.290              0.290              0.290              0.290         -0.074          1.015        187.000        145.027         46.193        191.220        180.205        130.596        310.801        316.429        262.729         64.442              ?         57.395         12.817        227.023       2397.162       9893.808        350.465         52.461       9381.484        103.647          5.750          0.000          3.289         20.102        689.942          0.129         25.977          0.010         10.287         16.857          9.110          0.000        21         0         0              0.002              0.005              0.004              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.447          1.000          0.836          0.000          0.909          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             26.524             12.718             13.168              0.886              0.263              0.184              0.122              0.073              0.119              0.406              0.392              0.349              0.148              0.126              0.127              0.161              0.169              1.758              0.790              0.583              0.028              0.015              0.010              0.007              0.004              0.004              0.010              0.012              0.013              0.006              0.004              0.004              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -1.587          3.719        318.012          0.000
       199      1997         7           18          0.000          1.800          0.215          0.000          0.000          0.000          0.000       1109.748          2.173          0.000          0.000              ?          1.328              0.053              0.114              0.132              0.133              0.150              0.160              0.180              0.220              0.222              0.224              0.207              0.197              0.220              0.230              0.223              0.222              0.221              0.221              0.223              0.232              0.260              0.275              0.284              0.290              0.290              0.290              0.290         -0.074          1.023        188.800        147.199         45.978        193.177        179.912        130.588        310.500        315.834        262.734         64.011              ?         57.604         12.752        226.904       2397.136       9892.861        350.368         52.157       9381.462        103.140          5.733          0.000          0.422         20.102        689.942          0.129         28.121          0.021         11.040         18.239          9.861          0.000        21         0         0              0.002              0.005              0.004              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.483          1.000          0.790          0.000          0.992          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             26.515             12.469             13.027              0.891              0.263              0.184              0.122              0.073              0.119              0.407              0.395              0.352              0.148              0.126              0.127              0.162              0.169              1.749              0.791              0.585              0.027              0.015              0.010              0.007              0.004              0.004              0.010              0.012              0.013              0.005              0.004              0.004              0.003              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -1.149          0.270        315.834       -124.083
