ApsimVersion = 6.1
Title = Ponding Simulation
           Date     pond_depth     irrigation           wagt
    18/Feb/1990          0.000          0.000            0.0
    19/Feb/1990          0.000          0.000            0.0
    20/Feb/1990          0.000          0.000            0.0
    21/Feb/1990          0.000          0.000            0.0
    22/Feb/1990          0.000          0.000            0.0
    23/Feb/1990          0.000          0.000            0.0
    24/Feb/1990          0.000          0.000            0.0
    25/Feb/1990          0.000          0.000            0.0
    26/Feb/1990          0.000          0.000            0.0
    27/Feb/1990          0.000          0.000            0.0
    28/Feb/1990          0.000          0.000            0.0
    01/Mar/1990          0.000          0.000            0.0
    02/Mar/1990          0.000          0.000            0.0
    03/Mar/1990          0.000          0.000            0.0
    04/Mar/1990          0.000          0.000            0.0
    05/Mar/1990          0.000          0.000            0.0
    06/Mar/1990          0.000          0.000            0.0
    07/Mar/1990          0.000          0.000            0.0
    08/Mar/1990          0.000          0.000            0.0
    09/Mar/1990          0.000          0.000            0.0
    10/Mar/1990          0.000          0.000            0.0
    11/Mar/1990          0.000          0.000            0.0
    12/Mar/1990          0.000          0.000            0.0
    13/Mar/1990          0.000          0.000            0.0
    14/Mar/1990          0.000          0.000            0.0
    15/Mar/1990          0.000          0.000            0.0
    16/Mar/1990          0.000          0.000            0.0
    17/Mar/1990          0.000          0.000            0.0
    18/Mar/1990          0.000          0.000            0.0
    19/Mar/1990          0.000          0.000            0.0
    20/Mar/1990          0.000          0.000            0.0
    21/Mar/1990          0.000          0.000            0.0
    22/Mar/1990          0.000          0.000            0.0
    23/Mar/1990          0.000          0.000            0.0
    24/Mar/1990          0.000          0.000            0.0
    25/Mar/1990          0.000          0.000            0.0
    26/Mar/1990          0.000          0.000            0.0
    27/Mar/1990          0.000          0.000            0.0
    28/Mar/1990          0.000          0.000            0.0
    29/Mar/1990          0.000          0.000            0.0
    30/Mar/1990          0.000          0.000            0.0
    31/Mar/1990          0.000          0.000            0.0
    01/Apr/1990          0.000          0.000            0.0
    02/Apr/1990          0.000          0.000            0.0
    03/Apr/1990          0.000          0.000            0.0
    04/Apr/1990          0.000          0.000            0.0
    05/Apr/1990          0.000          0.000            0.0
    06/Apr/1990          0.000          0.000            0.0
    07/Apr/1990          0.000          0.000            0.0
    08/Apr/1990          0.000          0.000            0.0
    09/Apr/1990          0.000          0.000            0.0
    10/Apr/1990          0.000          0.000            0.0
    11/Apr/1990          0.000          0.000            0.0
    12/Apr/1990          0.000          0.000            0.0
    13/Apr/1990          0.000          0.000            0.0
    14/Apr/1990          0.000          0.000            0.0
    15/Apr/1990          0.000          0.000            0.0
    16/Apr/1990          0.000          0.000            0.0
    17/Apr/1990          0.000          0.000            0.0
    18/Apr/1990          0.000          0.000            0.0
    19/Apr/1990          0.000          0.000            0.0
    20/Apr/1990          0.000          0.000            0.0
    21/Apr/1990          0.000          0.000            0.0
    22/Apr/1990          0.000          0.000            0.0
    23/Apr/1990          0.000          0.000            0.0
    24/Apr/1990          0.000          0.000            0.0
    25/Apr/1990          0.000          0.000            0.0
    26/Apr/1990          0.000          0.000            0.0
    27/Apr/1990          0.000          0.000            0.0
    28/Apr/1990          0.000          0.000            0.0
    29/Apr/1990          0.000          0.000            0.0
    30/Apr/1990          0.000          0.000            0.0
    01/May/1990          0.000          0.000            0.0
    02/May/1990          0.000          0.000            0.0
    03/May/1990          0.000          0.000            0.0
    04/May/1990          0.000          0.000            0.0
    05/May/1990          0.000          0.000            0.0
    06/May/1990          0.000          0.000            0.0
    07/May/1990          0.000          0.000            0.0
    08/May/1990          0.000          0.000            0.0
    09/May/1990          0.000          0.000            0.0
    10/May/1990          0.000          0.000            0.0
    11/May/1990          0.000          0.000            0.0
    12/May/1990          0.000          0.000            0.0
    13/May/1990          0.000          0.000            0.0
    14/May/1990          0.000          0.000            0.0
    15/May/1990          0.000          0.000            0.0
    16/May/1990          0.000          0.000            0.0
    17/May/1990          0.000          0.000            0.0
    18/May/1990          0.000          0.000            0.0
    19/May/1990          0.000          0.000            0.0
    20/May/1990          0.000          0.000            0.0
    21/May/1990          0.000          0.000            0.0
    22/May/1990          0.000          0.000            0.0
    23/May/1990          0.000          0.000            0.0
    24/May/1990          0.000          0.000            0.0
    25/May/1990          0.000          0.000            0.0
    26/May/1990          0.000          0.000            0.0
    27/May/1990          0.000          0.000            0.0
    28/May/1990          0.000          0.000            0.0
    29/May/1990          0.000          0.000            0.0
    30/May/1990          0.000          0.000            0.0
    31/May/1990          0.000          0.000            0.0
    01/Jun/1990          0.000          0.000            0.0
    02/Jun/1990          0.000          0.000            0.0
    03/Jun/1990          0.000          0.000            0.0
    04/Jun/1990          0.000          0.000            0.0
    05/Jun/1990          0.000          0.000            0.0
    06/Jun/1990          0.000          0.000            0.0
    07/Jun/1990          0.000          0.000            0.0
    08/Jun/1990          0.000          0.000            0.0
    09/Jun/1990          0.000          0.000            0.0
    10/Jun/1990          0.000          0.000            0.0
    11/Jun/1990          0.000          0.000            0.0
    12/Jun/1990          0.000          0.000            0.0
    13/Jun/1990          0.000          0.000            0.0
    14/Jun/1990          0.000          0.000            0.0
    15/Jun/1990          0.000          0.000            0.0
    16/Jun/1990          0.000          0.000            0.0
    17/Jun/1990          0.000          0.000            0.0
    18/Jun/1990          0.000          0.000            0.0
    19/Jun/1990          0.000          0.000            0.0
    20/Jun/1990          0.000          0.000            0.0
    21/Jun/1990          0.000          0.000            0.0
    22/Jun/1990          0.000          0.000            0.0
    23/Jun/1990          0.000          0.000            0.0
    24/Jun/1990          0.000          0.000            0.0
    25/Jun/1990          0.000          0.000            0.0
    26/Jun/1990          0.000          0.000            0.0
    27/Jun/1990          0.000          0.000            0.0
    28/Jun/1990          0.000          0.000            0.0
    29/Jun/1990          0.000          0.000            0.0
    30/Jun/1990          0.000          0.000            0.0
    01/Jul/1990          0.000          0.000            0.0
    02/Jul/1990          0.000          0.000            0.0
    03/Jul/1990          0.000          0.000            0.0
    04/Jul/1990          0.000          0.000            0.0
    05/Jul/1990          0.000          0.000            0.0
    06/Jul/1990          0.000          0.000            0.0
    07/Jul/1990          0.000          0.000            0.0
    08/Jul/1990          0.000          0.000            0.0
    09/Jul/1990          0.000          0.000            0.0
    10/Jul/1990          0.000          0.000            0.0
    11/Jul/1990          0.000          0.000            0.0
    12/Jul/1990          0.000          0.000            0.0
    13/Jul/1990          0.000          0.000            0.0
    14/Jul/1990          0.000          0.000            0.0
    15/Jul/1990          0.000          0.000            0.0
    16/Jul/1990          0.000          0.000            0.0
    17/Jul/1990          0.000          0.000            0.0
    18/Jul/1990          0.000          0.000            0.0
    19/Jul/1990          0.000          0.000            0.0
    20/Jul/1990          0.000          0.000            0.0
    21/Jul/1990          0.000          0.000            0.0
    22/Jul/1990          0.000          0.000            0.0
    23/Jul/1990          0.000          0.000            0.0
    24/Jul/1990          0.000          0.000            0.0
    25/Jul/1990          0.000          0.000            0.0
    26/Jul/1990          0.000          0.000            0.0
    27/Jul/1990          0.000          0.000            0.0
    28/Jul/1990          0.000          0.000            0.0
    29/Jul/1990          0.000          0.000            0.0
    30/Jul/1990          0.000          0.000            0.0
    31/Jul/1990          0.000          0.000            0.0
    01/Aug/1990          0.000          0.000            0.0
    02/Aug/1990          0.000          0.000            0.0
    03/Aug/1990          0.000          0.000            0.0
    04/Aug/1990          0.000          0.000            0.0
    05/Aug/1990          0.000          0.000            0.0
    06/Aug/1990          0.000          0.000            0.0
    07/Aug/1990          0.000          0.000            0.0
    08/Aug/1990          0.000          0.000            0.0
    09/Aug/1990          0.000          0.000            0.0
    10/Aug/1990          0.000          0.000            0.0
    11/Aug/1990          0.000          0.000            0.0
    12/Aug/1990          0.000          0.000            0.0
    13/Aug/1990          0.000          0.000            0.0
    14/Aug/1990          0.000          0.000            0.0
    15/Aug/1990          0.000          0.000            0.0
    16/Aug/1990          0.000          0.000            0.0
    17/Aug/1990          0.000          0.000            0.0
    18/Aug/1990          0.000          0.000            0.0
    19/Aug/1990          0.000          0.000            0.0
    20/Aug/1990          0.000          0.000            0.0
    21/Aug/1990          0.000          0.000            0.0
    22/Aug/1990          0.000          0.000            0.0
    23/Aug/1990          0.000          0.000            0.0
    24/Aug/1990          0.000          0.000            0.0
    25/Aug/1990          0.000          0.000            0.0
    26/Aug/1990          0.000          0.000            0.0
    27/Aug/1990          0.000          0.000            0.0
    28/Aug/1990          0.000          0.000            0.0
    29/Aug/1990          0.000          0.000            0.0
    30/Aug/1990          0.000          0.000            0.0
    31/Aug/1990          0.000          0.000            0.0
    01/Sep/1990          0.000          0.000            0.0
    02/Sep/1990          0.000          0.000            0.0
    03/Sep/1990          0.000          0.000            0.0
    04/Sep/1990          0.000          0.000            0.0
    05/Sep/1990          0.000          0.000            0.0
    06/Sep/1990          0.000          0.000            0.0
    07/Sep/1990          0.000          0.000            0.0
    08/Sep/1990          0.000          0.000            0.0
    09/Sep/1990          0.000          0.000            0.0
    10/Sep/1990          0.000          0.000            0.0
    11/Sep/1990          0.000          0.000            0.0
    12/Sep/1990          0.000          0.000            0.0
    13/Sep/1990          0.000          0.000            0.0
    14/Sep/1990          0.000          0.000            0.0
    15/Sep/1990          0.000          0.000            0.0
    16/Sep/1990          0.000          0.000            0.0
    17/Sep/1990          0.000          0.000            0.0
    18/Sep/1990          0.000          0.000            0.0
    19/Sep/1990          0.000          0.000            0.0
    20/Sep/1990          0.000          0.000            0.0
    21/Sep/1990          0.000          0.000            0.0
    22/Sep/1990          0.000          0.000            0.0
    23/Sep/1990          0.000          0.000            0.0
    24/Sep/1990          0.000          0.000            0.0
    25/Sep/1990          0.000          0.000            0.0
    26/Sep/1990          0.000          0.000            0.0
    27/Sep/1990          0.000          0.000            0.0
    28/Sep/1990          0.000          0.000            0.0
    29/Sep/1990          0.000          0.000            0.0
    30/Sep/1990          0.000          0.000            0.0
    01/Oct/1990          0.000          0.000            0.0
    02/Oct/1990          0.000          0.000            0.0
    03/Oct/1990          0.000          0.000            0.0
    04/Oct/1990          0.000          0.000            0.0
    05/Oct/1990          0.000          0.000            0.0
    06/Oct/1990          0.000          0.000            0.0
    07/Oct/1990          0.000          0.000            0.0
    08/Oct/1990          0.000          0.000            0.0
    09/Oct/1990          0.000          0.000            0.0
    10/Oct/1990          0.000          0.000            0.0
    11/Oct/1990          0.000          0.000            0.0
    12/Oct/1990          0.000          0.000            0.0
    13/Oct/1990          0.000          0.000            0.0
    14/Oct/1990          0.000          0.000            0.0
    15/Oct/1990          0.000          0.000            0.2
    16/Oct/1990          0.000         50.000            1.5
    17/Oct/1990          9.109         40.891            2.8
    18/Oct/1990         42.745          7.255            4.1
    19/Oct/1990         42.991          7.009            5.1
    20/Oct/1990         47.644          2.356            6.2
    21/Oct/1990         45.939          4.061            7.4
    22/Oct/1990         46.701          3.299            8.7
    23/Oct/1990         45.422          4.578           10.3
    24/Oct/1990         42.340          7.660           12.1
    25/Oct/1990         42.087          7.913           13.9
    26/Oct/1990         41.695          8.305           16.0
    27/Oct/1990         41.469          8.531           18.2
    28/Oct/1990         41.997          8.003           20.6
    29/Oct/1990         40.847          9.153           23.2
    30/Oct/1990         41.233          8.767           26.1
    31/Oct/1990         39.138         10.862           29.4
    01/Nov/1990         40.947          9.053           33.6
    02/Nov/1990         42.764          7.236           38.2
    03/Nov/1990         41.706          8.294           43.3
    04/Nov/1990         41.778          8.222           49.1
    05/Nov/1990         41.266          8.734           55.7
    06/Nov/1990         40.471          9.529           63.6
    07/Nov/1990         41.005          8.995           71.9
    08/Nov/1990         43.045          6.955           80.2
    09/Nov/1990         44.549          5.451           94.1
    10/Nov/1990         44.331          5.669          108.7
    11/Nov/1990         43.368          6.632          124.9
    12/Nov/1990         41.484          8.516          143.4
    13/Nov/1990         40.885          9.115          162.9
    14/Nov/1990         39.882         10.118          183.6
    15/Nov/1990         38.462         11.538          206.6
    16/Nov/1990         42.321          7.679          237.4
    17/Nov/1990         40.600          9.400          272.4
    18/Nov/1990         40.306          9.694          310.5
    19/Nov/1990         41.555          8.445          351.5
    20/Nov/1990         40.314          9.686          395.1
    21/Nov/1990         39.609         10.391          431.6
    22/Nov/1990         41.668          8.332          488.2
    23/Nov/1990         39.894         10.106          551.7
    24/Nov/1990         40.016          9.984          619.6
    25/Nov/1990         39.436         10.564          691.7
    26/Nov/1990         38.962         11.038          767.1
    27/Nov/1990         38.873         11.127          847.3
    28/Nov/1990         38.008         11.992          929.6
    29/Nov/1990         36.722         13.278         1015.7
    30/Nov/1990         35.884         14.116         1143.5
    01/Dec/1990         35.278         14.722         1309.9
    02/Dec/1990         37.120         12.880         1505.1
    03/Dec/1990         35.725         14.275         1711.9
    04/Dec/1990         35.313         14.687         1956.2
    05/Dec/1990         34.113         15.887         2210.4
    06/Dec/1990         31.292         18.708         2469.0
    07/Dec/1990         30.291         19.709         2699.7
    08/Dec/1990         31.128         18.872         3039.4
    09/Dec/1990         33.480         16.520         3401.3
    10/Dec/1990         35.141         14.859         3676.7
    11/Dec/1990         38.598         11.402         4085.6
    12/Dec/1990         40.783          9.217         4498.4
    13/Dec/1990         34.602         15.398         4922.4
    14/Dec/1990         33.721         16.279         5343.5
    15/Dec/1990         33.193         16.807         5750.8
    16/Dec/1990         32.952         17.048         6123.3
    17/Dec/1990         32.970         17.030         6388.2
    18/Dec/1990         33.325         16.675         6685.5
    19/Dec/1990         31.469         18.531         6890.2
    20/Dec/1990         34.037         15.963         7259.9
    21/Dec/1990         37.410         12.590         7656.7
    22/Dec/1990         31.791         18.209         7957.6
    23/Dec/1990         33.900         16.100         8373.8
    24/Dec/1990         35.266         14.734         8866.9
    25/Dec/1990         32.848         17.152         9320.0
    26/Dec/1990         32.671         17.329         9754.2
    27/Dec/1990         31.761         18.239        10020.3
    28/Dec/1990         32.870         17.130        10466.9
    29/Dec/1990         33.827         16.173        10897.3
    30/Dec/1990         32.073         17.927        11258.9
    31/Dec/1990         30.171         19.829        11567.4
    01/Jan/1991         29.102         20.898        11882.3
    02/Jan/1991         29.787         20.213        12200.7
    03/Jan/1991         28.149         21.851        12484.0
    04/Jan/1991         27.330         22.670        12781.0
    05/Jan/1991         26.577         23.423        13050.7
    06/Jan/1991         30.354         19.646        13556.4
    07/Jan/1991         44.429          5.571        14038.3
    08/Jan/1991         34.911         15.089        14512.8
    09/Jan/1991         33.356         16.644        14896.2
    10/Jan/1991         32.626         17.374        15207.9
    11/Jan/1991         32.266         17.734        15507.0
    12/Jan/1991         29.808         20.192        15791.4
    13/Jan/1991         29.007         20.993        16185.4
    14/Jan/1991         30.743         19.257        16487.0
    15/Jan/1991         30.272         19.728        16783.0
    16/Jan/1991         31.259         18.741        17243.1
    17/Jan/1991         32.372         17.628        17590.8
    18/Jan/1991         32.789         17.211        17974.0
    19/Jan/1991         33.276         16.724        18333.5
    20/Jan/1991         32.907         17.093        18635.7
    21/Jan/1991         32.981         17.019        18913.3
    22/Jan/1991         34.328         15.672        19181.8
    23/Jan/1991         36.353         13.647        19300.2
    24/Jan/1991         40.360          9.640        19492.3
    25/Jan/1991         42.977          7.023        19877.1
    26/Jan/1991         36.361         13.639        20294.5
    27/Jan/1991         33.015         16.985        20751.2
    28/Jan/1991         33.431         16.569        21209.6
    29/Jan/1991         33.410         16.590        21676.1
    30/Jan/1991         34.410         15.590        22142.4
    31/Jan/1991         34.280         15.720        22580.1
    01/Feb/1991         32.827         17.173        23043.5
    02/Feb/1991         32.624         17.376        23462.0
    03/Feb/1991         32.418         17.582        23826.4
    04/Feb/1991         30.177         19.823        24158.1
    05/Feb/1991         27.052         22.948        24465.2
    06/Feb/1991         26.126         23.874        24826.1
    07/Feb/1991         29.996         20.004        25217.2
    08/Feb/1991         32.978         17.022        25627.4
    09/Feb/1991         31.856         18.144        26038.5
    10/Feb/1991         31.428         18.572        26497.4
    11/Feb/1991         31.438         18.562        26957.1
    12/Feb/1991         33.349         16.651        27403.6
    13/Feb/1991         33.637         16.363        27817.7
    14/Feb/1991         32.013         17.987        28188.9
    15/Feb/1991         29.108         20.892        28548.1
    16/Feb/1991         32.876         17.124        29045.6
    17/Feb/1991         37.515         12.485        29526.5
    18/Feb/1991         34.858         15.142        29969.2
    19/Feb/1991         33.597         16.403        30380.9
    20/Feb/1991         32.456         17.544        30849.1
    21/Feb/1991         33.157         16.843        31275.3
    22/Feb/1991         34.023         15.977        31622.3
    23/Feb/1991         34.374         15.626        32037.2
    24/Feb/1991         34.984         15.016        32450.4
    25/Feb/1991         33.251         16.749        32822.0
    26/Feb/1991         31.572         18.428        33191.0
    27/Feb/1991         30.569         19.431        33605.3
    28/Feb/1991         33.088         16.912        33971.4
    01/Mar/1991         37.354         12.646        34444.1
    02/Mar/1991         37.920         12.080        34916.3
    03/Mar/1991         36.962         13.038        35360.1
    04/Mar/1991         36.561         13.439        35784.4
    05/Mar/1991         35.406         14.594        36161.4
    06/Mar/1991         34.513         15.487        36514.9
    07/Mar/1991         33.996         16.004        36809.1
    08/Mar/1991         34.068         15.932        37141.9
    09/Mar/1991         33.673         16.327        37457.2
    10/Mar/1991         35.171         14.829        37892.8
    11/Mar/1991         37.410         12.590        38313.0
    12/Mar/1991         37.084         12.916        38736.3
    13/Mar/1991         37.549         12.451        39134.8
    14/Mar/1991         37.430         12.570        39480.9
    15/Mar/1991         37.472         12.528        39835.8
    16/Mar/1991         37.368         12.632        40195.0
    17/Mar/1991         37.056         12.944        40544.0
    18/Mar/1991         37.272          0.000            0.0
    19/Mar/1991         24.917          0.000            0.0
    20/Mar/1991         18.361          0.000            0.0
    21/Mar/1991         11.171          0.000            0.0
    22/Mar/1991          5.206          0.000            0.0
    23/Mar/1991          0.000          0.000            0.0
    24/Mar/1991          0.000          0.000            0.0
    25/Mar/1991          0.000          0.000            0.0
    26/Mar/1991          0.000          0.000            0.0
    27/Mar/1991          0.000          0.000            0.0
    28/Mar/1991          0.000          0.000            0.0
    29/Mar/1991          0.000          0.000            0.0
    30/Mar/1991          0.000          0.000            0.0
    31/Mar/1991          0.000          0.000            0.0
    01/Apr/1991          0.000          0.000            0.0
    02/Apr/1991          0.000          0.000            0.0
    03/Apr/1991          0.000          0.000            0.0
    04/Apr/1991          0.000          0.000            0.0
    05/Apr/1991          0.000          0.000            0.0
    06/Apr/1991          0.000          0.000            0.0
    07/Apr/1991          0.000          0.000            0.0
    08/Apr/1991          0.000          0.000            0.0
    09/Apr/1991          0.000          0.000            0.0
    10/Apr/1991          0.000          0.000            0.0
    11/Apr/1991          0.000          0.000            0.0
    12/Apr/1991          0.000          0.000            0.0
    13/Apr/1991          0.000          0.000            0.0
    14/Apr/1991          0.000          0.000            0.0
    15/Apr/1991          0.000          0.000            0.0
    16/Apr/1991          0.000          0.000            0.0
    17/Apr/1991          0.000          0.000            0.0
    18/Apr/1991          0.000          0.000            0.0
    19/Apr/1991          0.000          0.000            0.0
    20/Apr/1991          0.000          0.000            0.0
    21/Apr/1991          0.000          0.000            0.0
    22/Apr/1991          0.000          0.000            0.0
    23/Apr/1991          0.000          0.000            0.0
    24/Apr/1991          0.000          0.000            0.0
    25/Apr/1991          0.000          0.000            0.0
    26/Apr/1991          0.000          0.000            0.0
    27/Apr/1991          0.000          0.000            0.0
    28/Apr/1991          0.000          0.000            0.0
    29/Apr/1991          0.000          0.000            0.0
    30/Apr/1991          0.000          0.000            0.0
    01/May/1991          0.000          0.000            0.0
    02/May/1991          0.000          0.000            0.0
    03/May/1991          0.000          0.000            0.0
    04/May/1991          0.000          0.000            0.0
    05/May/1991          0.000          0.000            0.0
    06/May/1991          0.000          0.000            0.0
    07/May/1991          0.000          0.000            0.0
    08/May/1991          0.000          0.000            0.0
    09/May/1991          0.000          0.000            0.0
    10/May/1991          0.000          0.000            0.0
    11/May/1991          0.000          0.000            0.0
    12/May/1991          0.000          0.000            0.0
    13/May/1991          0.000          0.000            0.0
    14/May/1991          0.000          0.000            0.0
    15/May/1991          0.000          0.000            0.0
    16/May/1991          0.000          0.000            0.0
    17/May/1991          0.000          0.000            0.0
    18/May/1991          0.000          0.000            0.0
    19/May/1991          0.000          0.000            0.0
    20/May/1991          0.000          0.000            0.0
    21/May/1991          0.000          0.000            0.0
    22/May/1991          0.000          0.000            0.0
    23/May/1991          0.000          0.000            0.0
    24/May/1991          0.000          0.000            0.0
    25/May/1991          0.000          0.000            0.0
    26/May/1991          0.000          0.000            0.0
    27/May/1991          0.000          0.000            0.0
    28/May/1991          0.000          0.000            0.0
    29/May/1991          0.000          0.000            0.0
    30/May/1991          0.000          0.000            0.0
    31/May/1991          0.000          0.000            0.0
    01/Jun/1991          0.000          0.000            0.0
    02/Jun/1991          0.000          0.000            0.0
    03/Jun/1991          0.000          0.000            0.0
    04/Jun/1991          0.000          0.000            0.0
    05/Jun/1991          0.000          0.000            0.0
    06/Jun/1991          0.000          0.000            0.0
    07/Jun/1991          0.000          0.000            0.0
    08/Jun/1991          0.000          0.000            0.0
    09/Jun/1991          0.000          0.000            0.0
    10/Jun/1991          0.000          0.000            0.0
    11/Jun/1991          0.000          0.000            0.0
    12/Jun/1991          0.000          0.000            0.0
    13/Jun/1991          1.928          0.000            0.0
    14/Jun/1991          0.000          0.000            0.0
    15/Jun/1991          0.000          0.000            0.0
    16/Jun/1991          0.000          0.000            0.0
    17/Jun/1991          0.000          0.000            0.0
    18/Jun/1991          0.000          0.000            0.0
    19/Jun/1991          0.000          0.000            0.0
    20/Jun/1991          0.000          0.000            0.0
    21/Jun/1991          0.000          0.000            0.0
    22/Jun/1991          0.000          0.000            0.0
    23/Jun/1991          0.000          0.000            0.0
    24/Jun/1991          0.000          0.000            0.0
    25/Jun/1991          0.000          0.000            0.0
    26/Jun/1991          0.000          0.000            0.0
    27/Jun/1991          0.000          0.000            0.0
    28/Jun/1991          0.000          0.000            0.0
    29/Jun/1991          0.000          0.000            0.0
    30/Jun/1991          0.000          0.000            0.0
