ApsimVersion = 6.1
Title = navybean Sample Simulation
            day           year            lai        biomass  green_biomass        GreenWt        GreenWt         GreenP         GreenP        p_sen()          p_sen       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP      podGreenP         head_p      SenescedP       p_dead()    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)            (?)            (?)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)            (?)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
             45           1989          0.844         2602.8         1952.5         270.11         270.11           0.51           0.51              ?              ?           0.26          0.265          1.000           0.530          1.000           0.50            0.41           0.25           0.04           0.08           0.10           0.04           0.29           0.09              ?           0.01            0.00           0.00              ?          0.143          0.154          0.127           0.318           0.169           0.00            0.0
             46           1989          0.750         2627.8         1946.4         269.34         269.34           0.51           0.51              ?              ?           0.26          0.265          1.000           0.530          1.000           0.51            0.42           0.25           0.04           0.08           0.10           0.05           0.30           0.09              ?           0.01            0.00           0.00              ?          0.143          0.154          0.127           0.315           0.164           0.00            0.0
             47           1989          0.656         2650.6         1938.0         268.33         268.33           0.51           0.51              ?              ?           0.26          0.266          1.000           0.531          1.000           0.51            0.42           0.26           0.03           0.08           0.10           0.05           0.31           0.10              ?           0.01            0.00           0.00              ?          0.143          0.154          0.127           0.312           0.159           0.00            0.0
             48           1989          0.571         2670.0         1929.4         267.26         267.26           0.52           0.52              ?              ?           0.26          0.267          1.000           0.534          1.000           0.52            0.42           0.26           0.03           0.08           0.10           0.05           0.31           0.10              ?           0.01            0.00           0.00              ?          0.143          0.154          0.127           0.310           0.154           0.00            0.0
             49           1989          0.493         2687.2         1920.9         266.18         266.18           0.52           0.52              ?              ?           0.26          0.270          1.000           0.540          1.000           0.52            0.42           0.27           0.03           0.07           0.10           0.05           0.32           0.10              ?           0.01            0.00           0.00              ?          0.144          0.154          0.126           0.308           0.149           0.00            0.0
             50           1989          0.417         2702.8         1911.4         265.00         265.00           0.52           0.52              ?              ?           0.26          0.273          1.000           0.547          1.000           0.53            0.42           0.28           0.02           0.07           0.10           0.05           0.33           0.11              ?           0.01            0.00           0.00              ?          0.144          0.154          0.126           0.306           0.145           0.00            0.0
             51           1989          0.343         2709.8         1894.0         262.90         262.90           0.52           0.52              ?              ?           0.25          0.277          1.000           0.554          1.000           0.53            0.42           0.28           0.02           0.07           0.10           0.05           0.34           0.11              ?           0.01            0.00           0.00              ?          0.146          0.155          0.128           0.305           0.140           0.00            0.0
             52           1989          0.269         2714.5         1874.1         260.54         260.54           0.53           0.53              ?              ?           0.25          0.288          1.000           0.577          1.000           0.54            0.43           0.30           0.01           0.06           0.10           0.06           0.36           0.11              ?           0.01            0.00           0.00              ?          0.140          0.155          0.115           0.317           0.129           0.00            0.0
             53           1989          0.195         2719.8         1855.1         258.27         258.27           0.53           0.53              ?              ?           0.23          0.363          1.000           0.725          1.000           0.55            0.44           0.32           0.01           0.05           0.10           0.06           0.37           0.12              ?           0.01            0.00           0.00              ?          0.137          0.157          0.103           0.330           0.123           0.00            0.0
             54           1989          0.000         2724.0         1794.9         251.88         251.88           0.54           0.54              ?              ?           0.21          0.413          1.000           0.825          1.000           0.56            0.44           0.32           0.00           0.05           0.10           0.06           0.38           0.12              ?           0.01            0.00           0.00              ?          0.141      11099.273          0.104           0.336           0.119           0.00            0.0
             55           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00              ?              ?           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00              ?           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.3
             56           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00              ?              ?           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00              ?           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.2
             57           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00              ?              ?           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00              ?           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.1
             58           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00              ?              ?           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00              ?           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.1
             59           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00              ?              ?           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00              ?           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.1
             60           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00              ?              ?           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00              ?           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.1
