APSIM output file, version = 5.4
Title = sysbal Sample Simulation
            day           year        biomass          no3()          nh4()       biom_n()        fom_n()         runoff             ep          drain             es           pond       sw_dep()  n_loss_system  n_gain_system   n_dlt_system  n_dlt_surface     n_dlt_crop     n_dlt_soil n_error_system n_cum_error_system n_state_system n_state_surface   n_state_crop   n_state_soil  p_loss_system  p_gain_system   p_dlt_system  p_dlt_surface     p_dlt_crop     p_dlt_soil p_error_system p_cum_error_system p_state_system p_state_surface   p_state_crop   p_state_soil  c_loss_system  c_gain_system   c_dlt_system  c_dlt_surface     c_dlt_crop     c_dlt_soil c_error_system c_cum_error_system c_state_system c_state_surface   c_state_crop   c_state_soil dm_loss_system dm_gain_system  dm_dlt_system dm_dlt_surface    dm_dlt_crop    dm_dlt_soil dm_error_system dm_cum_error_system dm_state_system dm_state_surface  dm_state_crop  dm_state_soil sw_loss_system sw_gain_system  sw_dlt_system sw_dlt_surface    sw_dlt_crop    sw_dlt_soil sw_error_system sw_cum_error_system sw_state_system sw_state_surface  sw_state_crop  sw_state_soil
          (day)         (year)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)            (?)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)             (kg/ha)         (kg/ha)          (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (mm)                (mm)            (mm)             (mm)           (mm)           (mm)
            204           1988        262.135         77.543          1.079        138.597         10.033          0.000              ?          0.000          1.196          0.000        766.473          0.000          0.000          0.000         -0.707          0.921         -0.214          0.000              0.564      10549.249          12.571         15.414      10521.265          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         17.888         12.302         -5.609        -21.198         11.957          3.641         -0.023              6.994     151130.125         377.130        178.097     150574.906         44.720         30.755        -14.000        -52.996         29.892          9.094          -0.035              17.500      377825.312          942.824        445.241     376437.250          1.325          8.500          7.175          0.000          0.000          7.175           0.000               0.000         766.473            0.000          0.000        766.473
            205           1988        294.757         76.058          1.056        138.984          9.877          0.000              ?          0.000          1.702          0.000        764.319          0.000          0.000         -0.001         -0.309          1.662         -1.354         -0.001              0.563      10549.248          12.262         17.076      10519.910          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.501         20.511         10.031         -9.256         20.145         -0.859          0.021              7.015     151140.156         367.873        198.242     150574.047         26.254         51.278         25.094        -23.141         50.363         -2.125           0.069              17.569      377850.406          919.683        495.604     376435.125          2.154          0.000         -2.154          0.000          0.000         -2.154           0.000               0.000         764.319            0.000          0.000        764.319
            206           1988        330.415         74.381          1.061        139.254          9.738          0.000              ?          0.000          1.657          0.000        762.133          0.000          0.000          0.001         -0.222          1.837         -1.614          0.001              0.564      10549.249          12.040         18.913      10518.296          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.534         22.268         13.734         -6.672         21.867         -1.469          0.000              7.015     151153.891         361.201        220.108     150572.578         21.335         55.671         34.312        -16.680         54.666         -3.688          -0.023              17.546      377884.719          903.003        550.271     376431.438          2.186          0.000         -2.186          0.000          0.000         -2.186          -0.000               0.000         762.133            0.000          0.000        762.133
            207           1988        373.836         72.295          1.038        139.613          9.608          0.000              ?          0.000          0.973          0.000        760.204          0.000          0.000         -0.001         -0.289          2.235         -1.946         -0.001              0.563      10549.248          11.751         21.148      10516.350          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.519         26.891         17.359         -8.678         26.451         -0.406         -0.012              7.003     151171.250         352.523        246.559     150572.172         23.798         67.227         43.438        -21.695         66.128         -1.000           0.008              17.555      377928.156          881.308        616.398     376430.438          1.928          0.000         -1.928          0.000          0.000         -1.928           0.000               0.000         760.204            0.000          0.000        760.204
            208           1988        424.391         69.848          1.014        140.151          9.482          0.000              ?          0.000          0.766          0.000        758.178          0.000          0.000          0.001         -0.425          2.538         -2.112          0.001              0.564      10549.249          11.326         23.686      10514.237          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.915         30.961         19.047        -12.735         30.476          1.297          0.001              7.004     151190.297         339.788        277.035     150573.469         29.787         77.403         47.562        -31.838         76.190          3.219          -0.053              17.502      377975.719          849.471        692.589     376433.656          2.027          0.000         -2.027          0.000          0.000         -2.027           0.000               0.000         758.178            0.000          0.000        758.178
            209           1988        475.244         67.549          1.040        140.345          9.363          0.000              ?          0.000          0.652          0.000        756.815          0.000          0.000          0.001         -0.170          2.441         -2.271          0.001              0.565      10549.250          11.157         26.127      10511.966          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.187         30.904         23.703         -5.090         30.367         -1.562         -0.013              6.990     151214.000         334.698        307.403     150571.906         17.968         77.259         59.281        -12.726         75.918         -3.906          -0.010              17.491      378035.000          836.745        768.507     376429.750          1.363          0.000         -1.363          0.000          0.000         -1.363          -0.000               0.000         756.815            0.000          0.000        756.815
            210           1988        535.980         64.966          1.072        140.512          9.241          0.000              ?          0.000          0.578          0.000        754.930          0.000          0.000         -0.002         -0.153          2.737         -2.585         -0.002              0.563      10549.248          11.003         28.864      10509.381          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.051         36.613         29.594         -4.603         36.026         -1.844          0.032              7.022     151243.594         330.095        343.429     150570.062         17.627         91.532         73.969        -11.507         90.065         -4.594           0.064              17.555      378108.969          825.237        858.572     376425.156          1.884          0.000         -1.884          0.000          0.000         -1.884          -0.000               0.000         754.930            0.000          0.000        754.930
            211           1988        592.610         62.749          1.102        140.675          9.117          0.000              ?          0.000          0.525          0.000        753.451          0.000          0.000          0.002         -0.154          2.382         -2.227          0.002              0.565      10549.250          10.849         31.246      10507.154          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.211         33.837         26.609         -4.618         33.192         -1.953         -0.017              7.005     151270.203         325.477        376.621     150568.109         18.027         84.592         66.562        -11.546         82.979         -4.875          -0.003              17.552      378175.531          813.692        941.552     376420.281          1.479          0.000         -1.479          0.000          0.000         -1.479          -0.000               0.000         753.451            0.000          0.000        753.451
            212           1988        656.899         60.816          1.112        140.899          8.996          0.000              ?          0.000          0.484          0.000        752.049          0.000          0.000         -0.002         -0.200          2.101         -1.902         -0.002              0.563      10549.248          10.649         33.347      10505.252          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.058         37.983         29.938         -6.007         37.286         -1.344          0.012              7.018     151300.141         319.469        413.906     150566.766         20.146         94.959         74.812        -15.018         93.214         -3.375          -0.001              17.552      378250.344          798.673       1034.766     376416.906          1.402          0.000         -1.402          0.000          0.000         -1.402           0.000               0.000         752.049            0.000          0.000        752.049
            213           1988        734.896         59.108          1.148        141.010          8.884          0.000              ?          0.000          0.451          0.000        749.995          0.000          0.000          0.000         -0.117          1.870         -1.753          0.000              0.563      10549.248          10.532         35.217      10503.499          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.318         45.632         39.297         -3.508         44.877         -2.078         -0.018              7.000     151339.438         315.962        458.783     150564.688         15.794        114.081         98.250         -8.769        112.192         -5.188          -0.037              17.515      378348.594          789.904       1146.957     376411.719          2.054          0.000         -2.054          0.000          0.000         -2.054           0.000               0.000         749.995            0.000          0.000        749.995
            214           1988        816.497         57.617          1.192        141.080          8.767          0.000              ?          0.000          0.424          0.000        747.812          0.000          0.000         -0.001         -0.090          1.671         -1.582         -0.001              0.562      10549.247          10.442         36.889      10501.917          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.070         47.267         41.203         -2.709         46.443         -2.531          0.007              7.006     151380.641         313.252        505.226     150562.156         15.176        118.167        102.969         -6.773        116.107         -6.344          -0.022              17.493      378451.562          783.131       1263.064     376405.375          2.182          0.000         -2.182          0.000          0.000         -2.182           0.000               0.000         747.812            0.000          0.000        747.812
            215           1988        896.742         56.304          1.233        141.143          8.651          0.000              ?          0.000          0.402          0.000        746.082          0.000          0.000          0.002         -0.087          1.504         -1.416          0.002              0.564      10549.249          10.355         38.393      10500.501          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.109         45.945         39.844         -2.613         45.052         -2.594          0.007              7.013     151420.484         310.639        550.278     150559.562         15.272        114.863         99.625         -6.532        112.631         -6.469           0.033              17.526      378551.188          776.598       1375.695     376398.906          1.730          0.000         -1.730          0.000          0.000         -1.730          -0.000               0.000         746.082            0.000          0.000        746.082
            216           1988        993.466         55.156          1.279        141.167          8.526          0.000              ?          0.000          0.382          0.000        743.351          0.000          0.000          0.000         -0.065          1.369         -1.304          0.000              0.564      10549.249          10.289         39.762      10499.197          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.132         54.661         48.531         -1.964         53.703         -3.203          0.002              7.016     151469.016         308.676        603.981     150556.359         15.329        136.652        121.375         -4.909        134.257         -8.000           0.052              17.578      378672.562          771.689       1509.952     376390.906          2.731          0.000         -2.731          0.000          0.000         -2.731           0.000               0.000         743.351            0.000          0.000        743.351
            217           1988       1085.770         54.157          1.332        141.135          8.397          0.000              ?          0.000          0.366          0.000        740.911          0.000          0.000         -0.001         -0.028          1.247         -1.220         -0.001              0.563      10549.248          10.262         41.009      10497.978          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          5.727         51.475         45.734         -0.829         50.442         -3.875         -0.013              7.003     151514.750         307.846        654.422     150552.484         14.318        128.687        114.344         -2.073        126.104         -9.688          -0.025              17.553      378786.906          769.616       1636.056     376381.219          2.440          0.000         -2.440          0.000          0.000         -2.440          -0.000               0.000         740.911            0.000          0.000        740.911
            218           1988       1167.439         53.288          1.386        141.057          8.263          0.000              ?          0.000          0.351          0.000        738.749          0.000          0.000          0.001          0.000          1.146         -1.146          0.001              0.564      10549.249          10.262         42.155      10496.832          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          5.505         44.904         39.406          0.000         43.803         -4.406          0.007              7.010     151554.156         307.846        698.226     150548.078         13.763        112.260         98.469          0.000        109.509        -11.031          -0.029              17.525      378885.375          769.616       1745.565     376370.188          2.162          0.000         -2.162          0.000          0.000         -2.162          -0.000               0.000         738.749            0.000          0.000        738.749
            219           1988       1236.631         52.507          1.430        140.979          8.136          0.000              ?          0.000          0.338          0.000        737.936          0.000          0.000         -0.001          0.000          1.061         -1.062         -0.001              0.563      10549.248          10.262         43.216      10495.771          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          5.396         37.542         32.141          0.000         36.386         -4.234         -0.006              7.004     151586.297         307.846        734.612     150543.844         13.489         93.856         80.375          0.000         90.965        -10.594           0.008              17.533      378965.750          769.616       1836.530     376359.594          0.813          0.000         -0.813          0.000          0.000         -0.813          -0.000               0.000         737.936            0.000          0.000        737.936
            220           1988       1314.112         51.770          1.467        140.907          8.023          0.000              ?          0.000          0.326          0.000        736.649          0.000          0.000          0.001          0.000          0.995         -0.994          0.001              0.564      10549.249          10.262         44.211      10494.776          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          4.930         41.709         36.781          0.000         40.509         -3.734          0.003              7.007     151623.078         307.846        775.121     150540.109         12.326        104.273         91.938          0.000        101.273         -9.312          -0.009              17.524      379057.688          769.616       1937.803     376350.281          1.287          0.000         -1.287          0.000          0.000         -1.287          -0.000               0.000         736.649            0.000          0.000        736.649
            221           1988       1388.688         51.055          1.498        140.847          7.932          0.000              ?          0.000          0.316          0.000        735.496          0.000          0.000         -0.001          0.000          0.929         -0.930         -0.001              0.563      10549.248          10.262         45.140      10493.847          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          4.152         39.850         35.703          0.000         38.602         -2.891          0.005              7.012     151658.781         307.846        813.724     150537.219         10.380         99.624         89.281          0.000         96.506         -7.250           0.037              17.561      379146.969          769.616       2034.309     376343.031          1.153          0.000         -1.153          0.000          0.000         -1.153           0.000               0.000         735.496            0.000          0.000        735.496
            222           1988       1465.701         50.362          1.524        140.796          7.860          0.000              ?          0.000          0.306          0.000        734.089          0.000          0.000          0.000          0.000          0.869         -0.868          0.000              0.563      10549.248          10.262         46.008      10492.979          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          3.497         40.865         37.359          0.000         39.573         -2.219         -0.008              7.004     151696.141         307.846        853.297     150535.000          8.743        102.162         93.375          0.000         98.933         -5.531          -0.043              17.517      379240.344          769.616       2133.243     376337.500          1.407          0.000         -1.407          0.000          0.000         -1.407          -0.000               0.000         734.089            0.000          0.000        734.089
            223           1988       1540.564         49.701          1.547        140.754          7.800          0.000              ?          0.000          0.297          0.000        732.333          0.000          0.000          0.001          0.000          0.811         -0.811          0.001              0.564      10549.249          10.262         46.820      10492.168          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          3.055         39.395         36.344          0.000         38.060         -1.719          0.004              7.008     151732.484         307.846        891.357     150533.281          7.637         98.487         90.844          0.000         95.149         -4.312          -0.006              17.511      379331.188          769.616       2228.392     376333.188          1.756          0.000         -1.756          0.000          0.000         -1.756           0.000               0.000         732.333            0.000          0.000        732.333
            224           1988       1610.543         49.096          1.567        140.710          7.740          0.000              ?          0.000          0.289          0.000        730.526          0.000          0.000         -0.001          0.000          0.759         -0.761         -0.001              0.563      10549.248          10.262         47.579      10491.407          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          3.096         36.407         33.312          0.000         35.032         -1.719          0.001              7.009     151765.797         307.846        926.388     150531.562          7.741         91.019         83.312          0.000         87.580         -4.281           0.034              17.546      379414.500          769.616       2315.971     376328.906          1.807          0.000         -1.807          0.000          0.000         -1.807           0.000               0.000         730.526            0.000          0.000        730.526
            225           1988       1673.897         48.556          1.584        140.661          7.674          0.000              ?          0.000          0.282          0.000        729.146          0.000          0.000          0.000          0.000          0.714         -0.714          0.000              0.563      10549.248          10.262         48.293      10490.693          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          3.373         32.944         29.562          0.000         31.533         -1.969         -0.009              7.000     151795.359         307.846        957.922     150529.594          8.432         82.360         73.875          0.000         78.833         -4.938          -0.053              17.493      379488.375          769.616       2394.804     376323.969          1.380          0.000         -1.380          0.000          0.000         -1.380          -0.000               0.000         729.146            0.000          0.000        729.146
            226           1988       1736.296         48.079          1.597        140.606          7.601          0.000              ?          0.000          0.275          0.000        727.702          0.000          0.000          0.001          0.000          0.677         -0.676          0.001              0.564      10549.249          10.262         48.970      10490.018          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          3.759         32.448         28.703          0.000         31.006         -2.312          0.015              7.015     151824.062         307.846        988.927     150527.281          9.398         81.119         71.750          0.000         77.515         -5.781           0.029              17.522      379560.125          769.616       2472.319     376318.188          1.444          0.000         -1.444          0.000          0.000         -1.444           0.000               0.000         727.702            0.000          0.000        727.702
            227           1988       1796.219         47.326          1.607        140.543          7.519          0.000              ?          0.000          0.268          0.000        726.295          0.000          0.000          0.000          0.000          0.982         -0.982          0.000              0.564      10549.249          10.262         49.952      10489.035          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          4.148         31.160         27.016          0.000         29.688         -2.672          0.004              7.019     151851.078         307.846       1018.616     150524.609         10.371         77.900         67.562          0.000         74.220         -6.656           0.033              17.555      379627.688          769.616       2546.539     376311.531          1.407          0.000         -1.407          0.000          0.000         -1.407          -0.000               0.000         726.295            0.000          0.000        726.295
            228           1988       1854.899         46.647          1.612        140.475          7.434          0.000              ?          0.000          0.262          0.000        724.936          0.000          0.000         -0.001          0.000          0.925         -0.926         -0.001              0.563      10549.248          10.262         50.878      10488.109          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          4.372         30.514         26.109          0.000         29.013         -2.891         -0.032              6.987     151877.188         307.846       1047.628     150521.719         10.930         76.284         65.281          0.000         72.532         -7.250          -0.073              17.482      379692.969          769.616       2619.071     376304.281          1.359          0.000         -1.359          0.000          0.000         -1.359           0.000               0.000         724.936            0.000          0.000        724.936
            229           1988       1918.195         46.030          1.615        140.403          7.347          0.000              ?          0.000          0.257          0.000        723.292          0.000          0.000          0.000          0.000          0.876         -0.876          0.000              0.563      10549.248          10.262         51.753      10487.233          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          4.542         32.914         28.391          0.000         31.385         -3.000          0.019              7.006     151905.578         307.846       1079.014     150518.719         11.356         82.284         70.969          0.000         78.464         -7.500           0.040              17.522      379763.938          769.616       2697.535     376296.781          1.644          0.000         -1.644          0.000          0.000         -1.644          -0.000               0.000         723.292            0.000          0.000        723.292
            230           1988       1982.291         45.485          1.613        140.324          7.253          0.000              ?          0.000          0.252          0.000        721.301          0.000          0.000          0.000          0.000          0.832         -0.832          0.000              0.563      10549.248          10.262         52.585      10486.401          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          4.923         33.330         28.406          0.000         31.771         -3.359         -0.001              7.004     151933.984         307.846       1110.785     150515.359         12.306         83.325         71.062          0.000         79.428         -8.375           0.043              17.565      379835.000          769.616       2776.963     376288.406          1.991          0.000         -1.991          0.000          0.000         -1.991          -0.000               0.000         721.301            0.000          0.000        721.301
            231           1988       2043.497         45.013          1.605        140.235          7.151          0.000              ?          0.000          0.247          0.000        719.725          0.000          0.000          0.001          0.000          0.792         -0.791          0.001              0.564      10549.249          10.262         53.377      10485.610          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          5.368         31.827         26.453          0.000         30.238         -3.797         -0.006              6.998     151960.438         307.846       1141.023     150511.562         13.419         79.568         66.094          0.000         75.594         -9.500          -0.054              17.511      379901.094          769.616       2852.558     376278.906          1.576          0.000         -1.575          0.000          0.000         -1.575           0.000               0.000         719.725            0.000          0.000        719.725
            232           1988       2110.093         44.596          1.595        140.139          7.044          0.000              ?          0.000          0.242          0.000        718.408          0.000          0.000          0.000          0.000          0.759         -0.759          0.000              0.564      10549.249          10.262         54.136      10484.852          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          5.674         34.630         28.953          0.000         33.012         -4.047         -0.003              6.995     151989.391         307.846       1174.035     150507.516         14.184         86.575         72.406          0.000         82.530        -10.125           0.016              17.527      379973.500          769.616       2935.087     376268.781          1.317          0.000         -1.317          0.000          0.000         -1.317           0.000               0.000         718.408            0.000          0.000        718.408
            233           1988       2193.409         44.241          1.585        140.029          6.927          0.000              ?          0.000          0.238          0.000        715.397          0.000          0.000          0.000          0.000          0.733         -0.732          0.000              0.564      10549.249          10.262         54.869      10484.119          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.257         43.324         37.078          0.000         41.674         -4.609          0.011              7.006     152026.469         307.846       1215.709     150502.906         15.642        108.310         92.625          0.000        104.185        -11.531          -0.043              17.483      380066.125          769.616       3039.272     376257.250          3.011          0.000         -3.011          0.000          0.000         -3.011          -0.000               0.000         715.397            0.000          0.000        715.397
            234           1988       2273.633         43.946          1.577        139.908          6.802          0.000              ?          0.000          0.233          0.000        712.773          0.000          0.000         -0.001          0.000          0.703         -0.704         -0.001              0.563      10549.248          10.262         55.572      10483.415          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.745         41.717         34.984          0.000         40.025         -5.031          0.012              7.018     152061.453         307.846       1255.734     150497.875         16.862        104.292         87.500          0.000        100.062        -12.562           0.070              17.554      380153.625          769.616       3139.335     376244.688          2.624          0.000         -2.624          0.000          0.000         -2.624          -0.000               0.000         712.773            0.000          0.000        712.773
            235           1988       2326.616         43.676          1.571        139.783          6.680          0.000              ?          0.000          0.229          0.000        711.788          0.000          0.000          0.000          0.000          0.678         -0.678          0.000              0.563      10549.248          10.262         56.249      10482.737          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.752         27.551         20.797          0.000         25.820         -5.031         -0.002              7.016     152082.250         307.846       1281.554     150492.844         16.881         68.878         51.969          0.000         64.549        -12.594          -0.028              17.525      380205.594          769.616       3203.884     376232.094          0.986          0.000         -0.986          0.000          0.000         -0.986           0.000               0.000         711.788            0.000          0.000        711.788
            236           1988       2395.309         43.093          1.299        140.763          6.586          0.250              ?          0.000          0.617          0.000        744.996          0.027          0.000         -0.027         -0.782          0.794         -0.040          0.000              0.563      10549.221           9.480         57.044      10482.697          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         19.522         35.720         16.188        -23.461         33.966          5.688         -0.011              7.006     152098.438         284.386       1315.519     150498.531         48.805         89.301         40.469        -58.652         84.914         14.219          -0.027              17.498      380246.062          710.964       3288.798     376246.312          1.592         34.800         33.208          0.000          0.000         33.208          -0.000               0.000         744.996            0.000          0.000        744.996
            237           1988       2474.763         42.581          1.198        141.100          6.500          0.000              ?          0.000          0.585          0.000        744.610          0.018          0.000         -0.018         -0.310          0.754         -0.462          0.001              0.564      10549.203           9.170         57.797      10482.235          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.765         41.317         30.547         -9.287         39.530          0.312         -0.005              7.000     152128.984         275.099       1355.049     150498.844         26.911        103.291         76.406        -23.217         98.824          0.781           0.026              17.524      380322.469          687.747       3387.622     376247.094          1.585          1.200         -0.385          0.000          0.000         -0.385          -0.000               0.000         744.610            0.000          0.000        744.610
            238           1988       2579.584         42.071          1.151        141.400          6.421          0.000              ?          0.000          0.748          0.000        742.051          0.002          0.000         -0.002         -0.293          0.721         -0.430          0.000              0.564      10549.201           8.877         58.518      10481.806          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.326         54.506         44.188         -8.795         52.681          0.297          0.007              7.008     152173.172         266.304       1407.730     150499.141         25.816        136.266        110.469        -21.988        131.702          0.750           0.018              17.543      380432.938          665.759       3519.324     376247.844          2.559          0.000         -2.559          0.000          0.000         -2.559           0.000               0.000         742.051            0.000          0.000        742.051
            239           1988       2682.932         41.562          1.068        141.866          6.354          0.000              ?          0.000          0.754          0.000        739.363          0.000          0.000         -0.001         -0.411          0.675         -0.265         -0.001              0.563      10549.200           8.466         59.194      10481.541          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.940         53.741         41.797        -12.333         51.861          2.266         -0.004              7.003     152214.969         253.970       1459.591     150501.406         29.849        134.352        104.469        -30.833        129.653          5.656          -0.034              17.508      380537.406          634.926       3648.977     376253.500          2.688          0.000         -2.688          0.000          0.000         -2.688           0.000               0.000         739.363            0.000          0.000        739.363
            240           1988       2758.400         41.063          0.970        142.416          6.295          0.000              ?          0.000          0.537          0.000        737.811          0.000          0.000          0.000         -0.469          0.632         -0.163          0.000              0.563      10549.200           7.997         59.826      10481.378          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         12.655         39.244         26.578        -14.070         37.312          3.344         -0.011              6.992     152241.547         239.900       1496.903     150504.750         31.637         98.110         66.469        -35.176         93.279          8.375          -0.004              17.504      380603.875          599.750       3742.257     376261.875          1.551          0.000         -1.552          0.000          0.000         -1.552          -0.000               0.000         737.811            0.000          0.000        737.811
            241           1988       2851.308         40.516          0.934        142.939          6.242          0.000              ?          0.000          0.609          0.000        742.700          0.000          0.000          0.000         -0.446          0.617         -0.171          0.000              0.563      10549.200           7.551         60.442      10481.207          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         12.024         48.312         36.297        -13.370         46.344          3.312          0.009              7.002     152277.844         226.530       1543.247     150508.062         30.060        120.779         90.719        -33.425        115.860          8.281          -0.000              17.504      380694.594          566.325       3858.117     376270.156          1.511          6.400          4.889          0.000          0.000          4.889           0.000               0.000         742.700            0.000          0.000        742.700
            242           1988       2992.276         40.057          0.942        143.166          6.188          0.000              ?          0.000          0.817          0.000        739.455          0.000          0.000          0.000         -0.229          0.582         -0.354          0.000              0.563      10549.200           7.322         61.024      10480.854          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.220         73.303         65.078         -6.856         71.290          0.656         -0.006              6.996     152342.922         219.674       1614.536     150508.719         20.549        183.259        162.719        -17.140        178.224          1.625           0.009              17.513      380857.312          549.185       4036.341     376271.781          3.245          0.000         -3.245          0.000          0.000         -3.245           0.000               0.000         739.455            0.000          0.000        739.455
            243           1988       3139.125         39.198          0.940        143.434          6.133          0.000              ?          0.000          0.847          0.000        735.336          0.000          0.000          0.000         -0.262          0.988         -0.726          0.000              0.563      10549.200           7.060         62.012      10480.128          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.006         76.289         67.297         -7.866         74.201          0.953          0.014              7.009     152410.219         211.808       1688.738     150509.672         22.515        190.724        168.250        -19.665        185.503          2.406           0.042              17.555      381025.562          529.520       4221.844     376274.188          4.119          0.000         -4.119          0.000          0.000         -4.119          -0.000               0.000         735.336            0.000          0.000        735.336
            244           1988       3224.134         38.395          0.923        143.771          6.082          0.000              ?          0.000          0.475          0.000        733.868          0.000          0.000          0.000         -0.311          0.913         -0.602          0.000              0.563      10549.200           6.749         62.925      10479.526          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.744         43.837         34.078         -9.342         41.672          1.750         -0.015              6.994     152444.297         202.466       1730.410     150511.422         24.361        109.593         85.188        -23.355        104.180          4.375          -0.045              17.509      381110.750          506.166       4326.024     376278.562          1.467          0.000         -1.467          0.000          0.000         -1.467           0.000               0.000         733.868            0.000          0.000        733.868
            245           1988       3307.820         37.612          0.915        144.185          6.034          0.000              ?          0.000          0.456          0.000        733.543          0.000          0.000          0.000         -0.367          0.855         -0.487          0.000              0.563      10549.200           6.382         63.779      10479.039          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.651         42.806         32.141        -11.002         40.603          2.547         -0.015              6.980     152476.438         191.464       1771.012     150513.969         26.628        107.016         80.344        -27.504        101.506          6.344          -0.045              17.465      381191.094          478.661       4427.530     376284.906          1.326          1.000         -0.326          0.000          0.000         -0.326           0.000               0.000         733.543            0.000          0.000        733.543
