APSIM output file, version = 5.4
Title = bambatsi Sample Simulation
           date            day           year            lai   foliage_mass      root_mass        biomass             ep          cover             fw             fn             ft           fvpd             ff
     03/04/1988             94           1988          2.674         1782.9       4423.413         5619.0          1.861          0.846          1.000          0.997          1.000          1.000          1.000
     04/04/1988             95           1988          2.661         1774.2       4570.007         5635.4          2.551          0.845          1.000          0.999          1.000          1.000          1.000
     05/04/1988             96           1988          2.644         1762.9       4646.944         5644.1          1.274          0.843          1.000          0.997          0.971          1.000          1.000
     06/04/1988             97           1988          2.633         1755.1       4810.670         5662.5          3.246          0.842          1.000          1.000          1.000          1.000          1.000
     07/04/1988             98           1988          2.620         1747.0       4963.682         5679.6          3.132          0.840          1.000          0.996          1.000          1.000          1.000
     08/04/1988             99           1988          2.605         1736.9       5070.671         5691.7          2.248          0.839          1.000          0.997          1.000          1.000          1.000
     09/04/1988            100           1988          2.591         1727.2       5183.428         5704.3          2.123          0.837          1.000          0.999          1.000          1.000          1.000
     10/04/1988            101           1988          2.580         1719.7       5305.992         5718.1          2.397          0.836          1.000          0.998          0.896          1.000          1.000
     11/04/1988            102           1988          2.566         1710.8       5328.608         5720.7          0.622          0.834          1.000          0.997          0.708          1.000          1.000
     12/04/1988            103           1988          2.553         1701.7       5437.493         5732.9          2.559          0.833          1.000          1.000          0.967          1.000          1.000
     13/04/1988            104           1988          2.540         1693.1       5564.907         5747.2          2.379          0.831          1.000          1.000          1.000          1.000          1.000
     14/04/1988            105           1988          2.530         1686.5       5735.394         5766.2          3.688          0.830          1.000          0.997          1.000          1.000          1.000
     15/04/1988            106           1988          2.520         1679.9       5905.680         5785.2          3.719          0.829          1.000          0.995          1.000          1.000          1.000
     16/04/1988            107           1988          2.510         1673.1       6065.259         5803.1          3.444          0.827          1.000          0.995          0.992          1.000          1.000
     17/04/1988            108           1988          2.499         1666.1       6185.333         5816.6          2.645          0.826          1.000          0.995          0.900          1.000          1.000
     18/04/1988            109           1988          2.489         1659.3       6311.939         5830.8          2.790          0.825          1.000          0.997          0.904          1.000          1.000
     19/04/1988            110           1988          2.477         1651.4       6371.853         5837.6          1.825          0.823          1.000          0.997          0.792          1.000          1.000
     20/04/1988            111           1988          2.463         1641.7       6446.436         5846.1          1.698          0.822          1.000          0.999          0.963          1.000          1.000
     21/04/1988            112           1988          2.452         1634.8       6595.525         5862.8          3.396          0.820          1.000          1.000          1.000          1.000          1.000
     22/04/1988            113           1988          2.441         1627.2       6726.700         5877.5          3.418          0.819          1.000          0.996          1.000          1.000          1.000
     23/04/1988            114           1988          2.431         1620.7       6881.960         5894.9          3.962          0.818          1.000          0.997          1.000          1.000          1.000
     24/04/1988            115           1988          2.419         1612.7       7000.286         5908.2          3.183          0.816          1.000          0.995          1.000          1.000          1.000
     25/04/1988            116           1988          2.409         1606.0       7146.134         5924.5          3.590          0.815          1.000          0.997          1.000          1.000          1.000
     26/04/1988            117           1988          2.400         1599.9       7281.475         5939.7          3.527          0.814          1.000          0.995          0.938          1.000          1.000
     27/04/1988            118           1988          2.391         1593.8       7410.692         5954.3          3.691          0.812          1.000          0.996          0.921          1.000          1.000
     28/04/1988            119           1988          2.378         1585.4       7459.600         5959.9          1.610          0.811          1.000          0.996          0.842          1.000          1.000
     29/04/1988            120           1988          2.365         1576.9       7495.234         5964.0          1.240          0.809          1.000          1.000          0.812          1.000          1.000
     30/04/1988            121           1988          2.353         1569.0       7602.476         5976.1          3.349          0.807          1.000          1.000          1.000          1.000          1.000
     01/05/1988            122           1988          2.341         1561.0       7705.942         5987.7          2.885          0.806          1.000          0.998          1.000          1.000          1.000
     02/05/1988            123           1988          2.328         1552.1       7789.219         5997.1          2.112          0.804          1.000          0.997          1.000          1.000          1.000
     03/05/1988            124           1988          2.317         1544.9       7905.260         6010.1          3.093          0.803          1.000          0.999          1.000          1.000          1.000
     04/05/1988            125           1988          2.307         1538.2       8026.594         6023.7          3.452          0.801          1.000          0.997          0.983          1.000          1.000
     05/05/1988            126           1988          2.298         1531.7       8156.950         6038.3          3.828          0.800          1.000          0.996          1.000          1.000          1.000
     06/05/1988            127           1988          2.289         1525.9       8257.041         6049.5          3.296          0.799          1.000          0.996          0.867          1.000          1.000
     07/05/1988            128           1988          2.280         1519.7       8371.364         6062.4          3.627          0.797          1.000          0.997          0.942          1.000          1.000
     08/05/1988            129           1988          2.271         1514.1       8460.772         6072.5          2.928          0.796          1.000          0.996          0.825          1.000          1.000
     09/05/1988            130           1988          2.265         1509.8       8520.586         6079.2          2.611          0.795          1.000          0.997          0.642          1.000          1.000
     10/05/1988            131           1988          2.259         1505.7       8574.122         6085.3          2.414          0.794          1.000          0.998          0.608          1.000          1.000
     11/05/1988            132           1988          2.253         1502.1       8617.611         6090.3          2.392          0.793          1.000          0.998          0.542          1.000          1.000
     12/05/1988            133           1988          2.247         1498.1       8669.035         6096.1          2.557          0.793          1.000          0.998          0.600          1.000          1.000
     13/05/1988            134           1988          2.241         1494.0       8712.680         6101.1          2.253          0.792          1.000          0.998          0.583          1.000          1.000
     14/05/1988            135           1988          2.234         1489.1       8767.225         6107.3          2.620          0.791          1.000          0.998          0.679          1.000          1.000
     15/05/1988            136           1988          2.224         1482.5       8842.501         6115.8          2.575          0.789          1.000          0.998          0.871          1.000          1.000
     16/05/1988            137           1988          2.214         1476.1       8912.461         6123.7          2.827          0.788          1.000          0.998          0.850          1.000          1.000
     17/05/1988            138           1988          2.200         1466.9       8931.869         6125.9          1.170          0.786          1.000          0.998          0.896          1.000          1.000
     18/05/1988            139           1988          2.189         1459.1       8970.625         6130.3          1.409          0.784          1.000          1.000          0.863          1.000          1.000
     19/05/1988            140           1988          2.183         1455.3       8998.681         6133.4          1.914          0.783          1.000          1.000          0.525          1.000          1.000
     20/05/1988            141           1988          2.177         1451.6       8999.114         6133.5          1.195          0.782          1.000          0.999          0.433          1.000          1.000
     21/05/1988            142           1988          2.171         1447.6       8996.391         6133.2          0.948          0.781          1.000          1.000          0.442          1.000          1.000
     22/05/1988            143           1988          2.166         1444.2       9007.566         6134.4          1.486          0.781          1.000          1.000          0.446          1.000          1.000
     23/05/1988            144           1988          2.159         1439.2       9045.121         6138.6          2.190          0.779          1.000          0.999          0.662          1.000          1.000
     24/05/1988            145           1988          2.150         1433.4       9080.587         6142.5          1.426          0.778          1.000          0.999          0.713          1.000          1.000
     25/05/1988            146           1988          2.146         1430.6       9082.383         6142.6          1.321          0.777          1.000          0.999          0.379          1.000          1.000
     26/05/1988            147           1988          2.139         1425.9       9117.735         6146.5          2.142          0.776          1.000          0.999          0.633          1.000          1.000
     27/05/1988            148           1988          2.131         1420.7       9163.955         6151.5          2.207          0.775          1.000          0.998          0.717          1.000          1.000
     28/05/1988            149           1988          2.125         1416.9       9175.189         6152.7          1.412          0.774          1.000          0.998          0.483          1.000          1.000
     29/05/1988            150           1988          2.121         1413.7       9184.562         6153.6          1.357          0.773          1.000          0.999          0.442          1.000          1.000
     30/05/1988            151           1988          2.117         1411.3       9182.848         6153.3          1.405          0.773          1.000          0.999          0.333          1.000          1.000
     31/05/1988            152           1988          2.112         1407.7       9194.247         6154.4          1.673          0.772          1.000          0.999          0.483          1.000          1.000
     01/06/1988            153           1988          2.103         1402.0       9204.010         6155.3          1.088          0.771          1.000          0.999          0.633          1.000          1.000
     02/06/1988            154           1988          2.095         1396.7       9220.985         6157.1          1.343          0.769          1.000          1.000          0.637          1.000          1.000
     03/06/1988            155           1988          2.086         1390.8       9241.518         6159.1          1.667          0.768          1.000          0.999          0.692          1.000          1.000
     04/06/1988            156           1988          2.073         1382.2       9233.474         6158.0          0.531          0.766          1.000          1.000          0.812          1.000          1.000
     05/06/1988            157           1988          2.059         1372.6       9254.067         6160.1          1.097          0.763          1.000          1.000          1.000          1.000          1.000
     06/06/1988            158           1988          2.049         1366.3       9270.928         6161.6          1.294          0.762          1.000          1.000          0.729          1.000          1.000
     07/06/1988            159           1988          2.045         1363.1       9276.808         6161.9          1.327          0.761          1.000          1.000          0.442          1.000          1.000
     08/06/1988            160           1988          2.042         1361.1       9264.903         6160.3          1.096          0.760          1.000          1.000          0.279          1.000          1.000
     09/06/1988            161           1988          2.038         1358.4       9264.244         6159.8          1.424          0.760          1.000          1.000          0.388          1.000          1.000
     10/06/1988            162           1988          2.031         1354.2       9286.102         6161.9          1.737          0.759          1.000          1.000          0.583          1.000          1.000
     11/06/1988            163           1988          2.027         1351.6       9282.986         6161.2          1.196          0.758          1.000          0.999          0.367          1.000          1.000
     12/06/1988            164           1988          2.025         1350.3       9257.159         6157.9          0.598          0.758          1.000          0.999          0.175          1.000          1.000
     13/06/1988            165           1988          1.417          944.6       9237.040         6155.3          0.916          0.629          1.000          1.000          0.204          1.000          0.700
     14/06/1988            166           1988          1.132          755.0       9213.927         6149.7          0.878          0.547          1.000          1.000          0.254          1.000          0.800
     15/06/1988            167           1988          1.018          678.5       9191.478         6143.3          0.991          0.510          1.000          1.000          0.333          1.000          0.900
     16/06/1988            168           1988          1.015          676.8       9168.038         6136.4          0.663          0.509          1.000          1.000          0.425          1.000          1.000
     17/06/1988            169           1988          1.013          675.2       9146.396         6129.7          0.810          0.508          1.000          1.000          0.446          1.000          1.000
     18/06/1988            170           1988          1.010          673.1       9132.976         6123.9          0.960          0.507          1.000          1.000          0.567          1.000          1.000
     19/06/1988            171           1988          1.008          672.0       9107.061         6116.7          0.706          0.506          1.000          1.000          0.325          1.000          1.000
     20/06/1988            172           1988          1.006          670.7       9083.586         6109.8          0.837          0.506          1.000          1.000          0.362          1.000          1.000
     21/06/1988            173           1988          1.004          669.1       9066.878         6103.7          1.024          0.505          1.000          1.000          0.471          1.000          1.000
     22/06/1988            174           1988          1.002          668.1       9039.728         6096.3          0.618          0.504          1.000          1.000          0.304          1.000          1.000
     23/06/1988            175           1988          1.001          667.1       9012.365         6089.0          0.678          0.504          1.000          1.000          0.292          1.000          1.000
     24/06/1988            176           1988          0.999          665.8       8988.380         6082.0          0.735          0.503          1.000          1.000          0.367          1.000          1.000
     25/06/1988            177           1988          0.996          664.2       8968.255         6075.4          0.825          0.502          1.000          1.000          0.450          1.000          1.000
     26/06/1988            178           1988          0.994          662.4       8948.747         6068.9          0.776          0.501          1.000          1.000          0.475          1.000          1.000
     27/06/1988            179           1988          0.991          660.6       8938.524         6063.5          1.246          0.500          1.000          1.000          0.558          1.000          1.000
     28/06/1988            180           1988          0.989          659.4       8916.702         6056.7          0.868          0.500          1.000          1.000          0.367          1.000          1.000
     29/06/1988            181           1988          0.988          658.7       8885.432         6048.9          0.446          0.499          1.000          1.000          0.221          1.000          1.000
     30/06/1988            182           1988          0.395          263.5       8852.863         6041.0          0.469          0.242          1.000          1.000          0.188          1.000          0.400
     01/07/1988            183           1988          0.395          263.2       8815.117         6030.1          0.270          0.241          1.000          1.000          0.271          1.000          1.000
     02/07/1988            184           1988          0.394          262.6       8777.079         6019.3          0.193          0.241          1.000          1.000          0.346          1.000          1.000
     03/07/1988            185           1988          0.392          261.6       8738.668         6008.4          0.107          0.240          1.000          1.000          0.533          1.000          1.000
     04/07/1988            186           1988          0.391          260.6       8700.701         5997.5          0.164          0.239          1.000          1.000          0.517          1.000          1.000
     05/07/1988            187           1988          0.389          259.2       8666.955         5987.1          0.235          0.238          1.000          1.000          0.762          1.000          1.000
     06/07/1988            188           1988          0.388          258.4       8636.630         5977.1          0.452          0.238          1.000          1.000          0.600          1.000          1.000
     07/07/1988            189           1988          0.387          257.9       8601.158         5966.5          0.257          0.237          1.000          1.000          0.367          1.000          1.000
     08/07/1988            190           1988          0.386          257.3       8567.043         5956.1          0.303          0.237          1.000          1.000          0.404          1.000          1.000
     09/07/1988            191           1988          0.385          256.7       8535.229         5946.0          0.471          0.236          1.000          1.000          0.467          1.000          1.000
     10/07/1988            192           1988          0.384          255.8       8503.064         5935.8          0.403          0.236          1.000          1.000          0.583          1.000          1.000
     11/07/1988            193           1988          0.382          255.0       8465.684         5925.0          0.119          0.235          1.000          1.000          0.454          1.000          1.000
     12/07/1988            194           1988          0.381          254.1       8430.591         5914.5          0.195          0.234          1.000          1.000          0.525          1.000          1.000
     13/07/1988            195           1988          0.380          253.3       8399.457         5904.4          0.360          0.234          1.000          1.000          0.542          1.000          1.000
     14/07/1988            196           1988          0.379          252.7       8368.077         5894.3          0.370          0.233          1.000          1.000          0.492          1.000          1.000
     15/07/1988            197           1988          0.378          252.0       8337.120         5884.2          0.398          0.233          1.000          1.000          0.483          1.000          1.000
     16/07/1988            198           1988          0.377          251.4       8305.127         5874.0          0.352          0.232          1.000          1.000          0.450          1.000          1.000
     17/07/1988            199           1988          0.376          250.7       8276.685         5864.3          0.465          0.231          1.000          1.000          0.571          1.000          1.000
     18/07/1988            200           1988          0.375          250.3       8243.844         5854.0          0.305          0.231          1.000          1.000          0.350          1.000          1.000
     19/07/1988            201           1988          0.375          249.9       8211.402         5843.8          0.404          0.231          1.000          1.000          0.338          1.000          1.000
     20/07/1988            202           1988          0.374          249.2       8183.082         5834.1          0.559          0.230          1.000          1.000          0.542          1.000          1.000
     21/07/1988            203           1988          0.372          248.0       8156.884         5824.5          0.600          0.229          1.000          1.000          0.808          1.000          1.000
     22/07/1988            204           1988          0.371          247.1       8124.872         5814.4          0.190          0.229          1.000          1.000          0.583          1.000          1.000
     23/07/1988            205           1988          0.370          246.8       8089.462         5803.9          0.168          0.228          1.000          1.000          0.221          1.000          1.000
     24/07/1988            206           1988          0.370          246.7       8052.259         5793.1          0.108          0.228          1.000          1.000          0.133          1.000          1.000
     25/07/1988            207           1988          0.370          246.3       8019.967         5783.0          0.344          0.228          1.000          1.000          0.308          1.000          1.000
     26/07/1988            208           1988          0.369          245.7       7996.610         5773.8          0.772          0.227          1.000          1.000          0.617          1.000          1.000
     27/07/1988            209           1988          0.368          245.5       7961.853         5763.3          0.169          0.227          1.000          1.000          0.212          1.000          1.000
     28/07/1988            210           1988          0.258          171.7       7928.525         5753.1          0.275          0.165          1.000          1.000          0.242          1.000          0.700
     29/07/1988            211           1988          0.257          171.5       7893.930         5742.5          0.187          0.165          1.000          1.000          0.317          1.000          1.000
     30/07/1988            212           1988          0.256          171.0       7863.953         5732.4          0.328          0.164          1.000          1.000          0.567          1.000          1.000
     31/07/1988            213           1988          0.256          170.7       7832.073         5722.1          0.313          0.164          1.000          1.000          0.396          1.000          1.000
     01/08/1988            214           1988          0.256          170.4       7800.160         5711.9          0.315          0.164          1.000          1.000          0.400          1.000          1.000
     02/08/1988            215           1988          0.255          170.0       7770.327         5701.8          0.343          0.163          1.000          1.000          0.554          1.000          1.000
     03/08/1988            216           1988          0.254          169.5       7744.405         5692.2          0.612          0.163          1.000          1.000          0.692          1.000          1.000
     04/08/1988            217           1988          0.253          168.9       7718.062         5682.6          0.560          0.163          1.000          1.000          0.688          1.000          1.000
     05/08/1988            218           1988          0.253          168.4       7692.225         5673.0          0.575          0.162          1.000          1.000          0.754          1.000          1.000
     06/08/1988            219           1988          0.252          167.8       7663.350         5663.1          0.236          0.162          1.000          1.000          0.642          1.000          1.000
     07/08/1988            220           1988          0.252          167.7       7626.746         5652.3          0.051          0.161          1.000          1.000          0.100          1.000          1.000
     08/08/1988            221           1988          0.252          167.7       7589.413         5641.4          0.032          0.161          1.000          1.000          0.046          1.000          1.000
     09/08/1988            222           1988          0.100           66.7       7551.466         5630.5          0.039          0.068          1.000          1.000          0.000          1.000          0.200
     10/08/1988            223           1988          0.100           66.7       7514.634         5619.5          0.049          0.068          1.000          1.000          0.117          1.000          0.000
     11/08/1988            224           1988          0.100           66.8       7480.174         5608.7          0.140          0.068          1.000          1.000          0.392          1.000          1.000
     12/08/1988            225           1988          0.100           66.8       7445.821         5598.0          0.119          0.068          1.000          1.000          0.400          1.000          1.000
     13/08/1988            226           1988          0.100           66.8       7411.454         5587.3          0.117          0.068          1.000          1.000          0.367          1.000          1.000
     14/08/1988            227           1988          0.100           66.8       7377.567         5576.6          0.131          0.068          1.000          1.000          0.408          1.000          1.000
     15/08/1988            228           1988          0.100           66.8       7344.212         5565.9          0.146          0.068          1.000          1.000          0.467          1.000          1.000
     16/08/1988            229           1988          0.100           66.9       7312.583         5555.5          0.238          0.068          1.000          1.000          0.629          1.000          1.000
     17/08/1988            230           1988          0.100           66.9       7281.543         5545.2          0.297          0.068          1.000          1.000          0.679          1.000          1.000
     18/08/1988            231           1988          0.100           67.0       7251.676         5534.9          0.318          0.068          1.000          1.000          0.887          1.000          1.000
     19/08/1988            232           1988          0.100           66.9       7221.715         5524.7          0.259          0.068          1.000          1.000          0.842          1.000          1.000
     20/08/1988            233           1988          0.100           67.0       7192.857         5514.6          0.450          0.068          1.000          1.000          0.825          1.000          1.000
