Summary_file = fieldS113.sum
Title = south plots field
           year          month            day      day_month        W_swdef        W_nfact   W_root_depth          W_lai          W_sla      W_biomass      W_root_wt      W_leaf_wt     W_dleaf_wt      W_stem_wt      stover_wt     W_grain_wt    W_biomass_n       W_root_n       W_leaf_n      W_dleaf_n       W_stem_n     W_stover_n      W_grain_n    W_flowering     W_maturity        W_zadok     W_gbiomass   W_gbiomass_n        L_swdef        L_nfact   L_root_depth          L_lai       L_height      L_biomass     L_gbiomass    L_biomass_n   L_gbiomass_n      L_root_wt       L_root_n  L_dlt_n_fixed        C_swdef        C_nfact   C_root_depth          C_lai          C_pai      C_biomass      C_root_wt      C_leaf_wt      C_stem_wt       C_pod_wt     C_grain_wt    C_biomass_n       C_root_n       C_leaf_n       C_stem_n        C_pod_n      C_grain_n    C_flowering     C_maturity        C_stage     C_gbiomass   C_gbiomass_n        P_swdef        P_nfact   P_root_depth          P_lai          P_pai      P_biomass      P_root_wt      P_leaf_wt      P_stem_wt       P_pod_wt     P_grain_wt    P_biomass_n       P_root_n       P_leaf_n       P_stem_n        P_pod_n      P_grain_n    P_flowering     P_maturity        P_stage     P_gbiomass   P_gbiomass_n  P_dlt_n_fixed
           1994              2             51             20          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              3             66              7          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              3             81             22          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              4             96              6          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              4            103             13          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              4            118             28          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              5            133             13          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              5            137             17          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              5            138             18          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              5            145             25          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              6            160              9          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              6            166             15          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              6            181             30          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              7            196             15          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              7            207             26          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              8            217              5          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              8            222             10          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000         50.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              8            230             18          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000         50.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              9            245              2          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000        167.312          0.001          0.038          0.535          0.535          0.032          0.032          0.222          0.005          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              9            250              7          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000        215.562          0.002          0.095          0.585          0.585          0.034          0.034          0.265          0.006          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994              9            265             22          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          0.987        364.312          0.047          2.127          2.500          2.164          0.117          0.111          2.169          0.043          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             10            279              6          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          0.929        503.250          0.233         18.650         16.409         16.269          0.811          0.809         15.742          0.326          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             10            294             21          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          0.788        653.250          0.554         77.383         59.874         59.819          2.223          2.222         56.517          0.871          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             11            309              5          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          0.397        803.250          0.905        123.256         91.375         91.352          2.783          2.782         82.591          1.036          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             11            312              8          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          0.486        833.250          0.959        129.726         97.408         97.389          4.372          4.372         85.360          1.605          1.948          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             11            327             23          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          0.991          1.000        983.250          1.482        318.078        225.614        225.306         10.880         10.874        110.001          2.767          7.386          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             12            342              8          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          0.619          1.000       1089.757          1.837        407.317        291.821        280.197         11.113         10.880        126.694          3.210          0.578          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             12            347             13          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          0.463          1.000       1123.170          1.854        431.731        304.470        288.570         11.064         10.746        131.725          3.373          0.127          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             12            348             14          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          0.198          1.000       1129.587          1.843        431.731        304.509        287.215         11.047         10.702        131.636          3.369          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1994             12            363             29          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          0.505          1.000       1214.267          1.786        431.731        298.446        277.958         10.695         10.285        132.940          3.518          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1995              1             13             13          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          0.441          0.945       1286.167          0.000        462.305         58.924         55.645          2.439          2.374        122.381          3.335          0.744          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1995              1             28             28          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000       1356.667          0.111        492.891         65.072         63.553          3.356          3.326        115.642          3.246          0.702          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1995              1             31             31          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000       1371.667          0.157        500.000         73.792         72.490          3.494          3.467        117.458          3.229          0.113          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1995              2             32              1          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000       1376.667          0.171        500.000         77.532         76.295          3.545          3.520        118.385          3.223          0.043          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1995              2             45             14          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          1.000          1.000       1441.667          0.378        500.000        126.751        126.057          3.837          3.823        133.505          3.348          0.226          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
           1995              3             60              1          1.000          1.000          0.000          0.000              ?          0.000          0.000          0.000              ?          0.000          0.000          0.000          0.000              ?              ?              ?          0.000              ?          0.000              0              0          0.000          0.000          0.000          0.828          1.000       1514.267          0.625        500.000        161.467        157.715          3.990          3.915        157.927          4.000          0.622          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0              0          0.000          0.000          0.000          0.000
