Summary_file = grasp.sum
Title = Grass growth.
           year            day      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)            eos             es  soilwat_cover     green_pool      dead_pool  growth_transp   growth_photo growth_regrowth         growth          death        n_index      rad_index       sw_index     temp_index   growth_index     basal_area      cover_tot   surfaceom_wt surfaceom_cover
         (year)          (day)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()             ()             ()       (m^2/ha)             ()        (kg/ha)       (m^2/m^2)
           1988            121         65.203         65.835        133.251        132.683        128.737        128.575        131.595          2.427          2.427          0.160        242.907         21.383          3.075         16.712           0.793          3.075          0.481          1.000          0.772          1.000          0.685          0.529          0.500          0.157         23.565           0.005
           1988            122         64.596         65.361        132.913        132.509        128.299        127.920        130.860          2.380          0.970          0.161        246.404         21.826          3.983         17.013           0.805          3.983          0.486          1.000          0.767          1.000          0.700          0.537          0.500          0.159         21.866           0.005
           1988            123         64.401         65.143        132.566        132.374        127.921        127.320        130.152          2.048          0.369          0.163        251.226         22.275          5.314         15.369           0.775          5.314          0.493          1.000          0.717          1.000          0.720          0.516          0.500          0.162         20.506           0.004
           1988            124         64.163         64.909        132.169        132.255        127.596        126.776        129.477          2.627          0.354          0.165        255.349         22.733          4.625         20.022           0.866          4.625          0.502          1.000          0.801          1.000          0.720          0.577          0.500          0.164         19.490           0.004
           1988            125         63.925         64.679        131.752        132.158        127.318        126.284        128.838          2.714          0.341          0.167        258.988         23.198          4.149         17.364           0.713          4.149          0.511          1.000          0.820          1.000          0.580          0.476          0.500          0.166         18.792           0.004
           1988            126         63.684         64.444        131.316        132.076        127.080        125.843        128.239          2.866          0.329          0.170        262.404         23.669          3.934         19.155           0.752          3.934          0.518          1.000          0.836          1.000          0.600          0.501          0.500          0.168         18.363           0.004
           1988            127         63.464         64.228        130.888        132.014        126.876        125.450        127.681          2.640          0.318          0.171        266.015         24.147          4.136         13.584           0.542          4.136          0.525          1.000          0.822          1.000          0.440          0.362          0.500          0.170         18.212           0.004
           1988            128         63.241         64.004        130.449        131.962        126.703        125.100        127.165          2.741          0.308          0.174        269.478         24.631          3.995         16.932           0.659          3.995          0.532          1.000          0.828          1.000          0.530          0.439          0.500          0.172         18.260           0.004
           1988            129         63.032         63.795        130.015        131.919        126.562        124.793        126.691          2.557          0.299          0.176        273.823         25.120          4.884         12.208           0.479          4.884          0.539          1.000          0.819          1.000          0.390          0.319          0.500          0.175         18.309           0.004
           1988            130         62.832         63.590        129.631        131.835        126.450        124.524        126.257          2.453          0.291          0.178        277.929         25.618          4.654          5.428           0.209          4.654          0.548          1.000          0.820          1.000          0.170          0.139          0.500          0.177         18.360           0.004
           1988            131         62.633         63.393        129.278        131.717        126.360        124.291        125.864          2.409          0.283          0.181        281.567         26.122          5.051          4.193           0.160          4.193          0.556          1.000          0.819          1.000          0.130          0.106          0.500          0.179         18.411           0.004
           1988            132         62.437         63.201        128.944        131.571        126.288        124.091        125.509          2.398          0.276          0.183        282.656         26.633          4.659          1.652           0.062          1.652          0.563          1.000          0.823          1.000          0.050          0.041          0.500          0.180         18.463           0.004
           1988            133         62.245         63.016        128.622        131.404        126.230        123.919        125.191          2.409          0.270          0.183        286.033         27.145          4.592          3.943           0.148          3.943          0.565          1.000          0.820          1.000          0.120          0.098          0.500          0.182         18.516           0.004
           1988            134         62.068         62.846        128.319        131.220        126.184        123.772        124.907          2.262          0.264          0.185        288.617         27.663          4.952          3.155           0.121          3.155          0.572          1.000          0.804          1.000          0.100          0.080          0.500          0.184         18.571           0.004
           1988            135         61.895         62.680        128.023        131.023        126.147        123.647        124.655          2.255          0.258          0.187        292.321         28.185          4.282          6.647           0.256          4.282          0.577          1.000          0.795          1.000          0.215          0.171          0.500          0.186         18.626           0.004
           1988            136         61.728         62.518        127.732        130.814        126.118        123.541        124.432          2.221          0.253          0.189        296.964         28.713          5.227         13.232           0.519          5.227          0.585          1.000          0.778          1.000          0.445          0.346          0.500          0.188         18.682           0.004
           1988            137         61.566         62.361        127.445        130.595        126.094        123.452        124.236          2.185          0.248          0.192        300.587         29.250          4.217         12.508           0.488          4.217          0.594          1.000          0.774          1.000          0.420          0.325          0.500          0.190         18.740           0.004
           1988            138         61.489         62.287        127.246        130.389        126.075        123.376        124.064          1.158          0.243          0.194        304.809         29.792          4.823          7.644           0.391          4.823          0.601          1.000          0.548          1.000          0.475          0.260          0.500          0.193         18.798           0.004
           1988            139         71.815         68.673        129.863        130.533        126.060        123.313        123.914          1.557          1.557          0.196        311.381         30.342          7.181          9.663           0.432          7.181          0.610          1.000          0.662          1.000          0.435          0.288          0.500          0.197         17.354           0.004
           1988            140         68.695         67.721        131.022        130.799        126.048        123.260        123.783          2.082          2.082          0.200        311.739         30.905          5.367          0.981           0.036          0.981          0.623          1.000          0.791          1.000          0.030          0.024          0.500          0.197         16.660           0.004
           1988            141         67.316         66.870        131.478        131.093        126.039        123.216        123.670          1.531          1.063          0.200        311.116         31.466          4.708          0.000           0.000          0.000          0.623          1.000          0.694          1.000          0.000          0.000          0.500          0.197         16.157           0.003
           1988            142         66.242         66.191        131.584        131.365        126.031        123.179        123.572          1.396          1.396          0.199        310.494         32.026          5.666          0.000           0.000          0.000          0.622          1.000          0.662          1.000          0.000          0.000          0.500          0.196         15.697           0.003
           1988            143         65.128         65.461        131.389        131.574        126.025        123.148        123.487          1.861          1.324          0.199        309.873         32.582          5.359          0.000           0.000          0.000          0.621          1.000          0.761          1.000          0.000          0.000          0.500          0.196         15.311           0.003
           1988            144         64.411         64.923        131.068        131.715        126.020        123.122        123.414          1.963          0.900          0.199        313.715         33.137          4.462          5.762           0.222          4.462          0.620          1.000          0.758          1.000          0.195          0.148          0.500          0.198         14.841           0.003
           1988            145         63.883         64.508        130.711        131.795        126.016        123.101        123.351          1.777          0.729          0.201        320.036         33.698          8.905          6.949           0.278          6.949          0.627          1.000          0.726          1.000          0.255          0.185          0.500          0.202         14.434           0.003
           1988            146         63.453         64.152        130.330        131.816        126.013        123.083        123.298          1.812          0.629          0.204        319.396         34.271          5.378          0.000           0.000          0.000          0.640          1.000          0.761          1.000          0.000          0.000          0.500          0.201         14.286           0.003
           1988            147         63.078         63.827        129.933        131.783        126.010        123.069        123.252          1.994          0.562          0.204        323.635         34.841          4.878          5.022           0.185          4.878          0.639          1.000          0.770          1.000          0.160          0.123          0.500          0.204         14.107           0.003
           1988            148         62.746         63.533        129.536        131.703        126.008        123.057        123.213          2.038          0.512          0.206        328.519         35.419          5.530          8.326           0.301          5.530          0.647          1.000          0.772          1.000          0.260          0.201          0.500          0.206         13.994           0.003
           1988            149         62.474         63.288        129.170        131.591        126.006        123.047        123.180          1.762          0.474          0.209        327.862         36.005          6.120          0.000           0.000          0.000          0.657          1.000          0.746          1.000          0.000          0.000          0.500          0.206         13.996           0.003
           1988            150         62.223         63.056        128.808        131.446        126.005        123.038        123.151          1.850          0.443          0.209        327.206         36.589          6.737          0.000           0.000          0.000          0.656          1.000          0.767          1.000          0.000          0.000          0.500          0.206         14.058           0.003
           1988            151         61.987         62.833        128.449        131.273        126.004        123.031        123.127          1.933          0.418          0.208        326.551         37.170          5.054          0.000           0.000          0.000          0.654          1.000          0.787          1.000          0.000          0.000          0.500          0.206         14.131           0.003
           1988            152         61.781         62.638        128.113        131.082        126.003        123.026        123.107          1.799          0.396          0.208        325.898         37.749          4.718          0.000           0.000          0.000          0.653          1.000          0.750          1.000          0.000          0.000          0.500          0.205         14.205           0.003
           1988            153         61.629         62.492        127.826        130.884        126.003        123.021        123.090          1.370          0.378          0.208        328.838         38.325          6.800          3.591           0.154          3.591          0.652          1.000          0.643          1.000          0.160          0.103          0.500          0.207         14.281           0.003
           1988            154         61.471         62.332        127.532        130.672        126.002        123.017        123.075          1.547          0.362          0.209        332.389         38.906          6.428          4.209           0.170          4.209          0.658          1.000          0.687          1.000          0.165          0.113          0.500          0.209         14.357           0.003
           1988            155         61.319         62.180        127.243        130.450        126.002        123.014        123.063          1.541          0.347          0.211        336.419         39.493          4.694          5.799           0.234          4.694          0.665          1.000          0.680          1.000          0.230          0.156          0.500          0.211         14.435           0.003
           1988            156         61.245         62.104        127.035        130.239        126.001        123.012        123.053          0.762          0.335          0.214        340.426         40.087          7.042          4.680           0.240          4.680          0.673          1.000          0.427          1.000          0.375          0.160          0.500          0.213         14.514           0.003
           1988            157         72.253         67.728        129.136        130.313        126.001        123.010        123.044          1.140          1.140          0.216        346.246         40.687          6.501         10.821           0.494          6.501          0.681          1.000          0.549          1.000          0.600          0.330          0.500          0.217         13.210           0.003
           1988            158         71.974         67.622        130.469        130.542        126.001        123.008        123.037          1.393          1.393          0.219        351.750         41.299          6.196          6.577           0.267          6.196          0.692          1.000          0.647          1.000          0.275          0.178          0.500          0.220         12.407           0.003
           1988            159         68.798         67.406        131.236        130.834        126.001        123.006        123.031          1.775          1.775          0.222        351.047         41.919          6.663          0.000           0.000          0.000          0.704          1.000          0.761          1.000          0.000          0.000          0.500          0.219         12.012           0.003
           1988            160         66.993         66.659        131.525        131.124        126.001        123.005        123.026          1.794          1.409          0.221        350.344         42.538          5.435          0.000           0.000          0.000          0.702          1.000          0.776          1.000          0.000          0.000          0.500          0.219         11.793           0.003
           1988            161         65.491         65.716        131.407        131.363        126.000        123.004        123.021          1.768          1.768          0.221        349.644         43.153          4.974          0.000           0.000          0.000          0.701          1.000          0.761          1.000          0.000          0.000          0.500          0.219         11.547           0.003
           1988            162         64.526         65.020        131.085        131.531        126.000        123.003        123.018          1.838          1.237          0.221        352.235         43.766          5.960          3.290           0.114          3.290          0.699          1.000          0.758          1.000          0.100          0.076          0.500          0.220         11.236           0.003
           1988            163         63.937         64.546        130.703        131.631        126.000        123.003        123.015          1.756          0.786          0.222        351.530         44.383          6.261          0.000           0.000          0.000          0.704          1.000          0.763          1.000          0.000          0.000          0.500          0.220         11.095           0.003
           1988            164         63.476         64.167        130.310        131.670        126.000        123.002        123.012          1.659          0.665          0.222        350.827         44.998          6.661          0.000           0.000          0.000          0.703          1.000          0.762          1.000          0.000          0.000          0.500          0.219         11.056           0.003
           1988            165         63.077         63.823        129.897        131.650        126.000        123.002        123.010          1.847          0.587          0.221        245.579        150.156          5.284          0.000           0.000          0.000        105.248          1.000          0.791          1.000          0.000          0.000          0.500          0.169         11.037           0.003
           1988            166         62.779         63.565        129.538        131.593        126.000        123.002        123.009          2.069          0.531          0.171        196.463        198.971          3.643          0.000           0.000          0.000         49.116          1.000          0.795          1.000          0.000          0.000          0.500          0.145         11.249           0.003
           1988            167         62.547         63.355        129.216        131.507        126.000        123.001        123.007          2.174          0.489          0.147        176.817        218.220          2.608          0.000           0.000          0.000         19.646          1.000          0.787          1.000          0.000          0.000          0.500          0.135         11.583           0.003
           1988            168         62.370         63.190        128.937        131.399        126.000        123.001        123.006          1.852          0.455          0.137        176.463        218.137          3.505          0.000           0.000          0.000          0.354          1.000          0.724          1.000          0.000          0.000          0.500          0.134         11.984           0.003
           1988            169         62.210         63.033        128.668        131.272        126.000        123.001        123.005          1.925          0.428          0.137        176.110        218.053          2.913          0.000           0.000          0.000          0.353          1.000          0.733          1.000          0.000          0.000          0.500          0.134         12.420           0.003
           1988            170         62.057         62.883        128.404        131.126        126.000        123.001        123.004          2.081          0.405          0.137        177.133        217.970          3.638          1.375           0.090          1.375          0.352          1.000          0.751          1.000          0.080          0.060          0.500          0.135         12.856           0.003
           1988            171         61.915         62.742        128.148        130.966        126.000        123.001        123.003          2.101          0.385          0.138        176.778        217.888          2.994          0.000           0.000          0.000          0.354          1.000          0.773          1.000          0.000          0.000          0.500          0.135         13.292           0.004
           1988            172         61.781         62.608        127.900        130.795        126.000        123.000        123.003          2.135          0.368          0.138        176.425        217.806          2.724          0.000           0.000          0.000          0.354          1.000          0.774          1.000          0.000          0.000          0.500          0.134         13.728           0.004
           1988            173         61.653         62.479        127.656        130.615        126.000        123.000        123.002          2.197          0.353          0.138        176.072        217.723          2.927          0.000           0.000          0.000          0.353          1.000          0.775          1.000          0.000          0.000          0.500          0.134         14.164           0.004
           1988            174         61.538         62.363        127.426        130.429        126.000        123.000        123.002          2.058          0.340          0.138        175.720        217.640          3.202          0.000           0.000          0.000          0.352          1.000          0.769          1.000          0.000          0.000          0.500          0.134         14.599           0.004
           1988            175         61.427         62.249        127.200        130.239        126.000        123.000        123.002          2.113          0.328          0.137        175.368        217.556          2.770          0.000           0.000          0.000          0.351          1.000          0.777          1.000          0.000          0.000          0.500          0.134         15.034           0.004
           1988            176         61.325         62.144        126.983        130.045        126.000        123.000        123.001          2.019          0.317          0.137        175.018        217.471          2.939          0.000           0.000          0.000          0.351          1.000          0.756          1.000          0.000          0.000          0.500          0.134         15.470           0.004
           1988            177         61.229         62.044        126.774        129.850        126.000        123.000        123.001          1.979          0.307          0.137        174.668        217.386          3.011          0.000           0.000          0.000          0.350          1.000          0.742          1.000          0.000          0.000          0.500          0.133         15.904           0.005
           1988            178         61.139         61.949        126.571        129.654        126.000        123.000        123.001          1.923          0.298          0.137        174.318        217.301          3.328          0.000           0.000          0.000          0.349          1.000          0.731          1.000          0.000          0.000          0.500          0.133         16.339           0.005
           1988            179         61.034         61.840        126.354        129.454        126.000        123.000        123.001          2.303          0.290          0.137        175.277        217.215          2.851          1.307           0.082          1.307          0.349          1.000          0.782          1.000          0.070          0.055          0.500          0.134         16.774           0.005
           1988            180         60.934         61.737        126.144        129.253        126.000        123.000        123.001          2.217          0.283          0.138        174.926        217.131          2.801          0.000           0.000          0.000          0.351          1.000          0.786          1.000          0.000          0.000          0.500          0.133         17.208           0.005
           1988            181         60.845         61.645        125.944        129.053        126.000        123.000        123.000          2.046          0.276          0.138        174.576        217.047          3.373          0.000           0.000          0.000          0.350          1.000          0.775          1.000          0.000          0.000          0.500          0.133         17.643           0.005
           1988            182         60.754         61.549        125.743        128.852        126.000        123.000        123.000          2.149          0.269          0.138         69.830        321.358          2.769          0.000           0.000          0.000        104.746          1.000          0.791          1.000          0.000          0.000          0.500          0.078         18.077           0.005
           1988            183         60.722         61.512        125.606        128.667        126.000        123.000        123.000          2.291          0.263          0.083         69.691        320.855          1.130          0.000           0.000          0.000          0.140          1.000          0.774          1.000          0.000          0.000          0.500          0.078         18.719           0.006
           1988            184         60.701         61.479        125.483        128.490        126.000        123.000        123.000          1.685          0.258          0.083         69.551        320.353          1.238          0.000           0.000          0.000          0.139          1.000          0.660          1.000          0.000          0.000          0.500          0.078         19.361           0.006
           1988            185         60.689         61.455        125.376        128.324        126.000        123.000        123.000          1.028          0.252          0.083         69.541        319.851          1.609          0.129           0.028          0.129          0.139          1.000          0.470          1.000          0.040          0.019          0.500          0.078         20.002           0.006
           1988            186         60.800         61.497        125.298        128.168        126.000        123.000        123.000          1.118          1.118          0.083         69.471        319.351          0.958          0.070           0.015          0.070          0.139          1.000          0.497          1.000          0.020          0.010          0.500          0.077         20.641           0.006
           1988            187         72.106         68.436        128.212        128.396        126.000        123.000        123.000          1.371          1.371          0.083         70.599        318.851          1.597          1.267           0.259          1.267          0.139          1.000          0.548          1.000          0.315          0.173          0.500          0.078         19.797           0.006
           1988            188         71.202         74.812        138.986        131.124        126.000        123.000        123.000          2.260          2.260          0.084         71.292        318.355          1.451          0.834           0.133          0.834          0.141          1.000          0.741          1.000          0.120          0.089          0.500          0.079         19.316           0.006
           1988            189         68.491         74.177        139.226        132.143        126.030        123.006        123.001          2.065          1.935          0.084         71.150        317.860          1.409          0.000           0.000          0.000          0.143          1.000          0.731          1.000          0.000          0.000          0.500          0.078         19.301           0.006
           1988            190         67.463         71.841        139.228        132.958        126.218        123.048        123.011          2.185          2.185          0.084         71.008        317.367          1.437          0.000           0.000          0.000          0.142          1.000          0.747          1.000          0.000          0.000          0.500          0.078         19.323           0.006
           1988            191         67.459         70.004        138.820        133.528        126.482        123.135        123.036          2.413          1.161          0.084         70.866        316.874          1.104          0.000           0.000          0.000          0.142          1.000          0.772          1.000          0.000          0.000          0.500          0.078         19.373           0.006
           1988            192         67.468         68.907        138.209        133.863        126.760        123.260        123.080          1.887          0.794          0.084         71.307        316.382          1.032          0.583           0.102          0.583          0.142          1.000          0.677          1.000          0.100          0.068          0.500          0.078         19.395           0.006
           1988            193         72.351         74.562        138.694        134.228        127.054        123.419        123.148          1.130          1.130          0.084         71.164        315.892          1.314          0.000           0.000          0.000          0.143          1.000          0.508          1.000          0.000          0.000          0.500          0.078         19.168           0.006
           1988            194         70.586         74.300        139.026        134.586        127.362        123.607        123.240          1.411          1.411          0.084         71.156        315.403          1.338          0.135           0.026          0.135          0.142          1.000          0.580          1.000          0.030          0.017          0.500          0.078         18.867           0.006
           1988            195         67.825         73.668        139.156        134.899        127.671        123.820        123.356          2.108          2.108          0.084         71.346        314.914          1.504          0.332           0.054          0.332          0.142          1.000          0.723          1.000          0.050          0.036          0.500          0.078         18.656           0.006
           1988            196         67.462         71.586        139.068        135.131        127.965        124.049        123.495          2.219          1.392          0.084         71.204        314.427          1.414          0.000           0.000          0.000          0.143          1.000          0.745          1.000          0.000          0.000          0.500          0.078         18.618           0.006
           1988            197         67.461         69.412        138.653        135.233        128.220        124.283        123.652          2.318          1.550          0.084         71.061        313.941          1.362          0.000           0.000          0.000          0.142          1.000          0.759          1.000          0.000          0.000          0.500          0.078         18.692           0.006
           1988            198         67.463         68.267        137.975        135.180        128.414        124.510        123.824          2.201          0.956          0.084         70.919        313.455          1.299          0.000           0.000          0.000          0.142          1.000          0.745          1.000          0.000          0.000          0.500          0.078         18.884           0.006
           1988            199         67.159         67.804        137.267        135.010        128.535        124.715        124.002          2.415          0.757          0.084         71.415        312.970          1.487          0.638           0.098          0.638          0.142          1.000          0.766          1.000          0.085          0.065          0.500          0.078         19.095           0.007
           1988            200         66.844         67.478        136.683        134.760        128.582        124.888        124.179          2.436          0.647          0.084         71.273        312.487          1.476          0.000           0.000          0.000          0.143          1.000          0.788          1.000          0.000          0.000          0.500          0.078         19.521           0.007
           1988            201         66.562         67.202        136.196        134.466        128.561        125.023        124.348          2.626          0.575          0.084         71.130        312.004          1.069          0.000           0.000          0.000          0.143          1.000          0.809          1.000          0.000          0.000          0.500          0.078         20.039           0.007
           1988            202         66.314         66.967        135.790        134.154        128.482        125.115        124.501          2.491          0.522          0.084         71.375        311.523          1.085          0.387           0.058          0.387          0.142          1.000          0.776          1.000          0.050          0.039          0.500          0.078         20.634           0.007
           1988            203         66.102         66.770        135.456        133.841        128.355        125.163        124.634          2.050          0.482          0.085         72.254        311.042          1.022          2.229           0.381          1.022          0.143          1.000          0.686          1.000          0.370          0.254          0.500          0.078         21.257           0.007
           1988            204         70.823         68.823        135.337        133.539        128.193        125.169        124.741          1.576          1.576          0.085         72.615        310.565          2.379          0.505           0.093          0.505          0.145          1.000          0.617          1.000          0.100          0.062          0.500          0.079         20.699           0.007
           1988            205         67.837         69.320        135.332        133.295        128.016        125.138        124.820          2.281          2.281          0.085         72.470        310.089          1.652          0.000           0.000          0.000          0.145          1.000          0.780          1.000          0.000          0.000          0.500          0.078         20.807           0.007
           1988            206         67.460         68.279        135.312        133.097        127.834        125.077        124.872          2.300          1.232          0.085         72.325        309.614          1.550          0.000           0.000          0.000          0.145          1.000          0.790          1.000          0.000          0.000          0.500          0.078         21.062           0.007
           1988            207         67.125         67.707        135.205        132.916        127.653        124.992        124.896          2.596          0.817          0.085         72.180        309.139          1.177          0.000           0.000          0.000          0.145          1.000          0.809          1.000          0.000          0.000          0.500          0.078         21.224           0.008
           1988            208         66.753         67.294        135.113        132.753        127.475        124.889        124.894          2.956          0.683          0.085         73.216        308.665          1.180          1.278           0.173          1.180          0.144          1.000          0.824          1.000          0.140          0.115          0.500          0.079         21.229           0.008
           1988            209         66.419         66.946        135.049        132.610        127.304        124.772        124.870          2.371          0.599          0.086         73.070        308.194          1.715          0.000           0.000          0.000          0.146          1.000          0.793          1.000          0.000          0.000          0.500          0.079         21.628           0.008
           1988            210         66.107         66.677        134.941        132.484        127.143        124.646        124.825          2.647          0.540          0.086         51.149        329.499          1.243          0.000           0.000          0.000         21.921          1.000          0.821          1.000          0.000          0.000          0.500          0.067         22.090           0.008
           1988            211         65.857         66.492        134.797        132.380        126.992        124.515        124.763          2.316          0.496          0.074         51.046        328.942          0.959          0.000           0.000          0.000          0.102          1.000          0.767          1.000          0.000          0.000          0.500          0.067         22.653           0.008
           1988            212         65.652         66.328        134.612        132.296        126.854        124.383        124.687          2.588          0.461          0.074         51.403        328.386          1.264          0.459           0.094          0.459          0.102          1.000          0.784          1.000          0.080          0.063          0.500          0.067         23.311           0.008
           1988            213         65.478         66.178        134.401        132.228        126.731        124.253        124.600          2.814          0.432          0.075         51.300        327.832          0.962          0.000           0.000          0.000          0.103          1.000          0.821          1.000          0.000          0.000          0.500          0.067         23.968           0.009
           1988            214         65.329         66.042        134.178        132.174        126.621        124.126        124.505          2.721          0.409          0.075         51.198        327.279          0.886          0.000           0.000          0.000          0.103          1.000          0.810          1.000          0.000          0.000          0.500          0.066         24.623           0.009
           1988            215         65.199         65.918        133.951        132.132        126.525        124.006        124.406          2.563          0.388          0.075         51.466        326.727          1.085          0.370           0.076          0.370          0.102          1.000          0.781          1.000          0.065          0.051          0.500          0.067         25.278           0.009
           1988            216         65.076         65.795        133.716        132.096        126.441        123.893        124.303          3.031          0.371          0.075         52.242        326.176          0.879          1.490           0.283          0.879          0.103          1.000          0.820          1.000          0.230          0.189          0.500          0.067         25.931           0.009
           1988            217         64.962         65.679        133.482        132.068        126.368        123.788        124.200          2.912          0.356          0.076         53.065        325.629          0.928          1.427           0.273          0.928          0.104          1.000          0.809          1.000          0.225          0.182          0.500          0.068         26.584           0.010
           1988            218         64.855         65.568        133.252        132.045        126.305        123.691        124.098          2.779          0.342          0.077         53.872        325.083          0.913          1.848           0.361          0.913          0.106          1.000          0.790          1.000          0.305          0.241          0.500          0.068         27.235           0.010
           1988            219         64.759         65.467        133.030        132.029        126.251        123.603        123.999          2.340          0.330          0.077         54.689        324.541          2.521          0.926           0.191          0.926          0.108          1.000          0.748          1.000          0.170          0.127          0.500          0.068         27.885           0.010
           1988            220         64.666         65.367        132.813        132.015        126.206        123.524        123.904          2.344          0.319          0.078         54.580        324.001          1.422          0.000           0.000          0.000          0.109          1.000          0.795          1.000          0.000          0.000          0.500          0.068         28.534           0.010
           1988            221         64.575         65.270        132.600        132.004        126.167        123.453        123.814          2.345          0.309          0.078         54.471        323.462          1.568          0.000           0.000          0.000          0.109          1.000          0.801          1.000          0.000          0.000          0.500          0.068         29.182           0.011
           1988            222         64.484         65.172        132.390        131.995        126.134        123.389        123.729          2.552          0.300          0.078         10.894        366.392          1.339          0.000           0.000          0.000         43.577          1.000          0.829          1.000          0.000          0.000          0.500          0.044         29.829           0.011
           1988            223         64.421         65.102        132.205        131.998        126.107        123.333        123.650          2.897          0.292          0.054          0.000        376.554          0.217          0.000           0.000          0.000         10.894          1.000          0.841          1.000          0.000          0.000          0.500          0.038         30.562           0.011
           1988            224         64.366         65.037        132.039        132.000        126.086        123.283        123.576          3.167          0.284          0.049          0.000        375.801          0.000          0.000           0.000          0.000          0.000          1.000          0.841          1.000          0.000          0.000          0.500          0.038         31.315           0.012
           1988            225         64.310         64.972        131.882        132.000        126.069        123.240        123.509          3.012          0.277          0.049          0.000        375.049          0.000          0.000           0.000          0.000          0.000          1.000          0.828          1.000          0.000          0.000          0.500          0.038         32.066           0.012
           1988            226         64.254         64.908        131.731        132.000        126.055        123.203        123.448          3.063          0.270          0.049          0.000        374.299          0.000          0.000           0.000          0.000          0.000          1.000          0.835          1.000          0.000          0.000          0.500          0.037         32.817           0.012
           1988            227         64.198         64.846        131.586        132.000        126.044        123.171        123.393          3.078          0.264          0.049          0.000        373.550          0.000          0.000           0.000          0.000          0.000          1.000          0.833          1.000          0.000          0.000          0.500          0.037         33.565           0.012
           1988            228         64.142         64.784        131.445        132.000        126.035        123.144        123.343          3.038          0.259          0.049          0.000        372.803          0.000          0.000           0.000          0.000          0.000          1.000          0.825          1.000          0.000          0.000          0.500          0.037         34.312           0.013
           1988            229         64.087         64.723        131.309        132.000        126.028        123.121        123.299          3.391          0.253          0.050          0.196        372.058          0.000          0.000           0.196          0.196          0.000          1.000          0.844          1.000          0.155          0.131          0.500          0.037         35.058           0.013
           1988            230         64.031         64.663        131.175        132.000        126.023        123.101        123.259          3.464          0.248          0.050          0.468        371.314          0.003          0.006           0.272          0.272          0.000          1.000          0.845          1.000          0.215          0.182          0.500          0.037         35.802           0.013
           1988            231         63.976         64.604        131.045        132.000        126.018        123.085        123.224          3.266          0.243          0.050          1.035        370.572          0.009          0.027           0.568          0.568          0.001          1.000          0.814          1.000          0.465          0.379          0.500          0.038         36.545           0.014
           1988            232         63.922         64.545        130.917        132.000        126.014        123.071        123.194          3.249          0.239          0.051          1.537        369.833          0.028          0.054           0.503          0.503          0.002          1.000          0.819          1.000          0.410          0.336          0.500          0.038         37.286           0.014
           1988            233         63.867         64.487        130.791        132.000        126.012        123.059        123.167          3.872          0.235          0.051          2.040        369.096          0.024          0.089           0.506          0.506          0.003          1.000          0.865          1.000          0.390          0.337          0.500          0.038         38.025           0.014
           1988            234         63.812         64.429        130.667        132.000        126.009        123.049        123.143          3.683          0.231          0.052          2.829        368.362          0.034          0.175           0.793          0.793          0.004          1.000          0.840          1.000          0.630          0.529          0.500          0.039         38.764           0.015
           1988            235         63.759         64.372        130.545        132.000        126.007        123.041        123.123          2.221          0.227          0.053          3.442        367.631          0.059          0.145           0.619          0.619          0.006          1.000          0.676          1.000          0.610          0.412          0.500          0.039         39.500           0.015
           1988            236         70.978         73.825        134.998        131.999        126.006        123.034        123.105          2.520          2.520          0.053          3.873        366.903          0.109          0.136           0.438          0.438          0.007          1.000          0.738          1.000          0.395          0.292          0.500          0.039         37.073           0.014
           1988            237         68.856         73.577        135.942        132.188        126.042        123.035        123.091          2.384          2.384          0.053          3.865        366.177          0.097          0.000           0.000          0.000          0.008          1.000          0.764          1.000          0.000          0.000          0.500          0.039         36.610           0.014
           1988            238         67.497         71.979        136.550        132.460        126.126        123.054        123.083          3.055          1.951          0.052          3.857        365.452          0.090          0.000           0.000          0.000          0.008          1.000          0.839          1.000          0.000          0.000          0.500          0.039         36.336           0.014
           1988            239         67.497         70.005        136.738        132.716        126.244        123.092        123.085          3.085          1.343          0.052          3.917        364.729          0.084          0.027           0.068          0.068          0.008          1.000          0.824          1.000          0.055          0.045          0.500          0.039         35.855           0.014
           1988            240         67.498         68.864        136.573        132.887        126.373        123.148        123.098          2.196          0.905          0.052          4.136        364.007          0.085          0.076           0.226          0.226          0.008          1.000          0.701          1.000          0.215          0.151          0.500          0.039         35.366           0.013
           1988            241         70.113         69.878        136.463        133.002        126.499        123.218        123.122          2.483          2.483          0.052          4.280        363.288          0.140          0.058           0.152          0.152          0.008          1.000          0.752          1.000          0.135          0.102          0.500          0.039         34.022           0.013
           1988            242         67.497         69.259        136.415        133.085        126.616        123.298        123.157          3.315          2.919          0.052          4.271        362.570          0.109          0.000           0.000          0.000          0.009          1.000          0.864          1.000          0.000          0.000          0.500          0.039         33.807           0.013
           1988            243         67.497         68.249        136.194        133.106        126.714        123.381        123.202          3.433          0.921          0.051          4.263        361.853          0.087          0.000           0.000          0.000          0.009          1.000          0.864          1.000          0.000          0.000          0.500          0.039         33.612           0.013
           1988            244         67.218         67.784        135.953        133.076        126.787        123.462        123.254          1.919          0.740          0.051          4.299        361.138          0.093          0.016           0.045          0.045          0.009          1.000          0.666          1.000          0.045          0.030          0.500          0.039         33.347           0.013
