ApsimVersion = 6.1
Title = peanut P Sample Simulation
            day           year            lai        biomass  green_biomass        GreenWt         GreenP      SenescedP       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP      podGreenP         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
             57           1989          1.727         2626.1         2560.5         304.51           0.67           0.01           0.12          0.450          1.000           0.899          1.000           0.62            0.61           0.14           0.20           0.18           0.06           0.09           0.23           0.01            0.00           0.00              ?          0.249          0.271          0.219           0.207           0.474           0.00            0.0
             58           1989          1.722         2667.8         2597.2         308.45           0.68           0.01           0.12          0.460          1.000           0.920          1.000           0.63            0.62           0.14           0.20           0.18           0.07           0.09           0.24           0.01            0.00           0.00              ?          0.249          0.272          0.219           0.207           0.476           0.00            0.0
             59           1989          1.713         2696.7         2622.3         311.09           0.69           0.01           0.12          0.469          1.000           0.937          1.000           0.64            0.63           0.15           0.20           0.18           0.07           0.10           0.24           0.01           -0.00           0.00              ?          0.250          0.273          0.220           0.208           0.478           0.00            0.0
             60           1989          1.705         2732.2         2653.6         314.42           0.70           0.01           0.11          0.484          1.000           0.968          1.000           0.65            0.63           0.15           0.20           0.18           0.07           0.10           0.25           0.01           -0.00           0.00              ?          0.251          0.274          0.221           0.207           0.481           0.00            0.0
             61           1989          1.697         2774.4         2690.1         318.35           0.71           0.02           0.11          0.500          1.000           1.000          1.000           0.66            0.64           0.16           0.20           0.18           0.07           0.10           0.26           0.01           -0.00           0.00              ?          0.250          0.275          0.221           0.206           0.482           0.00            0.0
             62           1989          1.686         2805.3         2716.1         321.11           0.71           0.02           0.11          0.507          1.000           1.000          1.000           0.66            0.65           0.16           0.20           0.18           0.07           0.10           0.26           0.01           -0.00           0.00              ?          0.251          0.276          0.221           0.207           0.483           0.00            0.0
             63           1989          1.672         2840.6         2745.7         324.27           0.72           0.02           0.11          0.517          1.000           1.000          1.000           0.67            0.65           0.17           0.20           0.18           0.07           0.10           0.27           0.01            0.00           0.00              ?          0.251          0.277          0.222           0.206           0.484           0.00            0.0
             64           1989          1.658         2873.9         2772.8         327.17           0.73           0.02           0.11          0.532          1.000           1.000          1.000           0.68            0.66           0.17           0.20           0.18           0.07           0.10           0.28           0.01            0.00           0.00              ?          0.252          0.278          0.223           0.206           0.485           0.00            0.0
             65           1989          1.651         2922.5         2815.6         331.79           0.73           0.02           0.11          0.545          1.000           1.000          1.000           0.69            0.67           0.18           0.20           0.19           0.07           0.10           0.28           0.01           -0.00           0.00              ?          0.251          0.277          0.222           0.205           0.486           0.00            0.0
             66           1989          1.643         2970.2         2857.6         336.32           0.74           0.02           0.11          0.543          1.000           1.000          1.000           0.69            0.67           0.19           0.19           0.18           0.07           0.11           0.29           0.01           -0.00           0.00              ?          0.249          0.276          0.220           0.205           0.485           0.00            0.0
             67           1989          1.632         3014.2         2895.8         340.44           0.75           0.02           0.11          0.532          1.000           1.000          1.000           0.70            0.68           0.19           0.19           0.18           0.07           0.11           0.30           0.01            0.00           0.00              ?          0.248          0.275          0.219           0.205           0.484           0.00            0.0
             68           1989          1.614         3059.4         2932.2         344.39           0.75           0.02           0.11          0.526          1.000           1.000          1.000           0.71            0.68           0.20           0.19           0.18           0.07           0.11           0.31           0.01            0.00           0.00              ?          0.247          0.275          0.218           0.204           0.482           0.00            0.0
             69           1989          1.597         3106.6         2970.5         348.55           0.76           0.02           0.12          0.524          1.000           1.000          1.000           0.71            0.69           0.21           0.19           0.18           0.07           0.11           0.32           0.01            0.00           0.00              ?          0.245          0.274          0.217           0.204           0.480           0.00            0.0
             70           1989          1.576         3150.8         3005.6         352.37           0.76           0.03           0.12          0.517          1.000           1.000          1.000           0.72            0.69           0.21           0.18           0.18           0.07           0.11           0.33           0.01            0.00           0.00              ?          0.244          0.273          0.215           0.204           0.478           0.00            0.0
             71           1989          1.554         3192.4         3037.6         355.85           0.77           0.03           0.12          0.512          1.000           1.000          1.000           0.72            0.70           0.22           0.18           0.18           0.07           0.11           0.33           0.01            0.00           0.00              ?          0.243          0.273          0.215           0.204           0.475           0.00            0.0
             72           1989          1.533         3232.8         3068.8         359.24           0.77           0.03           0.12          0.508          1.000           1.000          1.000           0.73            0.70           0.23           0.18           0.18           0.07           0.11           0.34           0.01           -0.00           0.00              ?          0.242          0.272          0.214           0.204           0.473           0.00            0.0
             73           1989          1.509         3267.8         3093.8         361.95           0.77           0.03           0.12          0.503          1.000           1.000          1.000           0.74            0.70           0.23           0.18           0.18           0.07           0.12           0.35           0.01            0.00           0.00              ?          0.242          0.271          0.215           0.204           0.470           0.00            0.0
             74           1989          1.487         3302.7         3119.3         364.71           0.78           0.03           0.11          0.499          1.000           0.997          1.000           0.74            0.71           0.24           0.17           0.18           0.07           0.12           0.36           0.01            0.00           0.00              ?          0.241          0.271          0.215           0.203           0.467           0.00            0.0
             75           1989          1.459         3314.6         3119.0         364.66           0.78           0.04           0.11          0.495          1.000           0.991          1.000           0.75            0.71           0.25           0.17           0.18           0.07           0.12           0.37           0.01            0.00           0.00              ?          0.244          0.272          0.220           0.205           0.466           0.00            0.0
             76           1989          1.436         3322.4         3117.0         364.39           0.79           0.04           0.09          0.509          1.000           1.000          1.000           0.76            0.72           0.25           0.17           0.18           0.07           0.12           0.37           0.01            0.00           0.00              ?          0.248          0.274          0.226           0.204           0.466           0.00            0.0
             77           1989          1.414         3338.1         3123.2         365.02           0.79           0.04           0.09          0.535          1.000           1.000          1.000           0.76            0.72           0.26           0.17           0.18           0.07           0.12           0.38           0.01            0.00           0.00              ?          0.251          0.277          0.231           0.204           0.467           0.00            0.0
             78           1989          1.388         3365.2         3139.2         366.76           0.80           0.04           0.08          0.564          1.000           1.000          1.000           0.77            0.73           0.26           0.17           0.18           0.07           0.12           0.39           0.01            0.00           0.00              ?          0.252          0.279          0.233           0.203           0.466           0.00            0.0
             79           1989          1.363         3400.7         3163.8         369.44           0.80           0.04           0.08          0.590          1.000           1.000          1.000           0.77            0.73           0.27           0.16           0.17           0.07           0.13           0.39           0.01            0.00           0.00              ?          0.252          0.281          0.234           0.202           0.463           0.00            0.0
             80           1989          1.340         3441.4         3195.1         372.85           0.81           0.04           0.08          0.607          1.000           1.000          1.000           0.78            0.74           0.28           0.16           0.17           0.07           0.13           0.40           0.01           -0.00           0.00              ?          0.252          0.281          0.233           0.201           0.460           0.00            0.0
             81           1989          1.318         3479.9         3224.1         376.02           0.81           0.05           0.08          0.613          1.000           1.000          1.000           0.79            0.74           0.28           0.16           0.17           0.07           0.13           0.41           0.01           -0.00           0.00              ?          0.251          0.281          0.232           0.201           0.457           0.00            0.0
             82           1989          1.297         3518.7         3253.8         379.25           0.82           0.05           0.08          0.612          1.000           1.000          1.000           0.79            0.74           0.29           0.16           0.17           0.07           0.13           0.42           0.01            0.00           0.00              ?          0.250          0.280          0.232           0.201           0.453           0.00            0.0
             83           1989          1.275         3555.0         3280.7         382.18           0.82           0.05           0.08          0.610          1.000           1.000          1.000           0.80            0.75           0.30           0.15           0.16           0.07           0.13           0.43           0.01            0.00           0.00              ?          0.249          0.280          0.232           0.201           0.449           0.00            0.0
             84           1989          1.248         3573.7         3287.6         382.92           0.82           0.05           0.07          0.606          1.000           1.000          1.000           0.80            0.75           0.30           0.15           0.16           0.07           0.13           0.44           0.01           -0.00           0.00              ?          0.250          0.280          0.235           0.201           0.445           0.00            0.0
             85           1989          1.226         3581.5         3285.9         382.69           0.83           0.05           0.07          0.613          1.000           1.000          1.000           0.81            0.76           0.31           0.15           0.16           0.07           0.14           0.45           0.01            0.00           0.00              ?          0.255          0.284          0.241           0.202           0.446           0.00            0.0
             86           1989          1.203         3599.7         3294.4         383.58           0.84           0.06           0.06          0.653          1.000           1.000          1.000           0.82            0.76           0.32           0.15           0.16           0.08           0.14           0.45           0.01            0.00           0.00              ?          0.259          0.289          0.247           0.201           0.448           0.00            0.0
             87           1989          1.181         3628.4         3313.8         385.69           0.85           0.06           0.05          0.711          1.000           1.000          1.000           0.83            0.77           0.32           0.15           0.16           0.08           0.14           0.46           0.01            0.00           0.00              ?          0.262          0.294          0.249           0.201           0.448           0.00            0.0
             88           1989          1.159         3658.1         3333.8         387.86           0.85           0.06           0.05          0.760          1.000           1.000          1.000           0.83            0.78           0.33           0.15           0.15           0.08           0.15           0.47           0.01            0.00           0.00              ?          0.264          0.298          0.251           0.200           0.448           0.00            0.0
             89           1989          1.139         3687.6         3353.4         389.91           0.86           0.06           0.04          0.802          1.000           1.000          1.000           0.84            0.78           0.34           0.15           0.15           0.08           0.15           0.48           0.01            0.00           0.00              ?          0.264          0.301          0.246           0.202           0.447           0.00            0.0
             90           1989          1.129         3717.8         3374.4         392.07           0.87           0.06           0.03          0.833          1.000           1.000          1.000           0.85            0.79           0.34           0.15           0.15           0.08           0.15           0.49           0.01           -0.00           0.00              ?          0.265          0.305          0.242           0.202           0.450           0.00            0.0
             91           1989          1.128         3750.4         3400.9         394.81           0.88           0.06           0.02          0.874          1.000           1.000          1.000           0.86            0.80           0.34           0.15           0.15           0.08           0.15           0.49           0.01           -0.00           0.00              ?          0.266          0.308          0.240           0.202           0.455           0.00            0.0
             92           1989          1.122         3767.5         3412.3         395.87           0.88           0.06           0.02          0.910          1.000           1.000          1.000           0.87            0.80           0.34           0.15           0.15           0.08           0.16           0.50           0.01            0.00           0.00              ?          0.268          0.314          0.240           0.202           0.460           0.00            0.0
             93           1989          1.116         3789.0         3427.8         397.38           0.89           0.07           0.01          0.966          1.000           1.000          1.000           0.87            0.81           0.35           0.15           0.15           0.08           0.16           0.50           0.01            0.00           0.00              ?          0.269          0.318          0.241           0.203           0.464           0.00            0.0
             94           1989          1.101         3795.4         3427.9         397.11           0.90           0.07           0.01          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.16           0.08           0.16           0.51           0.01            0.00           0.00              ?          0.271          0.322          0.242           0.204           0.466           0.00            0.0
             95           1989          1.086         3804.3         3430.1         397.06           0.90           0.07           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.16           0.08           0.16           0.51           0.00            0.00           0.00              ?          0.271          0.325          0.240           0.204           0.465           0.00            0.0
             96           1989          1.071         3813.2         3432.5         397.02           0.89           0.07           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.16           0.08           0.16           0.51           0.00            0.00           0.00              ?          0.270          0.327          0.238           0.203           0.464           0.00            0.0
             97           1989          1.056         3821.8         3434.7         396.98           0.89           0.07           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.16           0.08           0.16           0.51           0.00            0.00           0.00              ?          0.270          0.329          0.237           0.203           0.462           0.00            0.0
             98           1989          1.041         3831.4         3437.8         397.03           0.89           0.07           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.16           0.08           0.16           0.51           0.00            0.00           0.00              ?          0.269          0.331          0.235           0.202           0.461           0.00            0.0
             99           1989          1.027         3841.3         3441.8         397.15           0.89           0.07           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.16           0.08           0.16           0.51           0.00            0.00           0.00              ?          0.269          0.333          0.233           0.202           0.460           0.00            0.0
            100           1989          1.013         3841.3         3435.5         396.26           0.89           0.07           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.16           0.08           0.16           0.51           0.00            0.00           0.00              ?          0.269          0.335          0.233           0.202           0.459           0.00            0.0
            101           1989          0.000         3841.3         2998.7         352.32           0.81           0.15           0.00          1.000          1.000           1.000          1.000           0.88            0.73           0.35           0.07           0.16           0.08           0.16           0.51           0.00            0.00           0.00              ?          0.300          0.000          0.233           0.202           0.380           0.00            0.0
            102           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            5.1
            103           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.9
            104           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            105           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            106           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            107           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            108           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            109           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            110           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
