Summary_file = fieldpea.sum
Title = fieldpea sample
            day           year           date       sw_dep()         runoff          drain             es            eos             eo           rain   surfaceom_wt surfaceom_cover    surfaceom_n            das          stage            lai        biomass  green_biomass          yield             ep    swdef_photo    nfact_photo     root_depth        node_no        leaf_wt        stem_wt flowering_date  maturity_date        leaf_no            esw
          (day)         (year)             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)       (m^2/m^2)        (kg/ha)            (d)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)             ()             ()           (mm)  (nodes/plant)        (g/m^2)        (g/m^2)          (doy)          (doy) (leaves/plant)           (mm)
             36           2003    05/Feb/2003        333.334          0.000          0.000          0.023          5.430          6.787          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.310
             37           2003    06/Feb/2003        333.310          0.000          0.000          0.023          5.863          7.328          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.287
             38           2003    07/Feb/2003        333.287          0.000          0.000          0.023          5.711          7.138          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.264
             39           2003    08/Feb/2003        333.264          0.000          0.000          0.023          5.647          7.059          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.242
             40           2003    09/Feb/2003        333.242          0.000          0.000          0.023          5.621          7.027          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.219
             41           2003    10/Feb/2003        333.219          0.000          0.000          0.023          5.602          7.002          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.197
             42           2003    11/Feb/2003        333.197          0.000          0.000          0.022          5.781          7.226          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.175
             43           2003    12/Feb/2003        333.175          0.000          0.000          0.022          2.886          3.607          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.152
             44           2003    13/Feb/2003        333.152          0.000          0.000          0.022          5.812          7.265          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.131
             45           2003    14/Feb/2003        333.131          0.000          0.000          0.022          6.059          7.574          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.109
             46           2003    15/Feb/2003        333.109          0.000          0.000          0.022          3.469          4.336          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.087
             47           2003    16/Feb/2003        333.087          0.000          0.000          0.522          2.871          3.589          0.500       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.066
             48           2003    17/Feb/2003        333.066          0.000          0.000          0.521          3.368          4.210          0.500       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.044
             49           2003    18/Feb/2003        333.044          0.000          0.000          0.021          3.243          4.054          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.038
             50           2003    19/Feb/2003        333.038          0.000          0.000          0.007          1.835          2.294          0.000       2535.558           0.398         41.414              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.038
             51           2003    20/Feb/2003        352.602          0.000          0.000          1.635          1.635          2.044         21.200       2526.033           0.397         41.259              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         60.602
             52           2003    21/Feb/2003        383.750          1.372          0.000          1.880          1.880          2.348         34.400       2445.764           0.387         39.948              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         91.750
             53           2003    22/Feb/2003        382.123          0.000          0.000          1.728          2.066          2.562          0.100       2370.663           0.378         38.721              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         90.123
             54           2003    23/Feb/2003        379.587          0.000          0.000          2.535          4.270          5.260          0.000       2291.770           0.368         37.432              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         87.588
             55           2003    24/Feb/2003        378.357          0.000          0.000          1.230          5.210          6.374          0.000       2215.584           0.358         36.188              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         86.357
             56           2003    25/Feb/2003        377.409          0.000          0.000          0.948          5.708          6.937          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         85.409
             57           2003    26/Feb/2003        376.609          0.000          0.000          0.801          5.506          6.675          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         84.609
             58           2003    27/Feb/2003        375.903          0.000          0.000          0.706          5.132          6.222          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         83.903
             59           2003    28/Feb/2003        375.264          0.000          0.000          1.439          3.485          4.224          0.800       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         83.264
             60           2003    01/Mar/2003        374.677          0.000          0.000          1.187          3.574          4.332          0.600       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         82.677
             61           2003    02/Mar/2003        374.130          0.000          0.000          0.547          3.441          4.171          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         82.130
             62           2003    03/Mar/2003        373.616          0.000          0.000          0.514          3.656          4.432          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         81.616
             63           2003    04/Mar/2003        373.130          0.000          0.000          0.486          3.226          3.910          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         81.130
             64           2003    05/Mar/2003        372.667          0.000          0.000          0.462          4.676          5.668          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         80.667
             65           2003    06/Mar/2003        372.225          0.000          0.000          0.442          4.764          5.775          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         80.225
             66           2003    07/Mar/2003        371.802          0.000          0.000          0.424          4.901          5.941          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         79.802
             67           2003    08/Mar/2003        371.394          0.000          0.000          0.408          4.522          5.482          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         79.394
             68           2003    09/Mar/2003        371.000          0.000          0.000          0.394          4.720          5.722          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         79.000
             69           2003    10/Mar/2003        370.619          0.000          0.000          0.381          4.465          5.412          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         78.619
             70           2003    11/Mar/2003        370.250          0.000          0.000          0.369          4.656          5.644          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         78.250
             71           2003    12/Mar/2003        369.892          0.000          0.000          0.358          5.081          6.159          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.892
             72           2003    13/Mar/2003        369.544          0.000          0.000          0.349          3.859          4.678          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.567
             73           2003    14/Mar/2003        369.204          0.000          0.000          0.339          4.096          4.966          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.470
             74           2003    15/Mar/2003        368.873          0.000          0.000          0.331          3.140          3.806          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.372
             75           2003    16/Mar/2003        368.550          0.000          0.000          0.323          4.330          5.249          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.275
             76           2003    17/Mar/2003        368.234          0.000          0.000          0.316          4.869          5.903          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.176
             77           2003    18/Mar/2003        367.924          0.000          0.000          0.309          5.278          6.398          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.078
             78           2003    19/Mar/2003        367.622          0.000          0.000          1.903          2.688          3.259          1.600       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.979
             79           2003    20/Mar/2003        367.610          0.000          0.000          2.412          2.412          2.924          2.400       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.883
             80           2003    21/Mar/2003        367.313          0.000          0.000          0.897          2.095          2.540          0.600       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.786
             81           2003    22/Mar/2003        367.022          0.000          0.000          0.291          2.239          2.714          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.690
             82           2003    23/Mar/2003        366.736          0.000          0.000          0.286          3.413          4.137          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.593
             83           2003    24/Mar/2003        366.456          0.000          0.000          0.281          4.037          4.893          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.496
             84           2003    25/Mar/2003        366.180          0.000          0.000          0.276          3.157          3.827          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.399
             85           2003    26/Mar/2003        365.909          0.000          0.000          0.271          3.493          4.235          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.302
             86           2003    27/Mar/2003        365.642          0.000          0.000          0.267          3.985          4.830          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.205
             87           2003    28/Mar/2003        365.379          0.000          0.000          0.263          3.355          4.068          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.109
             88           2003    29/Mar/2003        365.120          0.000          0.000          0.259          3.780          4.582          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         76.012
             89           2003    30/Mar/2003        364.865          0.000          0.000          0.255          3.138          3.804          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.915
             90           2003    31/Mar/2003        364.613          0.000          0.000          0.252          3.027          3.670          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.818
             91           2003    01/Apr/2003        364.365          0.000          0.000          0.248          1.790          2.170          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.722
             92           2003    02/Apr/2003        364.120          0.000          0.000          0.445          2.826          3.426          0.200       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.625
             93           2003    03/Apr/2003        363.879          0.000          0.000          0.242          3.642          4.415          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.529
             94           2003    04/Apr/2003        363.640          0.000          0.000          0.238          3.668          4.447          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.433
             95           2003    05/Apr/2003        363.405          0.000          0.000          0.236          3.077          3.730          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.337
             96           2003    06/Apr/2003        363.172          0.000          0.000          0.233          3.613          4.380          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.242
             97           2003    07/Apr/2003        362.942          0.000          0.000          0.230          1.593          1.932          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.146
             98           2003    08/Apr/2003        363.193          0.000          0.000          1.949          1.949          2.363          2.200       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.055
             99           2003    09/Apr/2003        362.715          0.000          0.000          0.478          2.881          3.493          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.961
            100           2003    10/Apr/2003        362.490          0.000          0.000          0.225          2.542          3.081          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.868
            101           2003    11/Apr/2003        362.268          0.000          0.000          2.222          2.935          3.557          2.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.775
            102           2003    12/Apr/2003        362.048          0.000          0.000          0.220          1.336          1.619          0.000       2187.120           0.354         35.723              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.682
            103           2003    13/Apr/2003        367.065          0.000          0.000          2.583          2.583          3.131          7.600       2030.475           0.334         33.165              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.065
            104           2003    14/Apr/2003        366.369          0.000          0.000          1.096          2.194          2.623          0.400       1900.478           0.316         31.041              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.573
            105           2003    15/Apr/2003        366.782          0.000          0.000          2.188          2.188          2.586          2.600       1780.790           0.300         29.086              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.782
            106           2003    16/Apr/2003        367.552          0.000          0.000          3.029          3.029          3.543          3.800       1722.713           0.291         28.138              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.552
            107           2003    17/Apr/2003        367.257          0.000          0.000          0.296          3.151          3.666          0.000       1663.616           0.283         27.173              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.257
            108           2003    18/Apr/2003        366.967          0.000          0.000          0.290          2.961          3.428          0.000       1602.318           0.274         26.171              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.967
            109           2003    19/Apr/2003        366.682          0.000          0.000          0.285          3.572          4.113          0.000       1537.930           0.265         25.120              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.682
            110           2003    20/Apr/2003        366.402          0.000          0.000          0.280          3.196          3.659          0.000       1497.162           0.259         24.454              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.402
            111           2003    21/Apr/2003        366.128          0.000          0.000          0.275          3.444          3.929          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.216
            112           2003    22/Apr/2003        365.857          0.000          0.000          0.270          3.410          3.883          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.163
            113           2003    23/Apr/2003        365.591          0.000          0.000          0.266          3.305          3.764          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.108
            114           2003    24/Apr/2003        365.329          0.000          0.000          0.262          3.394          3.866          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.052
            115           2003    25/Apr/2003        365.071          0.000          0.000          0.258          3.157          3.595          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.996
            116           2003    26/Apr/2003        364.816          0.000          0.000          0.254          3.021          3.440          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.938
            117           2003    27/Apr/2003        364.565          0.000          0.000          0.251          3.345          3.809          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.879
            118           2003    28/Apr/2003        364.318          0.000          0.000          0.247          2.922          3.328          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.819
            119           2003    29/Apr/2003        364.074          0.000          0.000          0.244          2.370          2.699          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.759
            120           2003    30/Apr/2003        363.833          0.000          0.000          0.241          1.649          1.878          0.000       1477.427           0.256         24.131              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.698
            121           2003    01/May/2003        367.253          0.000          0.000          2.379          2.379          2.710          5.800       1431.918           0.249         23.388              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         75.253
            122           2003    02/May/2003        366.354          0.000          0.000          0.899          1.902          2.157          0.000       1389.077           0.243         22.688              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.354
            123           2003    03/May/2003        366.080          0.000          0.000          0.274          1.688          1.907          0.000       1321.500           0.232         21.585              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         74.080
            124           2003    04/May/2003        365.810          0.000          0.000          0.270          2.789          3.133          0.000       1274.516           0.225         20.817              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.810
            125           2003    05/May/2003        365.545          0.000          0.000          0.265          2.918          3.265          0.000       1245.392           0.220         20.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.545
            126           2003    06/May/2003        365.283          0.000          0.000          0.261          2.494          2.783          0.000       1237.564           0.219         20.214              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.434
            127           2003    07/May/2003        365.026          0.000          0.000          0.258          2.361          2.633          0.000       1230.162           0.218         20.093              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.387
            128           2003    08/May/2003        364.772          0.000          0.000          0.254          2.947          3.284          0.000       1222.495           0.217         19.967              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.338
            129           2003    09/May/2003        364.522          0.000          0.000          0.250          2.081          2.317          0.000       1218.019           0.216         19.894              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.288
            130           2003    10/May/2003        364.275          0.000          0.000          0.247          0.973          1.084          0.000       1218.019           0.216         19.894              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.238
            131           2003    11/May/2003        364.236          0.000          0.000          2.039          2.039          2.269          2.000       1218.019           0.216         19.894              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         73.187
            132           2003    12/May/2003        371.555          0.000          0.000          1.681          1.681          1.871          9.000       1198.117           0.213         19.569              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         79.555
            133           2003    13/May/2003        369.999          0.000          0.000          2.556          2.556          2.840          1.000       1119.691           0.201         18.288              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.999
            134           2003    14/May/2003        369.648          0.000          0.000          0.351          1.867          2.060          0.000       1074.216           0.193         17.546              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.648
            135           2003    15/May/2003        369.306          0.000          0.000          0.342          2.065          2.269          0.000       1036.836           0.187         16.935              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         77.306
