"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, May"
"Model: MUIB/KMA ECHO-G. Emission Scenario: SRES marker scenario B1, Climate Sensitivity: low"
"Created on 2/14/2008 1:41:10 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
     -30.5,     133.5, 0.9
     -30.5,    133.75, 0.9
     -30.5,       134, 0.9
     -30.5,    134.25, 0.9
     -30.5,     134.5, 0.8
     -30.5,    134.75, 0.9
     -30.5,       135, 0.8
     -30.5,    135.25, 0.8
     -30.5,     135.5, 0.9
     -30.5,    135.75, 1.0
     -30.5,       136, 1.1
     -30.5,    136.25, 1.0
     -30.5,     136.5, 1.1
     -30.5,    136.75, 1.1
     -30.5,       137, 1.0
     -30.5,    137.25, 1.1
     -30.5,     137.5, 1.3
     -30.5,    137.75, 1.0
     -30.5,       138, 1.1
     -30.5,    138.25, 1.2
     -30.5,     138.5, 1.7
     -30.5,    138.75, 2.0
     -30.5,       139, 1.3
     -30.5,    139.25, 1.3
     -30.5,     139.5, 0.9
     -30.5,    139.75, 0.9
     -30.5,       140, 0.9
     -30.5,    140.25, 1.0
     -30.5,     140.5, 1.0
     -30.5,    140.75, 1.1
     -30.5,       141, 1.1
     -30.5,    141.25, 1.3
     -30.5,     141.5, 1.5
     -30.5,    141.75, 1.4
     -30.5,       142, 1.2
     -30.5,    142.25, 1.2
     -30.5,     142.5, 1.4
     -30.5,    142.75, 1.3
     -30.5,       143, 1.3
     -30.5,    143.25, 1.2
     -30.5,     143.5, 1.2
     -30.5,    143.75, 1.3
     -30.5,       144, 1.4
     -30.5,    144.25, 1.3
     -30.5,     144.5, 1.4
     -30.5,    144.75, 1.5
     -30.5,       145, 1.6
     -30.5,    145.25, 1.8
     -30.5,     145.5, 1.7
     -30.5,    145.75, 1.6
     -30.5,       146, 1.8
     -30.5,    146.25, 1.9
     -30.5,     146.5, 2.0
     -30.5,    146.75, 2.0
     -30.5,       147, 2.0
     -30.5,    147.25, 2.0
     -30.5,     147.5, 1.9
     -30.5,    147.75, 1.8
     -30.5,       148, 1.8
     -30.5,    148.25, 1.9
     -30.5,     148.5, 1.8
     -30.5,    148.75, 1.8
     -30.5,       149, 1.8
     -30.5,    149.25, 1.8
     -30.5,     149.5, 2.0
     -30.5,    149.75, 1.8
     -30.5,       150, 1.7
     -30.5,    150.25, 1.6
     -30.5,     150.5, 1.4
     -30.5,    150.75, 1.3
     -30.5,       151, 1.3
     -30.5,    151.25, 1.3
     -30.5,     151.5, 1.3
     -30.5,    151.75, 1.4
     -30.5,       152, 1.9
     -30.5,    152.25, 2.2
     -30.5,     152.5, 2.2
     -30.5,    152.75, 2.7
     -30.5,       153, 3.3
     -30.5,    153.25,-9999.0
     -30.5,     153.5,-9999.0
     -30.5,    153.75,-9999.0
     -30.5,       154,-9999.0
    -30.75,       112,-9999.0
    -30.75,    112.25,-9999.0
    -30.75,     112.5,-9999.0
    -30.75,    112.75,-9999.0
    -30.75,       113,-9999.0
    -30.75,    113.25,-9999.0
    -30.75,     113.5,-9999.0
    -30.75,    113.75,-9999.0
    -30.75,       114,-9999.0
    -30.75,    114.25,-9999.0
    -30.75,     114.5,-9999.0
    -30.75,    114.75,-9999.0
    -30.75,       115,-9999.0
    -30.75,    115.25,-3.4
    -30.75,     115.5,-3.3
    -30.75,    115.75,-2.9
    -30.75,       116,-2.7
    -30.75,    116.25,-2.5
    -30.75,     116.5,-1.6
    -30.75,    116.75,-1.3
    -30.75,       117,-1.1
    -30.75,    117.25,-1.0
    -30.75,     117.5,-0.9
    -30.75,    117.75,-0.8
    -30.75,       118,-0.7
    -30.75,    118.25,-0.6
    -30.75,     118.5,-0.6
    -30.75,    118.75,-0.5
    -30.75,       119,-0.4
    -30.75,    119.25,-0.3
    -30.75,     119.5,-0.3
    -30.75,    119.75,-0.2
    -30.75,       120,-0.1
    -30.75,    120.25,-0.1
    -30.75,     120.5, 0.0
    -30.75,    120.75, 0.1
    -30.75,       121, 0.1
    -30.75,    121.25, 0.2
    -30.75,     121.5, 0.3
    -30.75,    121.75, 0.3
    -30.75,       122, 0.4
    -30.75,    122.25, 0.4
    -30.75,     122.5, 0.5
    -30.75,    122.75, 0.5
    -30.75,       123, 0.5
    -30.75,    123.25, 0.6
    -30.75,     123.5, 0.6
    -30.75,    123.75, 0.6
    -30.75,       124, 0.6
    -30.75,    124.25, 0.5
    -30.75,     124.5, 0.5
    -30.75,    124.75, 0.5
    -30.75,       125, 0.5
    -30.75,    125.25, 0.6
    -30.75,     125.5, 0.7
    -30.75,    125.75, 0.7
    -30.75,       126, 0.7
    -30.75,    126.25, 0.7
    -30.75,     126.5, 0.7
    -30.75,    126.75, 0.7
    -30.75,       127, 0.7
    -30.75,    127.25, 0.8
    -30.75,     127.5, 0.8
    -30.75,    127.75, 0.8
    -30.75,       128, 0.8
    -30.75,    128.25, 0.8
    -30.75,     128.5, 0.8
    -30.75,    128.75, 0.9
    -30.75,       129, 0.9
    -30.75,    129.25, 0.9
    -30.75,     129.5, 0.8
    -30.75,    129.75, 0.8
    -30.75,       130, 0.7
    -30.75,    130.25, 0.7
    -30.75,     130.5, 0.7
    -30.75,    130.75, 0.6
    -30.75,       131, 0.6
    -30.75,    131.25, 0.6
    -30.75,     131.5, 0.6
    -30.75,    131.75, 0.7
    -30.75,       132, 0.7
    -30.75,    132.25, 0.8
    -30.75,     132.5, 0.8
    -30.75,    132.75, 1.0
    -30.75,       133, 1.0
    -30.75,    133.25, 1.0
    -30.75,     133.5, 0.9
    -30.75,    133.75, 1.0
    -30.75,       134, 0.9
    -30.75,    134.25, 0.8
    -30.75,     134.5, 0.8
    -30.75,    134.75, 1.0
    -30.75,       135, 0.9
    -30.75,    135.25, 1.0
    -30.75,     135.5, 0.8
    -30.75,    135.75, 0.9
    -30.75,       136, 0.9
    -30.75,    136.25, 1.0
    -30.75,     136.5, 1.0
    -30.75,    136.75, 1.2
    -30.75,       137, 1.2
    -30.75,    137.25, 1.1
    -30.75,     137.5, 1.2
    -30.75,    137.75, 1.1
    -30.75,       138, 1.1
    -30.75,    138.25, 1.2
    -30.75,     138.5, 1.3
    -30.75,    138.75, 1.6
    -30.75,       139, 1.2
    -30.75,    139.25, 1.1
    -30.75,     139.5, 1.0
    -30.75,    139.75, 1.0
    -30.75,       140, 1.0
    -30.75,    140.25, 0.9
    -30.75,     140.5, 1.0
    -30.75,    140.75, 1.0
    -30.75,       141, 1.1
    -30.75,    141.25, 1.3
    -30.75,     141.5, 1.5
    -30.75,    141.75, 1.4
    -30.75,       142, 1.3
    -30.75,    142.25, 1.3
    -30.75,     142.5, 1.3
    -30.75,    142.75, 1.6
    -30.75,       143, 1.2
    -30.75,    143.25, 1.2
    -30.75,     143.5, 1.2
    -30.75,    143.75, 1.2
    -30.75,       144, 1.2
    -30.75,    144.25, 1.3
    -30.75,     144.5, 1.4
    -30.75,    144.75, 1.6
    -30.75,       145, 1.6
    -30.75,    145.25, 1.7
    -30.75,     145.5, 1.5
    -30.75,    145.75, 1.5
    -30.75,       146, 1.6
    -30.75,    146.25, 1.8
    -30.75,     146.5, 1.9
    -30.75,    146.75, 2.0
    -30.75,       147, 1.9
    -30.75,    147.25, 2.0
    -30.75,     147.5, 1.9
    -30.75,    147.75, 1.8
    -30.75,       148, 1.8
    -30.75,    148.25, 1.9
    -30.75,     148.5, 1.8
    -30.75,    148.75, 1.8
    -30.75,       149, 2.4
    -30.75,    149.25, 2.2
    -30.75,     149.5, 2.1
    -30.75,    149.75, 1.8
    -30.75,       150, 1.6
    -30.75,    150.25, 1.5
    -30.75,     150.5, 1.4
    -30.75,    150.75, 1.4
    -30.75,       151, 1.4
    -30.75,    151.25, 1.5
    -30.75,     151.5, 1.7
    -30.75,    151.75, 1.8
    -30.75,       152, 2.0
    -30.75,    152.25, 2.6
    -30.75,     152.5, 2.7
    -30.75,    152.75, 3.0
    -30.75,       153, 3.5
    -30.75,    153.25,-9999.0
    -30.75,     153.5,-9999.0
    -30.75,    153.75,-9999.0
    -30.75,       154,-9999.0
       -31,       112,-9999.0
       -31,    112.25,-9999.0
       -31,     112.5,-9999.0
       -31,    112.75,-9999.0
       -31,       113,-9999.0
       -31,    113.25,-9999.0
       -31,     113.5,-9999.0
       -31,    113.75,-9999.0
       -31,       114,-9999.0
       -31,    114.25,-9999.0
       -31,     114.5,-9999.0
       -31,    114.75,-9999.0
       -31,       115,-9999.0
       -31,    115.25,-9999.0
       -31,     115.5,-3.7
       -31,    115.75,-3.5
       -31,       116,-3.2
       -31,    116.25,-2.9
       -31,     116.5,-1.9
       -31,    116.75,-1.5
       -31,       117,-1.3
       -31,    117.25,-1.2
       -31,     117.5,-1.1
       -31,    117.75,-1.1
       -31,       118,-0.9
       -31,    118.25,-0.8
       -31,     118.5,-0.8
       -31,    118.75,-0.7
       -31,       119,-0.6
       -31,    119.25,-0.5
       -31,     119.5,-0.5
       -31,    119.75,-0.4
       -31,       120,-0.3
       -31,    120.25,-0.2
       -31,     120.5,-0.1
       -31,    120.75,-0.1
       -31,       121, 0.0
       -31,    121.25, 0.1
       -31,     121.5, 0.1
       -31,    121.75, 0.2
       -31,       122, 0.2
       -31,    122.25, 0.3
       -31,     122.5, 0.3
       -31,    122.75, 0.4
       -31,       123, 0.5
       -31,    123.25, 0.5
       -31,     123.5, 0.5
       -31,    123.75, 0.5
       -31,       124, 0.5
       -31,    124.25, 0.5
       -31,     124.5, 0.5
       -31,    124.75, 0.5
       -31,       125, 0.5
       -31,    125.25, 0.5
       -31,     125.5, 0.6
       -31,    125.75, 0.6
       -31,       126, 0.7
       -31,    126.25, 0.7
       -31,     126.5, 0.7
       -31,    126.75, 0.7
       -31,       127, 0.7
       -31,    127.25, 0.8
       -31,     127.5, 0.8
       -31,    127.75, 0.8
       -31,       128, 0.8
       -31,    128.25, 0.8
       -31,     128.5, 0.8
       -31,    128.75, 0.8
       -31,       129, 0.8
       -31,    129.25, 0.8
       -31,     129.5, 0.8
       -31,    129.75, 0.7
       -31,       130, 0.7
       -31,    130.25, 0.6
       -31,     130.5, 0.6
       -31,    130.75, 0.6
       -31,       131, 0.5
       -31,    131.25, 0.5
       -31,     131.5, 0.6
       -31,    131.75, 0.7
       -31,       132, 0.7
       -31,    132.25, 0.8
       -31,     132.5, 0.8
       -31,    132.75, 0.8
       -31,       133, 0.9
       -31,    133.25, 0.9
       -31,     133.5, 0.9
       -31,    133.75, 0.9
       -31,       134, 0.9
       -31,    134.25, 1.0
       -31,     134.5, 0.9
       -31,    134.75, 0.8
       -31,       135, 0.8
       -31,    135.25, 0.8
       -31,     135.5, 0.8
       -31,    135.75, 0.7
       -31,       136, 0.8
       -31,    136.25, 0.9
       -31,     136.5, 1.0
       -31,    136.75, 1.0
       -31,       137, 1.1
       -31,    137.25, 1.1
       -31,     137.5, 1.2
       -31,    137.75, 1.1
       -31,       138, 1.1
       -31,    138.25, 1.2
       -31,     138.5, 1.9
       -31,    138.75, 2.0
       -31,       139, 1.3
       -31,    139.25, 1.2
       -31,     139.5, 1.0
       -31,    139.75, 1.0
       -31,       140, 1.0
       -31,    140.25, 1.0
       -31,     140.5, 1.0
       -31,    140.75, 1.0
       -31,       141, 1.1
       -31,    141.25, 1.1
       -31,     141.5, 1.4
       -31,    141.75, 1.4
       -31,       142, 1.3
       -31,    142.25, 1.2
       -31,     142.5, 1.3
       -31,    142.75, 1.2
       -31,       143, 1.2
       -31,    143.25, 1.1
       -31,     143.5, 1.1
       -31,    143.75, 1.1
       -31,       144, 1.2
       -31,    144.25, 1.3
       -31,     144.5, 1.4
       -31,    144.75, 1.5
       -31,       145, 1.6
       -31,    145.25, 1.5
       -31,     145.5, 1.4
       -31,    145.75, 1.4
       -31,       146, 1.5
       -31,    146.25, 1.7
       -31,     146.5, 1.8
       -31,    146.75, 1.8
       -31,       147, 1.9
       -31,    147.25, 1.9
       -31,     147.5, 1.9
       -31,    147.75, 1.8
       -31,       148, 1.8
       -31,    148.25, 1.8
       -31,     148.5, 1.8
       -31,    148.75, 1.7
       -31,       149, 2.0
       -31,    149.25, 1.9
       -31,     149.5, 1.9
       -31,    149.75, 1.6
       -31,       150, 1.7
       -31,    150.25, 1.6
       -31,     150.5, 1.5
       -31,    150.75, 1.5
       -31,       151, 1.7
       -31,    151.25, 2.2
       -31,     151.5, 2.2
       -31,    151.75, 2.4
       -31,       152, 2.6
       -31,    152.25, 3.2
       -31,     152.5, 3.3
       -31,    152.75, 3.4
       -31,       153, 3.9
       -31,    153.25,-9999.0
       -31,     153.5,-9999.0
       -31,    153.75,-9999.0
       -31,       154,-9999.0
    -31.25,       112,-9999.0
    -31.25,    112.25,-9999.0
    -31.25,     112.5,-9999.0
    -31.25,    112.75,-9999.0
    -31.25,       113,-9999.0
    -31.25,    113.25,-9999.0
    -31.25,     113.5,-9999.0
    -31.25,    113.75,-9999.0
    -31.25,       114,-9999.0
    -31.25,    114.25,-9999.0
    -31.25,     114.5,-9999.0
    -31.25,    114.75,-9999.0
    -31.25,       115,-9999.0
    -31.25,    115.25,-9999.0
    -31.25,     115.5,-3.9
    -31.25,    115.75,-4.0
    -31.25,       116,-3.5
    -31.25,    116.25,-3.7
    -31.25,     116.5,-2.6
    -31.25,    116.75,-1.7
    -31.25,       117,-1.5
    -31.25,    117.25,-1.4
    -31.25,     117.5,-1.3
    -31.25,    117.75,-1.1
    -31.25,       118,-1.1
    -31.25,    118.25,-1.0
    -31.25,     118.5,-1.0
    -31.25,    118.75,-0.9
    -31.25,       119,-0.8
    -31.25,    119.25,-0.7
    -31.25,     119.5,-0.7
    -31.25,    119.75,-0.5
    -31.25,       120,-0.5
    -31.25,    120.25,-0.4
    -31.25,     120.5,-0.3
    -31.25,    120.75,-0.2
    -31.25,       121,-0.2
    -31.25,    121.25,-0.1
    -31.25,     121.5, 0.0
    -31.25,    121.75, 0.0
    -31.25,       122, 0.1
    -31.25,    122.25, 0.2
    -31.25,     122.5, 0.2
    -31.25,    122.75, 0.3
    -31.25,       123, 0.4
    -31.25,    123.25, 0.4
    -31.25,     123.5, 0.4
    -31.25,    123.75, 0.4
    -31.25,       124, 0.4
    -31.25,    124.25, 0.4
    -31.25,     124.5, 0.4
    -31.25,    124.75, 0.4
    -31.25,       125, 0.4
    -31.25,    125.25, 0.5
    -31.25,     125.5, 0.5
    -31.25,    125.75, 0.6
    -31.25,       126, 0.6
    -31.25,    126.25, 0.7
    -31.25,     126.5, 0.7
    -31.25,    126.75, 0.7
    -31.25,       127, 0.8
    -31.25,    127.25, 0.8
    -31.25,     127.5, 0.8
    -31.25,    127.75, 0.7
    -31.25,       128, 0.7
    -31.25,    128.25, 0.7
    -31.25,     128.5, 0.8
    -31.25,    128.75, 0.7
    -31.25,       129, 0.7
    -31.25,    129.25, 0.7
    -31.25,     129.5, 0.6
    -31.25,    129.75, 0.6
    -31.25,       130, 0.5
    -31.25,    130.25, 0.5
    -31.25,     130.5, 0.5
    -31.25,    130.75, 0.4
    -31.25,       131, 0.4
    -31.25,    131.25, 0.3
    -31.25,     131.5, 0.4
    -31.25,    131.75, 0.5
    -31.25,       132, 0.6
    -31.25,    132.25, 0.7
    -31.25,     132.5, 0.7
    -31.25,    132.75, 0.8
    -31.25,       133, 0.9
    -31.25,    133.25, 0.9
    -31.25,     133.5, 0.9
    -31.25,    133.75, 0.9
    -31.25,       134, 0.9
    -31.25,    134.25, 1.0
    -31.25,     134.5, 0.8
    -31.25,    134.75, 0.9
    -31.25,       135, 0.9
    -31.25,    135.25, 0.8
    -31.25,     135.5, 0.7
    -31.25,    135.75, 0.7
    -31.25,       136, 0.7
    -31.25,    136.25, 0.8
    -31.25,     136.5, 0.9
    -31.25,    136.75, 1.0
    -31.25,       137, 1.0
    -31.25,    137.25, 1.1
    -31.25,     137.5, 1.1
    -31.25,    137.75, 1.1
    -31.25,       138, 1.1
    -31.25,    138.25, 1.2
    -31.25,     138.5, 1.6
    -31.25,    138.75, 1.7
    -31.25,       139, 1.4
    -31.25,    139.25, 1.1
    -31.25,     139.5, 1.1
    -31.25,    139.75, 1.1
    -31.25,       140, 1.1
    -31.25,    140.25, 1.1
    -31.25,     140.5, 0.9
    -31.25,    140.75, 1.0
    -31.25,       141, 1.1
    -31.25,    141.25, 1.3
    -31.25,     141.5, 1.4
    -31.25,    141.75, 1.3
    -31.25,       142, 1.2
    -31.25,    142.25, 1.1
    -31.25,     142.5, 1.2
    -31.25,    142.75, 1.3
    -31.25,       143, 1.1
    -31.25,    143.25, 1.1
    -31.25,     143.5, 1.1
    -31.25,    143.75, 1.3
    -31.25,       144, 1.2
    -31.25,    144.25, 1.3
    -31.25,     144.5, 1.4
    -31.25,    144.75, 1.5
    -31.25,       145, 1.4
    -31.25,    145.25, 1.4
    -31.25,     145.5, 1.3
    -31.25,    145.75, 1.3
    -31.25,       146, 1.4
    -31.25,    146.25, 1.6
    -31.25,     146.5, 1.7
    -31.25,    146.75, 1.8
    -31.25,       147, 1.7
    -31.25,    147.25, 1.8
    -31.25,     147.5, 1.8
    -31.25,    147.75, 1.8
    -31.25,       148, 1.7
    -31.25,    148.25, 1.7
    -31.25,     148.5, 1.8
    -31.25,    148.75, 1.7
    -31.25,       149, 1.7
    -31.25,    149.25, 1.5
    -31.25,     149.5, 1.6
    -31.25,    149.75, 1.6
    -31.25,       150, 2.0
    -31.25,    150.25, 1.7
    -31.25,     150.5, 1.7
    -31.25,    150.75, 1.9
    -31.25,       151, 1.6
    -31.25,    151.25, 1.8
    -31.25,     151.5, 2.4
    -31.25,    151.75, 2.6
    -31.25,       152, 2.7
    -31.25,    152.25, 2.9
    -31.25,     152.5, 3.6
    -31.25,    152.75, 3.9
    -31.25,       153, 4.3
    -31.25,    153.25,-9999.0
    -31.25,     153.5,-9999.0
    -31.25,    153.75,-9999.0
    -31.25,       154,-9999.0
     -31.5,       112,-9999.0
     -31.5,    112.25,-9999.0
     -31.5,     112.5,-9999.0
     -31.5,    112.75,-9999.0
     -31.5,       113,-9999.0
     -31.5,    113.25,-9999.0
     -31.5,     113.5,-9999.0
     -31.5,    113.75,-9999.0
     -31.5,       114,-9999.0
     -31.5,    114.25,-9999.0
     -31.5,     114.5,-9999.0
     -31.5,    114.75,-9999.0
     -31.5,       115,-9999.0
     -31.5,    115.25,-9999.0
     -31.5,     115.5,-9999.0
     -31.5,    115.75,-4.1
     -31.5,       116,-4.2
     -31.5,    116.25,-4.2
     -31.5,     116.5,-3.2
     -31.5,    116.75,-2.1
     -31.5,       117,-1.6
     -31.5,    117.25,-1.6
     -31.5,     117.5,-1.4
     -31.5,    117.75,-1.3
     -31.5,       118,-1.2
     -31.5,    118.25,-1.2
     -31.5,     118.5,-1.1
     -31.5,    118.75,-1.0
     -31.5,       119,-1.0
     -31.5,    119.25,-0.9
     -31.5,     119.5,-0.8
     -31.5,    119.75,-0.7
     -31.5,       120,-0.6
     -31.5,    120.25,-0.5
     -31.5,     120.5,-0.4
     -31.5,    120.75,-0.3
     -31.5,       121,-0.3
     -31.5,    121.25,-0.2
     -31.5,     121.5,-0.2
     -31.5,    121.75,-0.1
     -31.5,       122, 0.0
     -31.5,    122.25, 0.0
     -31.5,     122.5, 0.1
     -31.5,    122.75, 0.2
     -31.5,       123, 0.2
     -31.5,    123.25, 0.3
     -31.5,     123.5, 0.3
     -31.5,    123.75, 0.4
     -31.5,       124, 0.4
     -31.5,    124.25, 0.4
     -31.5,     124.5, 0.4
     -31.5,    124.75, 0.4
     -31.5,       125, 0.4
     -31.5,    125.25, 0.4
     -31.5,     125.5, 0.5
     -31.5,    125.75, 0.5
     -31.5,       126, 0.6
     -31.5,    126.25, 0.7
     -31.5,     126.5, 0.7
     -31.5,    126.75, 0.7
     -31.5,       127, 0.7
     -31.5,    127.25, 0.7
     -31.5,     127.5, 0.7
     -31.5,    127.75, 0.6
     -31.5,       128, 0.6
     -31.5,    128.25, 0.6
     -31.5,     128.5, 0.6
     -31.5,    128.75, 0.6
     -31.5,       129, 0.6
     -31.5,    129.25, 0.6
     -31.5,     129.5, 0.5
     -31.5,    129.75, 0.5
     -31.5,       130, 0.4
     -31.5,    130.25, 0.4
     -31.5,     130.5, 0.3
     -31.5,    130.75, 0.3
     -31.5,       131, 0.2
     -31.5,    131.25,-9999.0
     -31.5,     131.5, 0.3
     -31.5,    131.75, 0.4
     -31.5,       132, 0.5
     -31.5,    132.25, 0.6
     -31.5,     132.5, 0.6
     -31.5,    132.75, 0.7
     -31.5,       133, 0.8
     -31.5,    133.25, 0.8
     -31.5,     133.5, 0.8
     -31.5,    133.75, 0.9
     -31.5,       134, 0.8
     -31.5,    134.25, 0.9
     -31.5,     134.5, 0.9
     -31.5,    134.75, 0.8
     -31.5,       135, 0.9
     -31.5,    135.25, 0.8
     -31.5,     135.5, 0.7
     -31.5,    135.75, 0.9
     -31.5,       136, 0.7
     -31.5,    136.25, 0.8
     -31.5,     136.5, 0.9
     -31.5,    136.75, 0.8
     -31.5,       137, 1.0
     -31.5,    137.25, 1.0
     -31.5,     137.5, 1.1
     -31.5,    137.75, 1.1
     -31.5,       138, 1.2
     -31.5,    138.25, 1.6
     -31.5,     138.5, 1.4
     -31.5,    138.75, 2.0
     -31.5,       139, 1.2
     -31.5,    139.25, 1.1
     -31.5,     139.5, 1.1
     -31.5,    139.75, 1.2
     -31.5,       140, 1.2
     -31.5,    140.25, 1.3
     -31.5,     140.5, 0.9
     -31.5,    140.75, 0.9
     -31.5,       141, 1.1
     -31.5,    141.25, 1.3
     -31.5,     141.5, 1.2
     -31.5,    141.75, 1.1
     -31.5,       142, 1.1
     -31.5,    142.25, 1.3
     -31.5,     142.5, 1.2
     -31.5,    142.75, 1.1
     -31.5,       143, 1.1
     -31.5,    143.25, 1.1
     -31.5,     143.5, 1.1
     -31.5,    143.75, 1.2
     -31.5,       144, 1.2
     -31.5,    144.25, 1.3
     -31.5,     144.5, 1.4
     -31.5,    144.75, 1.4
     -31.5,       145, 1.4
     -31.5,    145.25, 1.3
     -31.5,     145.5, 1.3
     -31.5,    145.75, 1.5
     -31.5,       146, 1.4
     -31.5,    146.25, 1.5
     -31.5,     146.5, 1.8
     -31.5,    146.75, 1.7
     -31.5,       147, 1.7
     -31.5,    147.25, 1.7
     -31.5,     147.5, 1.7
     -31.5,    147.75, 1.7
     -31.5,       148, 1.7
     -31.5,    148.25, 1.7
     -31.5,     148.5, 1.7
     -31.5,    148.75, 1.7
     -31.5,       149, 1.7
     -31.5,    149.25, 1.5
     -31.5,     149.5, 1.5
     -31.5,    149.75, 1.6
     -31.5,       150, 1.3
     -31.5,    150.25, 1.6
     -31.5,     150.5, 1.7
     -31.5,    150.75, 1.5
     -31.5,       151, 1.5
     -31.5,    151.25, 2.0
     -31.5,     151.5, 3.2
     -31.5,    151.75, 2.6
     -31.5,       152, 2.4
     -31.5,    152.25, 2.9
     -31.5,     152.5, 3.3
     -31.5,    152.75, 4.1
     -31.5,       153,-9999.0
     -31.5,    153.25,-9999.0
     -31.5,     153.5,-9999.0
     -31.5,    153.75,-9999.0
     -31.5,       154,-9999.0
    -31.75,       112,-9999.0
    -31.75,    112.25,-9999.0
    -31.75,     112.5,-9999.0
    -31.75,    112.75,-9999.0
    -31.75,       113,-9999.0
    -31.75,    113.25,-9999.0
    -31.75,     113.5,-9999.0
    -31.75,    113.75,-9999.0
    -31.75,       114,-9999.0
    -31.75,    114.25,-9999.0
    -31.75,     114.5,-9999.0
    -31.75,    114.75,-9999.0
    -31.75,       115,-9999.0
    -31.75,    115.25,-9999.0
    -31.75,     115.5,-9999.0
    -31.75,    115.75,-4.7
    -31.75,       116,-4.8
    -31.75,    116.25,-4.8
    -31.75,     116.5,-3.4
    -31.75,    116.75,-2.2
    -31.75,       117,-1.7
    -31.75,    117.25,-1.5
    -31.75,     117.5,-1.4
    -31.75,    117.75,-1.4
    -31.75,       118,-1.3
    -31.75,    118.25,-1.3
    -31.75,     118.5,-1.2
    -31.75,    118.75,-1.2
    -31.75,       119,-1.1
    -31.75,    119.25,-1.0
    -31.75,     119.5,-0.9
    -31.75,    119.75,-0.8
    -31.75,       120,-0.7
    -31.75,    120.25,-0.6
    -31.75,     120.5,-0.5
    -31.75,    120.75,-0.4
    -31.75,       121,-0.4
    -31.75,    121.25,-0.3
    -31.75,     121.5,-0.3
    -31.75,    121.75,-0.2
    -31.75,       122,-0.2
    -31.75,    122.25,-0.1
    -31.75,     122.5, 0.0
    -31.75,    122.75, 0.0
    -31.75,       123, 0.1
    -31.75,    123.25, 0.2
    -31.75,     123.5, 0.2
    -31.75,    123.75, 0.3
    -31.75,       124, 0.3
    -31.75,    124.25, 0.3
    -31.75,     124.5, 0.3
    -31.75,    124.75, 0.4
    -31.75,       125, 0.4
    -31.75,    125.25, 0.4
    -31.75,     125.5, 0.5
    -31.75,    125.75, 0.5
    -31.75,       126, 0.6
    -31.75,    126.25, 0.6
    -31.75,     126.5, 0.7
    -31.75,    126.75, 0.7
    -31.75,       127, 0.7
    -31.75,    127.25, 0.7
    -31.75,     127.5, 0.7
    -31.75,    127.75, 0.6
    -31.75,       128, 0.6
    -31.75,    128.25, 0.6
    -31.75,     128.5, 0.6
    -31.75,    128.75, 0.5
    -31.75,       129,-9999.0
    -31.75,    129.25,-9999.0
    -31.75,     129.5,-9999.0
    -31.75,    129.75,-9999.0
    -31.75,       130,-9999.0
    -31.75,    130.25,-9999.0
    -31.75,     130.5,-9999.0
    -31.75,    130.75,-9999.0
    -31.75,       131,-9999.0
    -31.75,    131.25,-9999.0
    -31.75,     131.5,-9999.0
    -31.75,    131.75,-9999.0
    -31.75,       132, 0.4
    -31.75,    132.25, 0.5
    -31.75,     132.5, 0.6
    -31.75,    132.75, 0.7
    -31.75,       133, 0.7
    -31.75,    133.25, 0.8
    -31.75,     133.5, 0.8
    -31.75,    133.75, 0.8
    -31.75,       134, 0.8
    -31.75,    134.25, 0.9
    -31.75,     134.5, 1.0
    -31.75,    134.75, 0.9
    -31.75,       135, 0.8
    -31.75,    135.25, 0.9
    -31.75,     135.5, 0.8
    -31.75,    135.75, 0.9
    -31.75,       136, 0.8
    -31.75,    136.25, 0.8
    -31.75,     136.5, 0.9
    -31.75,    136.75, 0.8
    -31.75,       137, 1.0
    -31.75,    137.25, 1.0
    -31.75,     137.5, 1.0
    -31.75,    137.75, 1.1
    -31.75,       138, 1.9
    -31.75,    138.25, 1.2
    -31.75,     138.5, 1.3
    -31.75,    138.75, 1.3
    -31.75,       139, 1.0
    -31.75,    139.25, 0.9
    -31.75,     139.5, 1.1
    -31.75,    139.75, 1.1
    -31.75,       140, 1.3
    -31.75,    140.25, 1.1
    -31.75,     140.5, 0.9
    -31.75,    140.75, 0.9
    -31.75,       141, 1.2
    -31.75,    141.25, 1.1
    -31.75,     141.5, 1.0
    -31.75,    141.75, 1.0
    -31.75,       142, 1.0
    -31.75,    142.25, 1.1
    -31.75,     142.5, 1.1
    -31.75,    142.75, 1.1
    -31.75,       143, 1.1
    -31.75,    143.25, 1.1
    -31.75,     143.5, 1.1
    -31.75,    143.75, 1.2
    -31.75,       144, 1.2
    -31.75,    144.25, 1.2
    -31.75,     144.5, 1.3
    -31.75,    144.75, 1.4
    -31.75,       145, 1.3
    -31.75,    145.25, 1.2
    -31.75,     145.5, 1.2
    -31.75,    145.75, 1.2
    -31.75,       146, 1.3
    -31.75,    146.25, 1.4
    -31.75,     146.5, 1.6
    -31.75,    146.75, 1.6
    -31.75,       147, 1.5
    -31.75,    147.25, 1.5
    -31.75,     147.5, 1.6
    -31.75,    147.75, 1.7
    -31.75,       148, 1.6
    -31.75,    148.25, 1.6
    -31.75,     148.5, 1.7
