APSIM output file, version = 5.3
Title = stock lablab SAMPLE Simulation
           Date           rain            lai     lablab.lai          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7) soilwat2.sw(1) soilwat2.sw(2) soilwat2.sw(3) soilwat2.sw(4) soilwat2.sw(5) soilwat2.sw(6) soilwat2.sw(7)         number          stock            age         weight stock.cond_score         intake
             ()           (mm)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)              (?)            (?)
     16/02/1989          0.000          0.035          0.035          0.389          0.393          0.396          0.395          0.394          0.394          0.397          0.389          0.393          0.396          0.395          0.394          0.394          0.397         19.000              ?        449.000        172.986            0.119          0.634
     17/02/1989          0.000          0.035          0.035          0.388          0.391          0.395          0.395          0.394          0.394          0.397          0.388          0.391          0.395          0.395          0.394          0.394          0.397         19.000              ?        450.000        171.899            0.093          0.642
     18/02/1989          0.000          0.035          0.035          0.386          0.390          0.394          0.394          0.394          0.395          0.397          0.386          0.390          0.394          0.394          0.394          0.395          0.397         19.000              ?        451.000        170.818            0.067          0.641
     19/02/1989          0.000          0.035          0.035          0.385          0.389          0.393          0.394          0.394          0.395          0.397          0.385          0.389          0.393          0.394          0.394          0.395          0.397         19.000              ?        452.000        169.742            0.041          0.639
     20/02/1989          0.000          0.035          0.035          0.384          0.388          0.392          0.394          0.394          0.395          0.398          0.384          0.388          0.392          0.394          0.394          0.395          0.398         19.000              ?        453.000        168.674            0.016          0.641
     21/02/1989         99.000          0.035          0.035          0.462          0.499          0.456          0.403          0.395          0.395          0.398          0.462          0.499          0.456          0.403          0.395          0.395          0.398         18.000              ?        454.000        168.498            0.010          0.646
     22/02/1989          0.000          0.035          0.035          0.450          0.487          0.451          0.409          0.397          0.396          0.398          0.450          0.487          0.451          0.409          0.397          0.396          0.398         18.000              ?        455.000        167.430           -0.016          0.624
     23/02/1989          0.000          0.035          0.035          0.450          0.474          0.448          0.413          0.398          0.397          0.399          0.450          0.474          0.448          0.413          0.398          0.397          0.399         18.000              ?        456.000        166.369           -0.041          0.625
     24/02/1989          0.200          0.035          0.035          0.450          0.464          0.445          0.415          0.400          0.397          0.399          0.450          0.464          0.445          0.415          0.400          0.397          0.399         18.000              ?        457.000        165.310           -0.066          0.616
     25/02/1989          0.000          0.035          0.035          0.450          0.453          0.444          0.416          0.401          0.398          0.399          0.450          0.453          0.444          0.416          0.401          0.398          0.399         17.000              ?        458.000        165.163           -0.071          0.598
     26/02/1989          0.000          0.035          0.035          0.448          0.448          0.441          0.417          0.403          0.399          0.400          0.448          0.448          0.441          0.417          0.403          0.399          0.400         16.000              ?        459.000        165.082           -0.075          0.624
     27/02/1989          0.000          0.035          0.035          0.444          0.444          0.439          0.418          0.404          0.400          0.400          0.444          0.444          0.439          0.418          0.404          0.400          0.400         16.000              ?        460.000        164.045           -0.100          0.645
     28/02/1989          0.000          0.035          0.035          0.441          0.441          0.438          0.419          0.405          0.401          0.401          0.441          0.441          0.438          0.419          0.405          0.401          0.401         16.000              ?        461.000        163.019           -0.125          0.652
     01/03/1989          0.000          0.035          0.035          0.438          0.439          0.436          0.419          0.406          0.401          0.402          0.438          0.439          0.436          0.419          0.406          0.401          0.402         15.000              ?        462.000        163.000           -0.127          0.628
     02/03/1989          0.000          0.035          0.035          0.435          0.436          0.434          0.419          0.407          0.402          0.402          0.435          0.436          0.434          0.419          0.407          0.402          0.402         15.000              ?        463.000        161.972           -0.151          0.636
     03/03/1989          0.000          0.035          0.035          0.433          0.434          0.433          0.419          0.408          0.403          0.403          0.433          0.434          0.433          0.419          0.408          0.403          0.403         15.000              ?        464.000        160.958           -0.176          0.651
     04/03/1989          0.000          0.035          0.035          0.430          0.432          0.431          0.419          0.408          0.404          0.404          0.430          0.432          0.431          0.419          0.408          0.404          0.404         15.000              ?        465.000        159.944           -0.199          0.636
     05/03/1989          2.800          0.035          0.035          0.428          0.430          0.430          0.419          0.409          0.404          0.404          0.428          0.430          0.430          0.419          0.409          0.404          0.404         15.000              ?        466.000        158.935           -0.223          0.635
     06/03/1989          0.000          0.035          0.035          0.426          0.428          0.428          0.419          0.410          0.405          0.405          0.426          0.428          0.428          0.419          0.410          0.405          0.405         15.000              ?        467.000        157.930           -0.247          0.631
     07/03/1989          0.000          0.036          0.036          0.424          0.426          0.427          0.419          0.410          0.406          0.406          0.424          0.426          0.427          0.419          0.410          0.406          0.406         14.000              ?        468.000        157.995           -0.248          0.665
     08/03/1989          0.000          0.036          0.036          0.422          0.425          0.426          0.418          0.410          0.406          0.406          0.422          0.425          0.426          0.418          0.410          0.406          0.406         14.000              ?        469.000        157.025           -0.271          0.691
     09/03/1989          0.000          0.037          0.037          0.421          0.423          0.424          0.418          0.411          0.407          0.407          0.421          0.423          0.424          0.418          0.411          0.407          0.407         13.000              ?        470.000        157.185           -0.270          0.713
     10/03/1989          0.000          0.039          0.039          0.419          0.421          0.423          0.418          0.411          0.407          0.408          0.419          0.421          0.423          0.418          0.411          0.407          0.408         12.000              ?        471.000        157.447           -0.266          0.744
     11/03/1989          0.000          0.040          0.040          0.417          0.420          0.422          0.417          0.411          0.408          0.409          0.417          0.420          0.422          0.417          0.411          0.408          0.409         12.000              ?        472.000        156.522           -0.289          0.780
     12/03/1989          0.000          0.041          0.041          0.416          0.419          0.421          0.417          0.411          0.408          0.409          0.416          0.419          0.421          0.417          0.411          0.408          0.409         12.000              ?        473.000        155.616           -0.310          0.807
     13/03/1989          0.000          0.042          0.042          0.414          0.417          0.420          0.416          0.411          0.408          0.410          0.414          0.417          0.420          0.416          0.411          0.408          0.410         11.000              ?        474.000        156.018           -0.304          0.836
     14/03/1989          0.000          0.043          0.043          0.413          0.416          0.419          0.416          0.411          0.409          0.410          0.413          0.416          0.419          0.416          0.411          0.409          0.410         11.000              ?        475.000        155.140           -0.325          0.861
     15/03/1989          0.000          0.045          0.045          0.412          0.415          0.418          0.415          0.412          0.410          0.410          0.412          0.415          0.418          0.415          0.412          0.410          0.410         10.000              ?        476.000        155.649           -0.315          0.817
     16/03/1989         13.000          0.040          0.040          0.450          0.437          0.421          0.416          0.413          0.410          0.410          0.450          0.437          0.421          0.416          0.413          0.410          0.410         10.000              ?        477.000        154.785           -0.337          0.887
     17/03/1989          2.400          0.035          0.035          0.445          0.438          0.424          0.416          0.414          0.410          0.410          0.445          0.438          0.424          0.416          0.414          0.410          0.410         10.000              ?        478.000        153.911           -0.357          0.850
     18/03/1989          0.000          0.035          0.035          0.431          0.430          0.424          0.417          0.415          0.410          0.410          0.431          0.430          0.424          0.417          0.415          0.410          0.410          9.000              ?        479.000        154.548           -0.344          0.800
     19/03/1989          0.000          0.036          0.036          0.426          0.426          0.424          0.418          0.416          0.410          0.410          0.426          0.426          0.424          0.418          0.416          0.410          0.410          9.000              ?        480.000        153.644           -0.366          0.782
     20/03/1989          0.000          0.038          0.038          0.422          0.424          0.423          0.418          0.417          0.410          0.410          0.422          0.424          0.423          0.418          0.417          0.410          0.410          9.000              ?        481.000        152.751           -0.387          0.794
     21/03/1989          0.000          0.042          0.042          0.419          0.421          0.422          0.418          0.418          0.410          0.410          0.419          0.421          0.422          0.418          0.418          0.410          0.410          8.000              ?        482.000        153.573           -0.371          0.840
     22/03/1989          0.000          0.045          0.045          0.416          0.419          0.421          0.418          0.418          0.410          0.410          0.416          0.419          0.421          0.418          0.418          0.410          0.410          8.000              ?        483.000        152.726           -0.392          0.892
     23/03/1989          0.000          0.049          0.049          0.414          0.417          0.420          0.418          0.419          0.410          0.410          0.414          0.417          0.420          0.418          0.419          0.410          0.410          8.000              ?        484.000        151.907           -0.412          0.942
     24/03/1989          0.000          0.055          0.055          0.412          0.415          0.419          0.418          0.419          0.410          0.410          0.412          0.415          0.419          0.418          0.419          0.410          0.410          7.000              ?        485.000        152.979           -0.390          0.937
     25/03/1989          5.000          0.053          0.053          0.420          0.419          0.419          0.419          0.420          0.410          0.410          0.420          0.419          0.419          0.419          0.420          0.410          0.410          7.000              ?        486.000        152.211           -0.410          1.055
     26/03/1989         45.000          0.048          0.048          0.478          0.497          0.446          0.423          0.420          0.410          0.410          0.478          0.497          0.446          0.423          0.420          0.410          0.410          7.000              ?        487.000        151.452           -0.428          1.066
     27/03/1989         28.000          0.047          0.047          0.473          0.499          0.489          0.440          0.420          0.410          0.410          0.473          0.499          0.489          0.440          0.420          0.410          0.410          7.000              ?        488.000        150.679           -0.446          1.022
     28/03/1989          1.200          0.048          0.048          0.454          0.496          0.485          0.447          0.421          0.410          0.410          0.454          0.496          0.485          0.447          0.421          0.410          0.410          7.000              ?        489.000        149.908           -0.464          1.014
     29/03/1989          0.000          0.050          0.050          0.450          0.478          0.481          0.452          0.423          0.411          0.410          0.450          0.478          0.481          0.452          0.423          0.411          0.410          6.000              ?        490.000        151.284           -0.437          1.046
     30/03/1989          0.000          0.049          0.049          0.450          0.467          0.476          0.455          0.426          0.412          0.411          0.450          0.467          0.476          0.455          0.426          0.412          0.411          6.000              ?        491.000        150.538           -0.455          1.076
     31/03/1989          0.000          0.048          0.048          0.450          0.460          0.472          0.456          0.428          0.413          0.411          0.450          0.460          0.472          0.456          0.428          0.413          0.411          6.000              ?        492.000        149.794           -0.472          1.071
     01/04/1989          0.000          0.046          0.046          0.450          0.456          0.467          0.456          0.429          0.414          0.412          0.450          0.456          0.467          0.456          0.429          0.414          0.412          6.000              ?        493.000        149.048           -0.490          1.056
     02/04/1989          2.600          0.042          0.042          0.456          0.459          0.464          0.456          0.431          0.415          0.412          0.456          0.459          0.464          0.456          0.431          0.415          0.412          6.000              ?        494.000        148.299           -0.507          1.039
     03/04/1989          3.200          0.038          0.038          0.463          0.463          0.462          0.455          0.431          0.417          0.413          0.463          0.463          0.462          0.455          0.431          0.417          0.413          6.000              ?        495.000        147.528           -0.525          0.980
     04/04/1989          0.400          0.038          0.038          0.450          0.462          0.460          0.454          0.432          0.418          0.414          0.450          0.462          0.460          0.454          0.432          0.418          0.414          6.000              ?        496.000        146.740           -0.543          0.934
     05/04/1989          0.400          0.040          0.040          0.448          0.453          0.458          0.453          0.432          0.419          0.415          0.448          0.453          0.458          0.453          0.432          0.419          0.415          6.000              ?        497.000        145.953           -0.561          0.924
     06/04/1989          0.200          0.044          0.044          0.447          0.451          0.456          0.451          0.432          0.419          0.416          0.447          0.451          0.456          0.451          0.432          0.419          0.416          5.000              ?        498.000        147.599           -0.528          0.948
     07/04/1989          0.000          0.047          0.047          0.445          0.449          0.455          0.450          0.432          0.420          0.417          0.445          0.449          0.455          0.450          0.432          0.420          0.417          5.000              ?        499.000        146.838           -0.546          0.991
     08/04/1989          0.000          0.051          0.051          0.444          0.448          0.453          0.449          0.431          0.420          0.417          0.444          0.448          0.453          0.449          0.431          0.420          0.417          5.000              ?        500.000        146.100           -0.564          1.033
     09/04/1989          0.000          0.056          0.056          0.442          0.447          0.452          0.447          0.430          0.420          0.418          0.442          0.447          0.452          0.447          0.430          0.420          0.418          5.000              ?        501.000        145.397           -0.581          1.096
     10/04/1989          0.000          0.061          0.061          0.441          0.445          0.451          0.446          0.429          0.420          0.418          0.441          0.445          0.451          0.446          0.429          0.420          0.418          5.000              ?        502.000        144.731           -0.598          1.169
     11/04/1989          0.300          0.060          0.060          0.440          0.445          0.451          0.445          0.428          0.419          0.418          0.440          0.445          0.451          0.445          0.428          0.419          0.418          5.000              ?        503.000        144.100           -0.613          1.237
     12/04/1989          3.400          0.063          0.063          0.441          0.445          0.450          0.444          0.428          0.419          0.419          0.441          0.445          0.450          0.444          0.428          0.419          0.419          5.000              ?        504.000        143.472           -0.628          1.236
     13/04/1989          0.000          0.066          0.066          0.439          0.444          0.450          0.443          0.427          0.419          0.419          0.439          0.444          0.450          0.443          0.427          0.419          0.419          5.000              ?        505.000        142.868           -0.643          1.281
     14/04/1989          0.000          0.072          0.072          0.438          0.443          0.449          0.442          0.426          0.418          0.418          0.438          0.443          0.449          0.442          0.426          0.418          0.418          5.000              ?        506.000        142.294           -0.657          1.335
     15/04/1989          0.000          0.077          0.077          0.437          0.442          0.448          0.442          0.425          0.417          0.418          0.437          0.442          0.448          0.442          0.425          0.417          0.418          5.000              ?        507.000        141.761           -0.671          1.424
     16/04/1989          0.000          0.085          0.085          0.436          0.441          0.448          0.441          0.424          0.416          0.418          0.436          0.441          0.448          0.441          0.424          0.416          0.418          4.000              ?        508.000        144.085           -0.624          1.502
     17/04/1989          0.000          0.094          0.094          0.435          0.440          0.447          0.441          0.423          0.416          0.417          0.435          0.440          0.447          0.441          0.423          0.416          0.417          4.000              ?        509.000        143.628           -0.636          1.615
     18/04/1989          0.000          0.102          0.102          0.435          0.439          0.446          0.440          0.423          0.415          0.417          0.435          0.439          0.446          0.440          0.423          0.415          0.417          4.000              ?        510.000        143.235           -0.648          1.750
     19/04/1989          0.000          0.109          0.109          0.434          0.439          0.445          0.440          0.422          0.414          0.416          0.434          0.439          0.445          0.440          0.422          0.414          0.416          4.000              ?        511.000        142.902           -0.657          1.881
     20/04/1989          0.000          0.117          0.117          0.433          0.438          0.445          0.440          0.421          0.414          0.416          0.433          0.438          0.445          0.440          0.421          0.414          0.416          4.000              ?        512.000        142.626           -0.666          2.001
     21/04/1989          0.000          0.124          0.124          0.432          0.437          0.444          0.440          0.421          0.413          0.415          0.432          0.437          0.444          0.440          0.421          0.413          0.415          4.000              ?        513.000        142.407           -0.673          2.127
     22/04/1989          0.400          0.129          0.129          0.432          0.436          0.443          0.440          0.421          0.412          0.415          0.432          0.436          0.443          0.440          0.421          0.412          0.415          4.000              ?        514.000        142.244           -0.679          2.251
     23/04/1989          0.000          0.114          0.114          0.431          0.436          0.442          0.440          0.420          0.412          0.414          0.431          0.436          0.442          0.440          0.420          0.412          0.414          4.000              ?        515.000        142.104           -0.684          2.304
     24/04/1989         26.000          0.098          0.098          0.484          0.499          0.452          0.440          0.420          0.412          0.414          0.484          0.499          0.452          0.440          0.420          0.412          0.414          4.000              ?        516.000        141.889           -0.689          2.140
     25/04/1989          3.100          0.084          0.084          0.484          0.499          0.457          0.442          0.421          0.412          0.413          0.484          0.499          0.457          0.442          0.421          0.412          0.413          4.000              ?        517.000        141.593           -0.695          1.960
     26/04/1989         60.600          0.083          0.083          0.474          0.499          0.498          0.483          0.429          0.413          0.413          0.474          0.499          0.498          0.483          0.429          0.413          0.413          4.000              ?        518.000        141.254           -0.702          1.851
     27/04/1989          2.400          0.082          0.082          0.465          0.497          0.492          0.482          0.436          0.416          0.414          0.465          0.497          0.492          0.482          0.436          0.416          0.414          4.000              ?        519.000        140.911           -0.711          1.835
     28/04/1989          0.400          0.085          0.085          0.450          0.490          0.487          0.481          0.441          0.419          0.415          0.450          0.490          0.487          0.481          0.441          0.419          0.415          4.000              ?        520.000        140.569           -0.720          1.832
     29/04/1989          0.000          0.086          0.086          0.450          0.470          0.482          0.479          0.444          0.422          0.416          0.450          0.470          0.482          0.479          0.444          0.422          0.416          4.000              ?        521.000        140.241           -0.728          1.860
     30/04/1989          0.000          0.087          0.087          0.450          0.461          0.476          0.477          0.447          0.425          0.418          0.450          0.461          0.476          0.477          0.447          0.425          0.418          4.000              ?        522.000        139.919           -0.737          1.869
     01/05/1989          0.000          0.088          0.088          0.450          0.455          0.471          0.473          0.448          0.427          0.420          0.450          0.455          0.471          0.473          0.448          0.427          0.420          4.000              ?        523.000        139.602           -0.745          1.876
     02/05/1989          0.000          0.094          0.094          0.448          0.455          0.465          0.470          0.448          0.429          0.422          0.448          0.455          0.465          0.470          0.448          0.429          0.422          3.000              ?        524.000        142.763           -0.680          1.892
     03/05/1989          0.000          0.096          0.096          0.448          0.453          0.461          0.466          0.448          0.431          0.424          0.448          0.453          0.461          0.466          0.448          0.431          0.424          3.000              ?        525.000        142.470           -0.688          1.968
     04/05/1989          0.000          0.102          0.102          0.447          0.451          0.458          0.463          0.447          0.432          0.425          0.447          0.451          0.458          0.463          0.447          0.432          0.425          3.000              ?        526.000        142.188           -0.696          1.988
     05/05/1989          0.000          0.117          0.117          0.445          0.450          0.456          0.459          0.445          0.433          0.427          0.445          0.450          0.456          0.459          0.445          0.433          0.427          2.000              ?        527.000        146.656           -0.605          2.074
     06/05/1989          0.000          0.125          0.125          0.444          0.448          0.454          0.456          0.443          0.433          0.428          0.444          0.448          0.454          0.456          0.443          0.433          0.428          2.000              ?        528.000        146.467           -0.612          2.255
     07/05/1989          3.600          0.126          0.126          0.454          0.456          0.453          0.454          0.441          0.432          0.429          0.454          0.456          0.453          0.454          0.441          0.432          0.429          1.000              ?        529.000        153.602           -0.465          2.352
     08/05/1989         18.400          0.130          0.130          0.483          0.499          0.463          0.453          0.440          0.432          0.429          0.483          0.499          0.463          0.453          0.440          0.432          0.429          1.000              ?        530.000        153.424           -0.470          2.375
     09/05/1989          1.000          0.144          0.144          0.469          0.497          0.464          0.454          0.438          0.431          0.430          0.469          0.497          0.464          0.454          0.438          0.431          0.430          1.000              ?        531.000        153.275           -0.475          2.436
     10/05/1989          0.000          0.153          0.153          0.455          0.493          0.465          0.454          0.438          0.430          0.430          0.455          0.493          0.465          0.454          0.438          0.430          0.430          1.000              ?        532.000        153.200           -0.480          2.597
     11/05/1989          0.000          0.176          0.176          0.450          0.480          0.464          0.454          0.437          0.430          0.430          0.450          0.480          0.464          0.454          0.437          0.430          0.430          1.000              ?        533.000        153.181           -0.483          2.720
     12/05/1989          0.000          0.202          0.202          0.450          0.464          0.463          0.453          0.436          0.429          0.430          0.450          0.464          0.463          0.453          0.436          0.429          0.430          1.000              ?        534.000        153.228           -0.485          2.989
     13/05/1989          0.000          0.232          0.232          0.450          0.456          0.461          0.453          0.435          0.428          0.429          0.450          0.456          0.461          0.453          0.435          0.428          0.429          1.000              ?        535.000        153.335           -0.486          3.279
     14/05/1989          0.000          0.262          0.262          0.448          0.452          0.458          0.452          0.434          0.427          0.429          0.448          0.452          0.458          0.452          0.434          0.427          0.429          1.000              ?        536.000        153.509           -0.485          3.608
     15/05/1989          0.200          0.271          0.271          0.446          0.450          0.456          0.451          0.434          0.426          0.428          0.446          0.450          0.456          0.451          0.434          0.426          0.428          1.000              ?        537.000        153.746           -0.483          3.912
     16/05/1989          1.600          0.282          0.282          0.449          0.452          0.455          0.449          0.433          0.426          0.428          0.449          0.452          0.455          0.449          0.433          0.426          0.428          1.000              ?        538.000        154.006           -0.479          4.029
     17/05/1989          2.200          0.289          0.289          0.453          0.456          0.454          0.448          0.432          0.425          0.427          0.453          0.456          0.454          0.448          0.432          0.425          0.427          1.000              ?        539.000        154.292           -0.476          4.159
     18/05/1989          1.400          0.322          0.322          0.450          0.457          0.453          0.447          0.431          0.424          0.427          0.450          0.457          0.453          0.447          0.431          0.424          0.427          1.000              ?        540.000        154.602           -0.471          4.274
     19/05/1989          0.000          0.356          0.356          0.445          0.450          0.452          0.446          0.430          0.423          0.426          0.445          0.450          0.452          0.446          0.430          0.423          0.426          1.000              ?        541.000        154.978           -0.466          4.593
     20/05/1989          0.000          0.395          0.395          0.443          0.447          0.451          0.445          0.428          0.422          0.425          0.443          0.447          0.451          0.445          0.428          0.422          0.425          1.000              ?        542.000        155.420           -0.460          4.908
     21/05/1989          0.000          0.436          0.436          0.441          0.445          0.451          0.444          0.427          0.421          0.424          0.441          0.445          0.451          0.444          0.427          0.421          0.424          1.000              ?        543.000        155.933           -0.452          5.250
     22/05/1989          0.000          0.471          0.471          0.439          0.444          0.450          0.443          0.426          0.420          0.423          0.439          0.444          0.450          0.443          0.426          0.420          0.423          1.000              ?        544.000        156.515           -0.443          5.579
     23/05/1989          8.400          0.506          0.506          0.470          0.458          0.450          0.442          0.425          0.419          0.423          0.470          0.458          0.450          0.442          0.425          0.419          0.423          1.000              ?        545.000        157.155           -0.433          5.851
     24/05/1989          0.000          0.527          0.527          0.454          0.461          0.450          0.441          0.424          0.418          0.422          0.454          0.461          0.450          0.441          0.424          0.418          0.422          1.000              ?        546.000        157.847           -0.421          6.099
     25/05/1989          0.000          0.570          0.570          0.449          0.454          0.450          0.441          0.424          0.417          0.421          0.449          0.454          0.450          0.441          0.424          0.417          0.421          1.000              ?        547.000        158.577           -0.408          6.274
     26/05/1989          0.000          0.572          0.572          0.448          0.451          0.450          0.441          0.423          0.416          0.420          0.448          0.451          0.450          0.441          0.423          0.416          0.420          1.000              ?        548.000        159.362           -0.395          6.529
     27/05/1989          1.000          0.585          0.585          0.449          0.452          0.450          0.440          0.422          0.415          0.419          0.449          0.452          0.450          0.440          0.422          0.415          0.419          1.000              ?        549.000        160.158           -0.380          6.589
     28/05/1989          0.000          0.635          0.635          0.444          0.448          0.450          0.440          0.422          0.415          0.418          0.444          0.448          0.450          0.440          0.422          0.415          0.418          1.000              ?        550.000        160.980           -0.365          6.703
     29/05/1989          0.000          0.668          0.668          0.442          0.445          0.450          0.440          0.421          0.414          0.417          0.442          0.445          0.450          0.440          0.421          0.414          0.417          1.000              ?        551.000        161.859           -0.350          6.956
     30/05/1989          0.000          0.713          0.713          0.439          0.443          0.449          0.440          0.421          0.413          0.416          0.439          0.443          0.449          0.440          0.421          0.413          0.416          1.000              ?        552.000        162.776           -0.333          7.128
     31/05/1989          0.000          0.762          0.762          0.437          0.442          0.447          0.440          0.420          0.412          0.416          0.437          0.442          0.447          0.440          0.420          0.412          0.416          1.000              ?        553.000        163.739           -0.316          7.323
     01/06/1989          3.000          0.749          0.749          0.446          0.446          0.448          0.440          0.420          0.412          0.415          0.446          0.446          0.448          0.440          0.420          0.412          0.415          1.000              ?        554.000        164.742           -0.298          7.497
     02/06/1989          0.000          0.766          0.766          0.440          0.444          0.448          0.440          0.420          0.412          0.414          0.440          0.444          0.448          0.440          0.420          0.412          0.414          1.000              ?        555.000        165.746           -0.279          7.505
     03/06/1989          0.000          0.812          0.812          0.435          0.440          0.447          0.440          0.420          0.411          0.414          0.435          0.440          0.447          0.440          0.420          0.411          0.414          1.000              ?        556.000        166.771           -0.259          7.593
     04/06/1989          0.000          0.876          0.876          0.433          0.439          0.445          0.439          0.420          0.411          0.413          0.433          0.439          0.445          0.439          0.420          0.411          0.413          1.000              ?        557.000        167.832           -0.240          7.741
     05/06/1989          1.000          0.888          0.888          0.436          0.440          0.444          0.440          0.420          0.410          0.412          0.436          0.440          0.444          0.440          0.420          0.410          0.412          1.000              ?        558.000        168.933           -0.220          7.897
     06/06/1989         13.200          0.887          0.887          0.487          0.462          0.450          0.440          0.420          0.410          0.412          0.487          0.462          0.450          0.440          0.420          0.410          0.412          1.000              ?        559.000        170.045           -0.199          7.945
     07/06/1989          0.400          0.876          0.876          0.475          0.468          0.450          0.440          0.420          0.410          0.412          0.475          0.468          0.450          0.440          0.420          0.410          0.412          1.000              ?        560.000        171.161           -0.177          7.970
     08/06/1989          0.000          0.761          0.761          0.463          0.470          0.451          0.440          0.420          0.410          0.411          0.463          0.470          0.451          0.440          0.420          0.410          0.411          1.000              ?        561.000        172.219           -0.156          7.835
     09/06/1989          0.400          0.760          0.760          0.457          0.470          0.452          0.441          0.420          0.410          0.411          0.457          0.470          0.452          0.441          0.420          0.410          0.411          1.000              ?        562.000        173.278           -0.136          7.843
     10/06/1989          1.000          0.557          0.557          0.456          0.470          0.453          0.441          0.420          0.410          0.411          0.456          0.470          0.453          0.441          0.420          0.410          0.411          1.000              ?        563.000        174.211           -0.116          7.555
     11/06/1989          0.000          0.234          0.234          0.450          0.468          0.453          0.441          0.420          0.410          0.411          0.450          0.468          0.453          0.441          0.420          0.410          0.411          1.000              ?        564.000        174.835           -0.098          6.806
     12/06/1989          0.600          0.227          0.227          0.450          0.464          0.453          0.442          0.421          0.410          0.411          0.450          0.464          0.453          0.442          0.421          0.410          0.411          1.000              ?        565.000        175.445           -0.087          6.758
     13/06/1989          0.200          0.231          0.231          0.450          0.457          0.453          0.442          0.421          0.410          0.411          0.450          0.457          0.453          0.442          0.421          0.410          0.411          1.000              ?        566.000        176.052           -0.076          6.739
     14/06/1989          0.000          0.239          0.239          0.445          0.450          0.452          0.442          0.421          0.411          0.411          0.445          0.450          0.452          0.442          0.421          0.411          0.411          1.000              ?        567.000        176.665           -0.066          6.748
     15/06/1989          0.000          0.245          0.245          0.440          0.445          0.451          0.442          0.421          0.411          0.411          0.440          0.445          0.451          0.442          0.421          0.411          0.411          1.000              ?        568.000        177.282           -0.055          6.761
     16/06/1989          0.000          0.252          0.252          0.438          0.443          0.450          0.442          0.421          0.411          0.411          0.438          0.443          0.450          0.442          0.421          0.411          0.411          1.000              ?        569.000        177.905           -0.044          6.772
     17/06/1989          0.000          0.262          0.262          0.436          0.442          0.449          0.441          0.421          0.411          0.411          0.436          0.442          0.449          0.441          0.421          0.411          0.411          1.000              ?        570.000        178.535           -0.032          6.792
     18/06/1989          0.000          0.285          0.285          0.435          0.440          0.448          0.441          0.421          0.411          0.411          0.435          0.440          0.448          0.441          0.421          0.411          0.411          1.000              ?        571.000        179.186           -0.021          6.844
     19/06/1989          0.000          0.292          0.292          0.434          0.439          0.447          0.441          0.421          0.411          0.411          0.434          0.439          0.447          0.441          0.421          0.411          0.411          1.000              ?        572.000        179.851           -0.010          6.893
     20/06/1989          0.000          0.294          0.294          0.433          0.438          0.446          0.440          0.421          0.411          0.411          0.433          0.438          0.446          0.440          0.421          0.411          0.411          1.000              ?        573.000        180.518            0.002          6.903
     21/06/1989          0.000          0.157          0.157          0.432          0.438          0.445          0.440          0.421          0.411          0.411          0.432          0.438          0.445          0.440          0.421          0.411          0.411          1.000              ?        574.000        181.034            0.014          6.529
     22/06/1989          0.000          0.158          0.158          0.432          0.437          0.445          0.440          0.421          0.411          0.411          0.432          0.437          0.445          0.440          0.421          0.411          0.411          1.000              ?        575.000        181.541            0.023          6.490
     23/06/1989          0.000          0.145          0.145          0.431          0.436          0.444          0.440          0.420          0.411          0.411          0.431          0.436          0.444          0.440          0.420          0.411          0.411          1.000              ?        576.000        182.028            0.032          6.428
     24/06/1989          0.000          0.138          0.138          0.431          0.436          0.443          0.440          0.420          0.411          0.411          0.431          0.436          0.443          0.440          0.420          0.411          0.411          1.000              ?        577.000        182.502            0.040          6.381
     25/06/1989          0.000          0.073          0.073          0.430          0.435          0.442          0.440          0.420          0.410          0.411          0.430          0.435          0.442          0.440          0.420          0.410          0.411          1.000              ?        578.000        182.887            0.048          6.135
     26/06/1989          0.000          0.035          0.035          0.430          0.435          0.442          0.440          0.420          0.410          0.411          0.430          0.435          0.442          0.440          0.420          0.410          0.411          1.000              ?        579.000        183.178            0.055          5.862
     27/06/1989          0.000          0.035          0.035          0.429          0.434          0.441          0.440          0.420          0.410          0.411          0.429          0.434          0.441          0.440          0.420          0.410          0.411          1.000              ?        580.000        183.478            0.059          5.859
     28/06/1989          0.000          0.035          0.035          0.429          0.434          0.440          0.440          0.420          0.410          0.411          0.429          0.434          0.440          0.440          0.420          0.410          0.411          1.000              ?        581.000        183.840            0.063          5.998
     29/06/1989          5.400          0.036          0.036          0.445          0.443          0.442          0.440          0.420          0.410          0.410          0.445          0.443          0.442          0.440          0.420          0.410          0.410          1.000              ?        582.000        184.196            0.069          5.958
     30/06/1989          0.800          0.037          0.037          0.441          0.442          0.443          0.440          0.420          0.410          0.410          0.441          0.442          0.443          0.440          0.420          0.410          0.410          1.000              ?        583.000        184.542            0.075          5.916
